EVENT,COUNTRY,FREQUENCY,TIME,ISCED11,AGE,SEX,VALUE
Live performances (theatre concerts ballet),Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,49.7
Live performances (theatre concerts ballet),Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,41.6
Live performances (theatre concerts ballet),Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,58.5
Live performances (theatre concerts ballet),Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,45.9
Live performances (theatre concerts ballet),Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,40.5
Live performances (theatre concerts ballet),Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,52.2
Live performances (theatre concerts ballet),Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,31.5
Live performances (theatre concerts ballet),Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,30.2
Live performances (theatre concerts ballet),Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,33.3
Live performances (theatre concerts ballet),Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,66.8
Live performances (theatre concerts ballet),Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,67.2
Live performances (theatre concerts ballet),Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,66.4
Live performances (theatre concerts ballet),Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,71.1
Live performances (theatre concerts ballet),Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,72.2
Live performances (theatre concerts ballet),Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,70.5
Live performances (theatre concerts ballet),Croatia,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,66.4
Live performances (theatre concerts ballet),Croatia,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,64.1
Live performances (theatre concerts ballet),Croatia,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,67.7
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,21.1
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,17.1
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,25.3
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,20.6
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,17.1
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,24.2
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,16.9
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,14.4
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,19.5
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,20.0
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,16.8
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,23.6
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,17.7
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,15.3
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,20.6
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,11.2
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,10.4
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,12.3
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,31.1
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,32.7
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,29.8
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,32.7
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,32.6
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,32.8
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,30.5
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,27.5
Live performances (theatre concerts ballet),Croatia,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,32.3
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Total,57.8
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Males,62.6
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Females,52.8
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Total,59.7
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Males,63.3
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Females,55.9
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Total,65.8
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Males,67.4
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Females,64.3
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,55.1
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,58.3
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,51.8
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,59.0
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,61.4
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,56.4
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,67.4
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,68.0
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,66.8
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,40.5
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,42.0
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,39.1
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,42.1
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,42.1
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,42.1
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,47.3
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,47.4
Live performances (theatre concerts ballet),Italy,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,47.1
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,27.4
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,25.2
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,29.8
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,27.0
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,25.3
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,28.7
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,24.0
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,22.9
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,25.1
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,28.3
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,26.9
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,29.7
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,27.1
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,26.2
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,28.2
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,24.1
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,23.4
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,24.9
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,37.4
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,38.7
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,36.3
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,36.4
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,36.7
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,36.3
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,33.4
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,32.9
Live performances (theatre concerts ballet),Italy,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,33.8
Live performances (theatre concerts ballet),Italy,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Total,42.2
Live performances (theatre concerts ballet),Italy,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Males,37.4
Live performances (theatre concerts ballet),Italy,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Females,47.2
Live performances (theatre concerts ballet),Italy,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Total,40.3
Live performances (theatre concerts ballet),Italy,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Males,36.7
Live performances (theatre concerts ballet),Italy,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Females,44.1
Live performances (theatre concerts ballet),Italy,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Total,34.2
Live performances (theatre concerts ballet),Italy,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Males,32.6
Live performances (theatre concerts ballet),Italy,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Females,35.7
Live performances (theatre concerts ballet),Italy,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,44.9
Live performances (theatre concerts ballet),Italy,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,41.7
Live performances (theatre concerts ballet),Italy,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,48.2
Live performances (theatre concerts ballet),Italy,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,41.0
Live performances (theatre concerts ballet),Italy,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,38.6
Live performances (theatre concerts ballet),Italy,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,43.6
Live performances (theatre concerts ballet),Italy,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,32.6
Live performances (theatre concerts ballet),Italy,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,32.0
Live performances (theatre concerts ballet),Italy,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,33.2
Live performances (theatre concerts ballet),Italy,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,59.5
Live performances (theatre concerts ballet),Italy,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,58.0
Live performances (theatre concerts ballet),Italy,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,60.9
Live performances (theatre concerts ballet),Italy,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,57.9
Live performances (theatre concerts ballet),Italy,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,57.9
Live performances (theatre concerts ballet),Italy,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,57.9
Live performances (theatre concerts ballet),Italy,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,52.7
Live performances (theatre concerts ballet),Italy,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,52.6
Live performances (theatre concerts ballet),Italy,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,52.9
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,14.7
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,12.2
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,17.4
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,13.3
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,11.4
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,15.4
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,10.2
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,9.7
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,10.6
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,16.6
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,14.8
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,18.4
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,13.9
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,12.4
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,15.4
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,8.5
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,8.6
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,8.3
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,22.1
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,19.3
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,24.6
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,21.5
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,21.2
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,21.6
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,19.3
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,19.7
Live performances (theatre concerts ballet),Italy,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,19.1
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Total,36.3
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Males,42.4
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Females,30.0
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Total,41.8
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Males,46.2
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Females,37.4
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Total,47.8
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Males,53.5
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Females,42.5
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,40.5
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,45.0
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,34.9
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,46.7
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,50.0
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,42.3
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,58.8
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,61.3
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,55.8
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,27.5
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,40.5
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,23.2
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,31.9
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,34.8
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,30.2
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,33.2
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,37.2
Live performances (theatre concerts ballet),Cyprus,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,30.5
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,43.6
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,40.4
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,46.8
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,41.2
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,38.9
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,43.6
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,39.6
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,36.1
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,42.9
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,42.3
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,38.6
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,46.9
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,39.3
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,36.7
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,42.6
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,34.8
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,33.2
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,36.8
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,45.0
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,26.2
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,51.3
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,46.5
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,41.6
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,49.2
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,47.6
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,44.8
Live performances (theatre concerts ballet),Cyprus,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,49.5
Live performances (theatre concerts ballet),Cyprus,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Total,63.7
Live performances (theatre concerts ballet),Cyprus,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Males,57.6
Live performances (theatre concerts ballet),Cyprus,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Females,70.0
Live performances (theatre concerts ballet),Cyprus,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Total,58.2
