SECT_PERF,COUNTRY,TIME,VALUE
Business enterprise sector,United Kingdom,2019,1.19
Government sector,Austria,2002,0.12
Government sector,Austria,2004,0.11
Government sector,Austria,2005,0.12
Government sector,Austria,2006,0.12
Government sector,Austria,2007,0.13
Government sector,Austria,2008,0.14
Government sector,Austria,2009,0.14
Government sector,Austria,2010,0.14
Government sector,Austria,2011,0.14
Government sector,Austria,2012,0.13
Government sector,Austria,2013,0.13
Government sector,Austria,2014,0.14
Government sector,Austria,2015,0.14
Government sector,Austria,2016,0.22
Government sector,Austria,2017,0.22
Government sector,Austria,2018,0.22
Government sector,Austria,2019,0.23
Government sector,Austria,2020,0.23
Government sector,Bosnia and Herzegovina,2012,0.04
Government sector,Bosnia and Herzegovina,2013,0.02
Government sector,Bosnia and Herzegovina,2014,0.05
Government sector,Bosnia and Herzegovina,2019,0.01
Government sector,Belgium,2000,0.12
Government sector,Belgium,2001,0.13
Government sector,Belgium,2002,0.14
Government sector,Belgium,2003,0.13
Government sector,Belgium,2004,0.14
Government sector,Belgium,2005,0.15
Government sector,Belgium,2006,0.15
Government sector,Belgium,2007,0.15
Government sector,Belgium,2008,0.17
Government sector,Belgium,2009,0.18
Government sector,Belgium,2010,0.17
Government sector,Belgium,2011,0.18
Government sector,Belgium,2012,0.19
Government sector,Belgium,2013,0.2
Government sector,Belgium,2014,0.21
Government sector,Belgium,2015,0.22
Government sector,Belgium,2016,0.24
Government sector,Belgium,2017,0.25
Government sector,Belgium,2018,0.26
Government sector,Belgium,2019,0.28
Government sector,Belgium,2020,0.31
Government sector,Bulgaria,2000,0.34
Government sector,Bulgaria,2001,0.3
Government sector,Bulgaria,2002,0.33
Government sector,Bulgaria,2003,0.33
Government sector,Bulgaria,2004,0.32
Government sector,Bulgaria,2005,0.3
Government sector,Bulgaria,2006,0.28
Government sector,Bulgaria,2007,0.25
Government sector,Bulgaria,2008,0.26
Government sector,Bulgaria,2009,0.27
Government sector,Bulgaria,2010,0.21
Government sector,Bulgaria,2011,0.19
Government sector,Bulgaria,2012,0.18
Government sector,Bulgaria,2013,0.19
Government sector,Bulgaria,2014,0.2
Government sector,Bulgaria,2015,0.2
Government sector,Bulgaria,2016,0.16
Government sector,Bulgaria,2017,0.17
Government sector,Bulgaria,2018,0.17
Government sector,Bulgaria,2019,0.21
Government sector,Bulgaria,2020,0.22
Government sector,Switzerland,2000,0.03
Government sector,Switzerland,2002,0.03
Government sector,Switzerland,2004,0.03
Government sector,Switzerland,2006,0.02
Government sector,Switzerland,2008,0.02
Government sector,Switzerland,2010,0.02
Government sector,Switzerland,2012,0.02
Government sector,Switzerland,2014,0.03
Government sector,Switzerland,2015,0.03
Government sector,Switzerland,2017,0.03
Government sector,Switzerland,2019,0.03
Government sector,Cyprus,2000,0.11
Government sector,Cyprus,2001,0.11
Government sector,Cyprus,2002,0.11
Government sector,Cyprus,2003,0.12
Government sector,Cyprus,2004,0.12
Government sector,Cyprus,2005,0.12
Government sector,Cyprus,2006,0.11
Government sector,Cyprus,2007,0.1
Government sector,Cyprus,2008,0.09
Government sector,Cyprus,2009,0.09
Government sector,Cyprus,2010,0.09
Government sector,Cyprus,2011,0.07
Government sector,Cyprus,2012,0.07
Government sector,Cyprus,2013,0.07
Government sector,Cyprus,2014,0.07
Government sector,Cyprus,2015,0.06
Government sector,Cyprus,2016,0.06
Government sector,Cyprus,2017,0.05
Government sector,Cyprus,2018,0.05
Government sector,Cyprus,2019,0.05
Government sector,Cyprus,2020,0.06
Government sector,Czechia,2000,0.28
Government sector,Czechia,2001,0.26
Government sector,Czechia,2002,0.25
Government sector,Czechia,2003,0.27
Government sector,Czechia,2004,0.26
Government sector,Czechia,2005,0.26
Government sector,Czechia,2006,0.27
Government sector,Czechia,2007,0.3
Government sector,Czechia,2008,0.29
Government sector,Czechia,2009,0.31
Government sector,Czechia,2010,0.29
Government sector,Czechia,2011,0.31
Government sector,Czechia,2012,0.33
Government sector,Czechia,2013,0.34
Government sector,Czechia,2014,0.36
Government sector,Czechia,2015,0.39
Government sector,Czechia,2016,0.3
Government sector,Czechia,2017,0.3
Government sector,Czechia,2018,0.31
Government sector,Czechia,2019,0.31
Government sector,Czechia,2020,0.34
Government sector,Germany (until 1990 former territory of the FRG),2000,0.33
Government sector,Germany (until 1990 former territory of the FRG),2001,0.33
Government sector,Germany (until 1990 former territory of the FRG),2002,0.33
Government sector,Germany (until 1990 former territory of the FRG),2003,0.33
Government sector,Germany (until 1990 former territory of the FRG),2004,0.33
Government sector,Germany (until 1990 former territory of the FRG),2005,0.34
Government sector,Germany (until 1990 former territory of the FRG),2006,0.34
Government sector,Germany (until 1990 former territory of the FRG),2007,0.34
Government sector,Germany (until 1990 former territory of the FRG),2008,0.37
Government sector,Germany (until 1990 former territory of the FRG),2009,0.41
Government sector,Germany (until 1990 former territory of the FRG),2010,0.4
Government sector,Germany (until 1990 former territory of the FRG),2011,0.41
Government sector,Germany (until 1990 former territory of the FRG),2012,0.41
Government sector,Germany (until 1990 former territory of the FRG),2013,0.42
Government sector,Germany (until 1990 former territory of the FRG),2014,0.42
Government sector,Germany (until 1990 former territory of the FRG),2015,0.41
Government sector,Germany (until 1990 former territory of the FRG),2016,0.41
Government sector,Germany (until 1990 former territory of the FRG),2017,0.41
Government sector,Germany (until 1990 former territory of the FRG),2018,0.42
Government sector,Germany (until 1990 former territory of the FRG),2019,0.43
Government sector,Germany (until 1990 former territory of the FRG),2020,0.46
Government sector,Denmark,2000,0.28
Government sector,Denmark,2001,0.27
Government sector,Denmark,2002,0.18
Government sector,Denmark,2003,0.18
Government sector,Denmark,2004,0.17
Government sector,Denmark,2005,0.15
Government sector,Denmark,2006,0.16
Government sector,Denmark,2007,0.08
Government sector,Denmark,2008,0.07
Government sector,Denmark,2009,0.06
Government sector,Denmark,2010,0.06
Government sector,Denmark,2011,0.06
Government sector,Denmark,2012,0.07
Government sector,Denmark,2013,0.07
Government sector,Denmark,2014,0.07
Government sector,Denmark,2015,0.07
Government sector,Denmark,2016,0.07
Government sector,Denmark,2017,0.09
Government sector,Denmark,2018,0.09
Government sector,Denmark,2019,0.09
Government sector,Denmark,2020,0.09
Government sector,Estonia,2000,0.14
Government sector,Estonia,2001,0.1
Government sector,Estonia,2002,0.12
Government sector,Estonia,2003,0.12
Government sector,Estonia,2004,0.11
Government sector,Estonia,2005,0.1
Government sector,Estonia,2006,0.15
Government sector,Estonia,2007,0.09
Government sector,Estonia,2008,0.15
Government sector,Estonia,2009,0.15
Government sector,Estonia,2010,0.17
Government sector,Estonia,2011,0.19
Government sector,Estonia,2012,0.2
Government sector,Estonia,2013,0.15
Government sector,Estonia,2014,0.16
Government sector,Estonia,2015,0.16
Government sector,Estonia,2016,0.14
Government sector,Estonia,2017,0.15
Government sector,Estonia,2018,0.16
Government sector,Estonia,2019,0.17
Government sector,Estonia,2020,0.18
Government sector,Greece,2001,0.12
Government sector,Greece,2003,0.11
Government sector,Greece,2004,0.1
Government sector,Greece,2005,0.12
Government sector,Greece,2006,0.12
Government sector,Greece,2007,0.12
Government sector,Greece,2008,0.23
Government sector,Greece,2009,0.16
Government sector,Greece,2010,0.14
Government sector,Greece,2011,0.16
Government sector,Greece,2012,0.18
Government sector,Greece,2013,0.23
Government sector,Greece,2014,0.23
Government sector,Greece,2015,0.27
Government sector,Greece,2016,0.25
Government sector,Greece,2017,0.26
Government sector,Greece,2018,0.27
Government sector,Greece,2019,0.29
Government sector,Greece,2020,0.32
Government sector,Spain,2000,0.14
Government sector,Spain,2001,0.14
Government sector,Spain,2002,0.15
Government sector,Spain,2003,0.16
Government sector,Spain,2004,0.17
Government sector,Spain,2005,0.19
Government sector,Spain,2006,0.2
Government sector,Spain,2007,0.22
Government sector,Spain,2008,0.24
Government sector,Spain,2009,0.27
Government sector,Spain,2010,0.27
Government sector,Spain,2011,0.26
Government sector,Spain,2012,0.25
Government sector,Spain,2013,0.24
Government sector,Spain,2014,0.23
Government sector,Spain,2015,0.23
Government sector,Spain,2016,0.22
Government sector,Spain,2017,0.21
Government sector,Spain,2018,0.21
Government sector,Spain,2019,0.21
Government sector,Spain,2020,0.25
Government sector,Finland,2000,0.34
Government sector,Finland,2001,0.33
Government sector,Finland,2002,0.34
Government sector,Finland,2003,0.32
Government sector,Finland,2004,0.31
Government sector,Finland,2005,0.32
Government sector,Finland,2006,0.31
Government sector,Finland,2007,0.28
Government sector,Finland,2008,0.28
Government sector,Finland,2009,0.34
Government sector,Finland,2010,0.34
Government sector,Finland,2011,0.32
Government sector,Finland,2012,0.31
Government sector,Finland,2013,0.29
Government sector,Finland,2014,0.27
Government sector,Finland,2015,0.23
Government sector,Finland,2016,0.22
Government sector,Finland,2017,0.23
Government sector,Finland,2018,0.23
Government sector,Finland,2019,0.23
Government sector,Finland,2020,0.22
Government sector,France,2000,0.36
Government sector,France,2001,0.35
Government sector,France,2002,0.36
Government sector,France,2003,0.35
Government sector,France,2004,0.36
Government sector,France,2005,0.36
Government sector,France,2006,0.34
Government sector,France,2007,0.33
Government sector,France,2008,0.33
Government sector,France,2009,0.36
Government sector,France,2010,0.31
Government sector,France,2011,0.3
Government sector,France,2012,0.29
Government sector,France,2013,0.29
Government sector,France,2014,0.29
Government sector,France,2015,0.29
Government sector,France,2016,0.28
Government sector,France,2017,0.27
Government sector,France,2018,0.27
Government sector,France,2019,0.27
Government sector,France,2020,0.28
Government sector,Croatia,2002,0.21
Government sector,Croatia,2003,0.21
Government sector,Croatia,2004,0.21
Government sector,Croatia,2005,0.2
Government sector,Croatia,2006,0.19
Government sector,Croatia,2007,0.2
Government sector,Croatia,2008,0.22
Government sector,Croatia,2009,0.23
Government sector,Croatia,2010,0.2
Government sector,Croatia,2011,0.2
Government sector,Croatia,2012,0.2
Government sector,Croatia,2013,0.2
Government sector,Croatia,2014,0.2
Government sector,Croatia,2015,0.2
Government sector,Croatia,2016,0.18
Government sector,Croatia,2017,0.19
Government sector,Croatia,2018,0.19
Government sector,Croatia,2019,0.2
Government sector,Croatia,2020,0.25
Government sector,Hungary,2000,0.21
Government sector,Hungary,2001,0.24
Government sector,Hungary,2002,0.32
Government sector,Hungary,2003,0.29
Government sector,Hungary,2004,0.25
Government sector,Hungary,2005,0.26
Government sector,Hungary,2006,0.25
Government sector,Hungary,2007,0.23
Government sector,Hungary,2008,0.23
Government sector,Hungary,2009,0.23
Government sector,Hungary,2010,0.21
Government sector,Hungary,2011,0.19
Government sector,Hungary,2012,0.18
Government sector,Hungary,2013,0.21
Government sector,Hungary,2014,0.18
Government sector,Hungary,2015,0.18
Government sector,Hungary,2016,0.16
Government sector,Hungary,2017,0.17
Government sector,Hungary,2018,0.16
Government sector,Hungary,2019,0.15
Government sector,Hungary,2020,0.16
Government sector,Ireland,2000,0.09
Government sector,Ireland,2001,0.09
Government sector,Ireland,2002,0.09
Government sector,Ireland,2003,0.09
Government sector,Ireland,2004,0.09
Government sector,Ireland,2005,0.09
Government sector,Ireland,2006,0.08
Government sector,Ireland,2007,0.09
Government sector,Ireland,2008,0.09
Government sector,Ireland,2009,0.08
Government sector,Ireland,2010,0.08
Government sector,Ireland,2011,0.08
Government sector,Ireland,2012,0.08
Government sector,Ireland,2013,0.07
Government sector,Ireland,2014,0.07
Government sector,Ireland,2015,0.05
Government sector,Ireland,2016,0.05
Government sector,Ireland,2017,0.05
Government sector,Ireland,2018,0.05
Government sector,Ireland,2019,0.05
Government sector,Ireland,2020,0.04
Government sector,Iceland,2000,0.66
Government sector,Iceland,2001,0.57
Government sector,Iceland,2002,0.69
Government sector,Iceland,2003,0.67
Government sector,Iceland,2005,0.63
Government sector,Iceland,2006,0.58
Government sector,Iceland,2007,0.45
Government sector,Iceland,2008,0.44
Government sector,Iceland,2009,0.57
Government sector,Iceland,2011,0.43
Government sector,Iceland,2013,0.12
Government sector,Iceland,2014,0.12
Government sector,Iceland,2015,0.1
Government sector,Iceland,2016,0.1
Government sector,Iceland,2017,0.09
Government sector,Iceland,2018,0.08
Government sector,Iceland,2019,0.07
Government sector,Iceland,2020,0.08
Government sector,Italy,2000,0.19
Government sector,Italy,2001,0.19
Government sector,Italy,2002,0.19
Government sector,Italy,2003,0.19
Government sector,Italy,2004,0.19
Government sector,Italy,2005,0.18
Government sector,Italy,2006,0.19
Government sector,Italy,2007,0.16
Government sector,Italy,2008,0.15
Government sector,Italy,2009,0.16
Government sector,Italy,2010,0.17
Government sector,Italy,2011,0.16
Government sector,Italy,2012,0.19
Government sector,Italy,2013,0.18
Government sector,Italy,2014,0.18
Government sector,Italy,2015,0.18
Government sector,Italy,2016,0.17
Government sector,Italy,2017,0.17
Government sector,Italy,2018,0.18
Government sector,Italy,2019,0.18
Government sector,Italy,2020,0.2
Government sector,Lithuania,2000,0.25
Government sector,Lithuania,2001,0.26
Government sector,Lithuania,2002,0.22
Government sector,Lithuania,2003,0.18
Government sector,Lithuania,2004,0.19
Government sector,Lithuania,2005,0.19
Government sector,Lithuania,2006,0.18
Government sector,Lithuania,2007,0.17
Government sector,Lithuania,2008,0.18
Government sector,Lithuania,2009,0.19
Government sector,Lithuania,2010,0.14
Government sector,Lithuania,2011,0.18
Government sector,Lithuania,2012,0.17
Government sector,Lithuania,2013,0.19
Government sector,Lithuania,2014,0.18
Government sector,Lithuania,2015,0.18
Government sector,Lithuania,2016,0.22
Government sector,Lithuania,2017,0.25
Government sector,Lithuania,2018,0.21
Government sector,Lithuania,2019,0.2
Government sector,Lithuania,2020,0.18
Government sector,Luxembourg,2000,0.11
Government sector,Luxembourg,2001,0.14
Government sector,Luxembourg,2002,0.15
Government sector,Luxembourg,2003,0.17
Government sector,Luxembourg,2004,0.17
Government sector,Luxembourg,2005,0.19
Government sector,Luxembourg,2006,0.19
Government sector,Luxembourg,2007,0.21
Government sector,Luxembourg,2008,0.25
Government sector,Luxembourg,2009,0.26
Government sector,Luxembourg,2010,0.3
Government sector,Luxembourg,2011,0.33
Government sector,Luxembourg,2012,0.34
Government sector,Luxembourg,2013,0.36
Government sector,Luxembourg,2014,0.36
Government sector,Luxembourg,2015,0.36
Government sector,Luxembourg,2016,0.32
Government sector,Luxembourg,2017,0.3
Government sector,Luxembourg,2018,0.3
Government sector,Luxembourg,2019,0.28
Government sector,Luxembourg,2020,0.27
Government sector,Latvia,2000,0.1
Government sector,Latvia,2001,0.09
Government sector,Latvia,2002,0.08
Government sector,Latvia,2003,0.08
Government sector,Latvia,2004,0.08
Government sector,Latvia,2005,0.1
Government sector,Latvia,2006,0.1
Government sector,Latvia,2007,0.13
Government sector,Latvia,2008,0.16
Government sector,Latvia,2009,0.11
Government sector,Latvia,2010,0.14
Government sector,Latvia,2011,0.17
Government sector,Latvia,2012,0.18
Government sector,Latvia,2013,0.18
Government sector,Latvia,2014,0.17
Government sector,Latvia,2015,0.16
Government sector,Latvia,2016,0.14
Government sector,Latvia,2017,0.13
Government sector,Latvia,2018,0.15
Government sector,Latvia,2019,0.12
Government sector,Latvia,2020,0.13
Government sector,Montenegro,2011,0.08
Government sector,Montenegro,2013,0.06
Government sector,Montenegro,2014,0.08
Government sector,Montenegro,2015,0.07
Government sector,Montenegro,2016,0.07
Government sector,Montenegro,2017,0.1
Government sector,Montenegro,2018,0.13
Government sector,North Macedonia,2015,0.06
Government sector,North Macedonia,2016,0.05
Government sector,North Macedonia,2017,0.04
Government sector,North Macedonia,2018,0.04
Government sector,North Macedonia,2019,0.03
Government sector,North Macedonia,2020,0.04
Government sector,Malta,2002,0.04
Government sector,Malta,2003,0.02
Government sector,Malta,2004,0.01
Government sector,Malta,2005,0.03
Government sector,Malta,2006,0.03
Government sector,Malta,2007,0.01
Government sector,Malta,2008,0.02
Government sector,Malta,2009,0.02
Government sector,Malta,2010,0.02
Government sector,Malta,2011,0.03
Government sector,Malta,2012,0.06
Government sector,Malta,2013,0.07
Government sector,Malta,2014,0.07
Government sector,Malta,2015,0.12
Government sector,Malta,2016,0.01
Government sector,Malta,2017,0.01
Government sector,Malta,2018,0.01
Government sector,Malta,2019,0.01
Government sector,Malta,2020,0
Government sector,Netherlands,2000,0.22
Government sector,Netherlands,2001,0.24
Government sector,Netherlands,2002,0.22
Government sector,Netherlands,2003,0.24
Government sector,Netherlands,2004,0.24
Government sector,Netherlands,2005,0.22
Government sector,Netherlands,2006,0.22
Government sector,Netherlands,2007,0.2
Government sector,Netherlands,2008,0.19
Government sector,Netherlands,2009,0.21
Government sector,Netherlands,2010,0.2
Government sector,Netherlands,2011,0.2
Government sector,Netherlands,2012,0.23
Government sector,Netherlands,2013,0.13
Government sector,Netherlands,2014,0.13
Government sector,Netherlands,2015,0.13
Government sector,Netherlands,2016,0.13
Government sector,Netherlands,2017,0.12
Government sector,Netherlands,2018,0.13
Government sector,Netherlands,2019,0.12
Government sector,Netherlands,2020,0.13
Government sector,Norway,2001,0.23
Government sector,Norway,2002,0.26
Government sector,Norway,2003,0.25
Government sector,Norway,2004,0.24
Government sector,Norway,2005,0.23
Government sector,Norway,2006,0.23
Government sector,Norway,2007,0.24
Government sector,Norway,2008,0.23
Government sector,Norway,2009,0.28
Government sector,Norway,2010,0.27
Government sector,Norway,2011,0.27
Government sector,Norway,2012,0.27
Government sector,Norway,2013,0.26
Government sector,Norway,2014,0.26
Government sector,Norway,2015,0.29
Government sector,Norway,2016,0.29
Government sector,Norway,2017,0.29
Government sector,Norway,2018,0.28
Government sector,Norway,2019,0.27
Government sector,Norway,2020,0.28
Government sector,Poland,2000,0.21
Government sector,Poland,2001,0.19
Government sector,Poland,2002,0.25
Government sector,Poland,2003,0.22
Government sector,Poland,2004,0.22
Government sector,Poland,2005,0.2
Government sector,Poland,2006,0.2
Government sector,Poland,2007,0.2
Government sector,Poland,2008,0.21
Government sector,Poland,2009,0.23
Government sector,Poland,2010,0.26
Government sector,Poland,2011,0.26
Government sector,Poland,2012,0.25
Government sector,Poland,2013,0.24
Government sector,Poland,2014,0.23
Government sector,Poland,2015,0.24
Government sector,Poland,2016,0.02
Government sector,Poland,2017,0.02
Government sector,Poland,2018,0.02
Government sector,Poland,2019,0.02
Government sector,Poland,2020,0.03
Government sector,Portugal,2000,0.17
Government sector,Portugal,2001,0.16
Government sector,Portugal,2002,0.14
Government sector,Portugal,2003,0.12
Government sector,Portugal,2004,0.11
Government sector,Portugal,2005,0.11
Government sector,Portugal,2006,0.11
Government sector,Portugal,2007,0.11
Government sector,Portugal,2008,0.11
Government sector,Portugal,2009,0.12
Government sector,Portugal,2010,0.11
Government sector,Portugal,2011,0.11
Government sector,Portugal,2012,0.07
Government sector,Portugal,2013,0.09
Government sector,Portugal,2014,0.08
Government sector,Portugal,2015,0.08
Government sector,Portugal,2016,0.07
Government sector,Portugal,2017,0.07
Government sector,Portugal,2018,0.07
Government sector,Portugal,2019,0.07
Government sector,Portugal,2020,0.08
Government sector,Romania,2000,0.07
Government sector,Romania,2001,0.11
Government sector,Romania,2002,0.09
Government sector,Romania,2003,0.13
Government sector,Romania,2004,0.13
Government sector,Romania,2005,0.14
Government sector,Romania,2006,0.15
Government sector,Romania,2007,0.17
Government sector,Romania,2008,0.23
Government sector,Romania,2009,0.16
Government sector,Romania,2010,0.17
Government sector,Romania,2011,0.2
Government sector,Romania,2012,0.2
Government sector,Romania,2013,0.19
Government sector,Romania,2014,0.16
Government sector,Romania,2015,0.19
Government sector,Romania,2016,0.16
Government sector,Romania,2017,0.16
Government sector,Romania,2018,0.15
Government sector,Romania,2019,0.15
Government sector,Romania,2020,0.15
Government sector,Serbia,2009,0.25
Government sector,Serbia,2010,0.26
Government sector,Serbia,2011,0.23
Government sector,Serbia,2012,0.25
Government sector,Serbia,2013,0.23
Government sector,Serbia,2014,0.18
Government sector,Serbia,2015,0.22
Government sector,Serbia,2016,0.22
Government sector,Serbia,2017,0.24
Government sector,Serbia,2018,0.26
Government sector,Serbia,2019,0.23
Government sector,Serbia,2020,0.27
Government sector,Sweden,2001,0.11
Government sector,Sweden,2003,0.13
Government sector,Sweden,2004,0.1
Government sector,Sweden,2005,0.16
Government sector,Sweden,2006,0.16
Government sector,Sweden,2007,0.16
Government sector,Sweden,2008,0.15
Government sector,Sweden,2009,0.15
Government sector,Sweden,2010,0.15
Government sector,Sweden,2011,0.14
Government sector,Sweden,2012,0.16
Government sector,Sweden,2013,0.12
Government sector,Sweden,2014,0.12
Government sector,Sweden,2015,0.11
Government sector,Sweden,2016,0.11
Government sector,Sweden,2017,0.12
Government sector,Sweden,2018,0.12
Government sector,Sweden,2019,0.15
Government sector,Sweden,2020,0.16
Government sector,Slovenia,2000,0.35
Government sector,Slovenia,2001,0.36
Government sector,Slovenia,2002,0.33
Government sector,Slovenia,2003,0.28
Government sector,Slovenia,2004,0.27
Government sector,Slovenia,2005,0.34
Government sector,Slovenia,2006,0.38
Government sector,Slovenia,2007,0.35
Government sector,Slovenia,2008,0.36
Government sector,Slovenia,2009,0.38
Government sector,Slovenia,2010,0.37
Government sector,Slovenia,2011,0.34
Government sector,Slovenia,2012,0.34
Government sector,Slovenia,2013,0.33
Government sector,Slovenia,2014,0.29
Government sector,Slovenia,2015,0.3
Government sector,Slovenia,2016,0.27
Government sector,Slovenia,2017,0.26
Government sector,Slovenia,2018,0.26
Government sector,Slovenia,2019,0.28
Government sector,Slovenia,2020,0.3
Government sector,Slovakia,2000,0.16
Government sector,Slovakia,2001,0.15
Government sector,Slovakia,2002,0.15
Government sector,Slovakia,2003,0.18
Government sector,Slovakia,2004,0.15
Government sector,Slovakia,2005,0.15
Government sector,Slovakia,2006,0.16
Government sector,Slovakia,2007,0.16
Government sector,Slovakia,2008,0.15
Government sector,Slovakia,2009,0.16
Government sector,Slovakia,2010,0.18
Government sector,Slovakia,2011,0.18
Government sector,Slovakia,2012,0.2
Government sector,Slovakia,2013,0.17
Government sector,Slovakia,2014,0.25
Government sector,Slovakia,2015,0.32
Government sector,Slovakia,2016,0.17
Government sector,Slovakia,2017,0.18
Government sector,Slovakia,2018,0.18
Government sector,Slovakia,2019,0.16
Government sector,Slovakia,2020,0.18
Government sector,United Kingdom,2000,0.2
Government sector,United Kingdom,2001,0.16
Government sector,United Kingdom,2002,0.15
Government sector,United Kingdom,2003,0.16
Government sector,United Kingdom,2004,0.16
Government sector,United Kingdom,2005,0.16
Government sector,United Kingdom,2006,0.16
Government sector,United Kingdom,2007,0.15
Government sector,United Kingdom,2008,0.15
Government sector,United Kingdom,2009,0.15
Government sector,United Kingdom,2010,0.16
Government sector,United Kingdom,2011,0.14
Government sector,United Kingdom,2012,0.13
Government sector,United Kingdom,2013,0.13
Government sector,United Kingdom,2014,0.12
Government sector,United Kingdom,2015,0.11
Government sector,United Kingdom,2016,0.11
Government sector,United Kingdom,2017,0.11
Government sector,United Kingdom,2018,0.11
Government sector,United Kingdom,2019,0.12
Higher education sector,Austria,2002,0.56
Higher education sector,Austria,2004,0.58
Higher education sector,Austria,2005,0.59
Higher education sector,Austria,2006,0.57
Higher education sector,Austria,2007,0.58
Higher education sector,Austria,2008,0.64
Higher education sector,Austria,2009,0.68
Higher education sector,Austria,2010,0.7
Higher education sector,Austria,2011,0.68
Higher education sector,Austria,2012,0.72
Higher education sector,Austria,2013,0.72
Higher education sector,Austria,2014,0.73
Higher education sector,Austria,2015,0.72
Higher education sector,Austria,2016,0.69
Higher education sector,Austria,2017,0.69
Higher education sector,Austria,2018,0.69
Higher education sector,Austria,2019,0.68
Higher education sector,Austria,2020,0.73
Higher education sector,Bosnia and Herzegovina,2012,0.07
Higher education sector,Bosnia and Herzegovina,2013,0.11
Higher education sector,Bosnia and Herzegovina,2014,0.16
Higher education sector,Bosnia and Herzegovina,2019,0.11
Higher education sector,Belgium,2000,0.39
Higher education sector,Belgium,2001,0.4
Higher education sector,Belgium,2002,0.4
Higher education sector,Belgium,2003,0.41
Higher education sector,Belgium,2004,0.4
Higher education sector,Belgium,2005,0.4
Higher education sector,Belgium,2006,0.39
Higher education sector,Belgium,2007,0.39
Higher education sector,Belgium,2008,0.42
Higher education sector,Belgium,2009,0.47
Higher education sector,Belgium,2010,0.48
Higher education sector,Belgium,2011,0.49
Higher education sector,Belgium,2012,0.49
Higher education sector,Belgium,2013,0.51
Higher education sector,Belgium,2014,0.49
Higher education sector,Belgium,2015,0.49
Higher education sector,Belgium,2016,0.53
Higher education sector,Belgium,2017,0.53
Higher education sector,Belgium,2018,0.53
Higher education sector,Belgium,2019,0.53
Higher education sector,Belgium,2020,0.61
Higher education sector,Bulgaria,2000,0.05
Higher education sector,Bulgaria,2001,0.05
Higher education sector,Bulgaria,2002,0.05
Higher education sector,Bulgaria,2003,0.05
Higher education sector,Bulgaria,2004,0.04
Higher education sector,Bulgaria,2005,0.05
Higher education sector,Bulgaria,2006,0.04
Higher education sector,Bulgaria,2007,0.04
Higher education sector,Bulgaria,2008,0.04
Higher education sector,Bulgaria,2009,0.07
Higher education sector,Bulgaria,2010,0.07
Higher education sector,Bulgaria,2011,0.05
Higher education sector,Bulgaria,2012,0.05
Higher education sector,Bulgaria,2013,0.05
Higher education sector,Bulgaria,2014,0.07
Higher education sector,Bulgaria,2015,0.05
Higher education sector,Bulgaria,2016,0.04
Higher education sector,Bulgaria,2017,0.04
Higher education sector,Bulgaria,2018,0.04
Higher education sector,Bulgaria,2019,0.06
Higher education sector,Bulgaria,2020,0.05
Higher education sector,Switzerland,2000,0.52
Higher education sector,Switzerland,2002,0.57
Higher education sector,Switzerland,2004,0.59
Higher education sector,Switzerland,2006,0.58
Higher education sector,Switzerland,2008,0.64
Higher education sector,Switzerland,2010,0.7
Higher education sector,Switzerland,2012,0.8
Higher education sector,Switzerland,2014,0.84
Higher education sector,Switzerland,2015,0.87
Higher education sector,Switzerland,2017,0.9
Higher education sector,Switzerland,2019,0.91
Higher education sector,Cyprus,2000,0.06
Higher education sector,Cyprus,2001,0.06
Higher education sector,Cyprus,2002,0.08
Higher education sector,Cyprus,2003,0.1
Higher education sector,Cyprus,2004,0.12
Higher education sector,Cyprus,2005,0.14
Higher education sector,Cyprus,2006,0.16
Higher education sector,Cyprus,2007,0.18
Higher education sector,Cyprus,2008,0.17
Higher education sector,Cyprus,2009,0.21
Higher education sector,Cyprus,2010,0.22
Higher education sector,Cyprus,2011,0.24
Higher education sector,Cyprus,2012,0.24
Higher education sector,Cyprus,2013,0.26
Higher education sector,Cyprus,2014,0.25
Higher education sector,Cyprus,2015,0.24
Higher education sector,Cyprus,2016,0.21
Higher education sector,Cyprus,2017,0.22
Higher education sector,Cyprus,2018,0.25
Higher education sector,Cyprus,2019,0.27
Higher education sector,Cyprus,2020,0.3
Higher education sector,Czechia,2000,0.16
Higher education sector,Czechia,2001,0.17
Higher education sector,Czechia,2002,0.17
Higher education sector,Czechia,2003,0.17
Higher education sector,Czechia,2004,0.17
Higher education sector,Czechia,2005,0.22
Higher education sector,Czechia,2006,0.23
Higher education sector,Czechia,2007,0.24
Higher education sector,Czechia,2008,0.23
Higher education sector,Czechia,2009,0.26
Higher education sector,Czechia,2010,0.27
Higher education sector,Czechia,2011,0.38
Higher education sector,Czechia,2012,0.49
Higher education sector,Czechia,2013,0.51
Higher education sector,Czechia,2014,0.5
Higher education sector,Czechia,2015,0.48
Higher education sector,Czechia,2016,0.34
Higher education sector,Czechia,2017,0.35
Higher education sector,Czechia,2018,0.41
Higher education sector,Czechia,2019,0.42
Higher education sector,Czechia,2020,0.43
Higher education sector,Germany (until 1990 former territory of the FRG),2000,0.4
Higher education sector,Germany (until 1990 former territory of the FRG),2001,0.4
Higher education sector,Germany (until 1990 former territory of the FRG),2002,0.42
Higher education sector,Germany (until 1990 former territory of the FRG),2003,0.42
Higher education sector,Germany (until 1990 former territory of the FRG),2004,0.41
Higher education sector,Germany (until 1990 former territory of the FRG),2005,0.41
