TIME,COUNTRY,ISCEDF13,VALUE
2014,Iceland,Biology,0
2014,Iceland,Biochemistry,0
2014,Iceland,Environment,54
2014,Iceland,Physical sciences,127
2014,Iceland,Mathematics and statistics,6
2014,Iceland,Information and Communication Technologies,38
2014,Iceland,Engineering manufacturing and construction,94
2014,Iceland,Engineering and engineering trades,53
2014,Iceland,Manufacturing and processing,5
2014,Iceland,Architecture and construction,26
2014,Iceland,Agriculture forestry fisheries and veterinary,24
2014,Iceland,Health and welfare,66
2014,Iceland,Health,0
2014,Iceland,Dental studies,2
2014,Iceland,Medicine therapy and rehabilitation,0
2014,Iceland,Welfare,0
2014,Iceland,Care of the elderly and of disabled adults,0
2014,Iceland,Child care and youth services,0
2014,Iceland,Social work and counselling,9
2014,Iceland,Services,19
2014,Iceland,Domestic services,0
2014,Iceland,Hair and beauty services,0
2014,Iceland,Hotel restaurants and catering,0
2014,Iceland,Sports,0
2014,Iceland,Travel tourism and leisure,19
2014,Iceland,Transport services,0
2014,Liechtenstein,Total,708
2014,Liechtenstein,Education,0
2014,Liechtenstein,Arts and humanities,0
2014,Liechtenstein,Social sciences journalism and information,469
2014,Liechtenstein,Business administration and law,35
2014,Liechtenstein,Natural sciences mathematics and statistics,0
2014,Liechtenstein,Biology,0
2014,Liechtenstein,Biochemistry,0
2014,Liechtenstein,Environment,0
2014,Liechtenstein,Physical sciences,0
2014,Liechtenstein,Mathematics and statistics,0
2014,Liechtenstein,Information and Communication Technologies,0
2014,Liechtenstein,Engineering manufacturing and construction,158
2014,Liechtenstein,Engineering and engineering trades,0
2014,Liechtenstein,Manufacturing and processing,0
2014,Liechtenstein,Architecture and construction,158
2014,Liechtenstein,Agriculture forestry fisheries and veterinary,0
2014,Liechtenstein,Health and welfare,46
2014,Liechtenstein,Health,0
2014,Liechtenstein,Dental studies,0
2014,Liechtenstein,Medicine therapy and rehabilitation,0
2014,Liechtenstein,Welfare,0
2014,Liechtenstein,Care of the elderly and of disabled adults,0
2014,Liechtenstein,Child care and youth services,0
2014,Liechtenstein,Social work and counselling,0
2014,Liechtenstein,Services,0
2014,Liechtenstein,Domestic services,0
2014,Liechtenstein,Hair and beauty services,0
2014,Liechtenstein,Hotel restaurants and catering,0
2014,Liechtenstein,Sports,0
2014,Liechtenstein,Travel tourism and leisure,0
2014,Liechtenstein,Transport services,0
2014,Norway,Total,9418
2014,Norway,Education,447
2014,Norway,Arts and humanities,1537
2014,Norway,Social sciences journalism and information,1119
2014,Norway,Business administration and law,1309
2014,Norway,Natural sciences mathematics and statistics,872
2014,Norway,Biology,234
2014,Norway,Biochemistry,64
2014,Norway,Environment,71
2014,Norway,Physical sciences,368
2014,Norway,Mathematics and statistics,128
2014,Norway,Information and Communication Technologies,568
2014,Norway,Engineering manufacturing and construction,1234
2014,Norway,Engineering and engineering trades,997
2014,Norway,Manufacturing and processing,8
2014,Norway,Architecture and construction,193
2014,Norway,Agriculture forestry fisheries and veterinary,151
2014,Norway,Health and welfare,916
2014,Norway,Health,727
2014,Norway,Dental studies,25
2014,Norway,Medicine therapy and rehabilitation,0
2014,Norway,Welfare,0
2014,Norway,Care of the elderly and of disabled adults,0
2014,Norway,Child care and youth services,32
2014,Norway,Social work and counselling,153
2014,Norway,Services,274
2014,Norway,Domestic services,1
2014,Norway,Hair and beauty services,1
2014,Norway,Hotel restaurants and catering,51
2014,Norway,Sports,77
2014,Norway,Travel tourism and leisure,46
2014,Norway,Transport services,50
2014,Switzerland,Total,49552
2014,Switzerland,Education,2399
2014,Switzerland,Arts and humanities,7402
2014,Switzerland,Social sciences journalism and information,5988
2014,Switzerland,Business administration and law,9996
2014,Switzerland,Natural sciences mathematics and statistics,8051
2014,Switzerland,Biology,2573
2014,Switzerland,Biochemistry,0
2014,Switzerland,Environment,1051
2014,Switzerland,Physical sciences,3521
2014,Switzerland,Mathematics and statistics,906
2014,Switzerland,Information and Communication Technologies,1629
2014,Switzerland,Engineering manufacturing and construction,8631
2014,Switzerland,Engineering and engineering trades,4773
2014,Switzerland,Manufacturing and processing,498
2014,Switzerland,Architecture and construction,3360
2014,Switzerland,Agriculture forestry fisheries and veterinary,233
2014,Switzerland,Health and welfare,3598
2014,Switzerland,Health,2871
2014,Switzerland,Dental studies,194
2014,Switzerland,Medicine therapy and rehabilitation,0
2014,Switzerland,Welfare,727
2014,Switzerland,Care of the elderly and of disabled adults,0
2014,Switzerland,Child care and youth services,0
2014,Switzerland,Social work and counselling,727
2014,Switzerland,Services,991
2014,Switzerland,Domestic services,37
2014,Switzerland,Hair and beauty services,0
2014,Switzerland,Hotel restaurants and catering,894
2014,Switzerland,Sports,7
2014,Switzerland,Travel tourism and leisure,53
2014,Switzerland,Transport services,0
2014,United Kingdom,Total,428724
2014,United Kingdom,Education,10334
2014,United Kingdom,Arts and humanities,53689
2014,United Kingdom,Social sciences journalism and information,49300
2014,United Kingdom,Business administration and law,143551
2014,United Kingdom,Natural sciences mathematics and statistics,44032
2014,United Kingdom,Biology,0
2014,United Kingdom,Biochemistry,0
2014,United Kingdom,Environment,0
2014,United Kingdom,Physical sciences,14002
2014,United Kingdom,Mathematics and statistics,8800
2014,United Kingdom,Information and Communication Technologies,18629
2014,United Kingdom,Engineering manufacturing and construction,63352
2014,United Kingdom,Engineering and engineering trades,49571
2014,United Kingdom,Manufacturing and processing,2071
2014,United Kingdom,Architecture and construction,11710
2014,United Kingdom,Agriculture forestry fisheries and veterinary,3468
2014,United Kingdom,Health and welfare,32674
2014,United Kingdom,Health,31629
2014,United Kingdom,Dental studies,0
2014,United Kingdom,Medicine therapy and rehabilitation,0
2014,United Kingdom,Welfare,0
2014,United Kingdom,Care of the elderly and of disabled adults,0
2014,United Kingdom,Child care and youth services,0
2014,United Kingdom,Social work and counselling,0
2014,United Kingdom,Services,7716
2014,United Kingdom,Domestic services,0
2014,United Kingdom,Hair and beauty services,0
2014,United Kingdom,Hotel restaurants and catering,0
2014,United Kingdom,Sports,0
2014,United Kingdom,Travel tourism and leisure,0
2014,United Kingdom,Transport services,0
2014,North Macedonia,Total,1728
2014,North Macedonia,Education,88
2014,North Macedonia,Arts and humanities,314
2014,North Macedonia,Social sciences journalism and information,167
2014,North Macedonia,Business administration and law,331
2014,North Macedonia,Natural sciences mathematics and statistics,72
2014,North Macedonia,Biology,0
2014,North Macedonia,Biochemistry,0
2014,North Macedonia,Environment,0
2014,North Macedonia,Physical sciences,17
2014,North Macedonia,Mathematics and statistics,25
2014,North Macedonia,Information and Communication Technologies,208
2014,North Macedonia,Engineering manufacturing and construction,126
2014,North Macedonia,Engineering and engineering trades,57
2014,North Macedonia,Manufacturing and processing,6
2014,North Macedonia,Architecture and construction,63
2014,North Macedonia,Agriculture forestry fisheries and veterinary,4
2014,North Macedonia,Health and welfare,364
2014,North Macedonia,Health,0
2014,North Macedonia,Dental studies,137
2014,North Macedonia,Medicine therapy and rehabilitation,0
2014,North Macedonia,Welfare,0
2014,North Macedonia,Care of the elderly and of disabled adults,0
2014,North Macedonia,Child care and youth services,0
2014,North Macedonia,Social work and counselling,0
2014,North Macedonia,Services,54
2014,North Macedonia,Domestic services,0
2014,North Macedonia,Hair and beauty services,0
2014,North Macedonia,Hotel restaurants and catering,1
2014,North Macedonia,Sports,0
2014,North Macedonia,Travel tourism and leisure,13
2014,North Macedonia,Transport services,1
2014,Serbia,Total,8914
2014,Serbia,Education,330
2014,Serbia,Arts and humanities,909
2014,Serbia,Social sciences journalism and information,898
2014,Serbia,Business administration and law,1823
2014,Serbia,Natural sciences mathematics and statistics,524
2014,Serbia,Biology,0
2014,Serbia,Biochemistry,0
2014,Serbia,Environment,142
2014,Serbia,Physical sciences,188
2014,Serbia,Mathematics and statistics,65
2014,Serbia,Information and Communication Technologies,357
2014,Serbia,Engineering manufacturing and construction,2167
2014,Serbia,Engineering and engineering trades,1274
2014,Serbia,Manufacturing and processing,140
2014,Serbia,Architecture and construction,753
2014,Serbia,Agriculture forestry fisheries and veterinary,426
2014,Serbia,Health and welfare,1097
2014,Serbia,Health,0
2014,Serbia,Dental studies,154
2014,Serbia,Medicine therapy and rehabilitation,0
2014,Serbia,Welfare,0
2014,Serbia,Care of the elderly and of disabled adults,0
2014,Serbia,Child care and youth services,0
2014,Serbia,Social work and counselling,42
2014,Serbia,Services,383
2014,Serbia,Domestic services,0
2014,Serbia,Hair and beauty services,4
2014,Serbia,Hotel restaurants and catering,38
2014,Serbia,Sports,21
2014,Serbia,Travel tourism and leisure,142
2014,Serbia,Transport services,5
2014,Turkey,Total,48183
2014,Turkey,Education,3286
2014,Turkey,Arts and humanities,5929
2014,Turkey,Social sciences journalism and information,6899
2014,Turkey,Business administration and law,8729
2014,Turkey,Natural sciences mathematics and statistics,3178
2014,Turkey,Biology,0
2014,Turkey,Biochemistry,0
2014,Turkey,Environment,334
2014,Turkey,Physical sciences,1263
2014,Turkey,Mathematics and statistics,686
2014,Turkey,Information and Communication Technologies,358
2014,Turkey,Engineering manufacturing and construction,11071
2014,Turkey,Engineering and engineering trades,5910
2014,Turkey,Manufacturing and processing,841
2014,Turkey,Architecture and construction,3597
2014,Turkey,Agriculture forestry fisheries and veterinary,815
2014,Turkey,Health and welfare,5655
2014,Turkey,Health,0
2014,Turkey,Dental studies,890
2014,Turkey,Medicine therapy and rehabilitation,0
2014,Turkey,Welfare,0
2014,Turkey,Care of the elderly and of disabled adults,0
2014,Turkey,Child care and youth services,5
2014,Turkey,Social work and counselling,49
2014,Turkey,Services,1230
2014,Turkey,Domestic services,0
2014,Turkey,Hair and beauty services,3
2014,Turkey,Hotel restaurants and catering,73
2014,Turkey,Sports,37
2014,Turkey,Travel tourism and leisure,936
2014,Turkey,Transport services,168
2014,Bosnia and Herzegovina,Total,0
2014,Bosnia and Herzegovina,Education,0
2014,Bosnia and Herzegovina,Arts and humanities,0
2014,Bosnia and Herzegovina,Social sciences journalism and information,0
2014,Bosnia and Herzegovina,Business administration and law,0
2014,Bosnia and Herzegovina,Natural sciences mathematics and statistics,0
2014,Bosnia and Herzegovina,Biology,0
2014,Bosnia and Herzegovina,Biochemistry,0
2014,Bosnia and Herzegovina,Environment,0
2014,Bosnia and Herzegovina,Physical sciences,0
2014,Bosnia and Herzegovina,Mathematics and statistics,0
2014,Bosnia and Herzegovina,Information and Communication Technologies,0
2014,Bosnia and Herzegovina,Engineering manufacturing and construction,0
2014,Bosnia and Herzegovina,Engineering and engineering trades,0
2014,Bosnia and Herzegovina,Manufacturing and processing,0
2014,Bosnia and Herzegovina,Architecture and construction,0
2014,Bosnia and Herzegovina,Agriculture forestry fisheries and veterinary,0
2014,Bosnia and Herzegovina,Health and welfare,0
2014,Bosnia and Herzegovina,Health,0
2014,Bosnia and Herzegovina,Dental studies,0
2014,Bosnia and Herzegovina,Medicine therapy and rehabilitation,0
2014,Bosnia and Herzegovina,Welfare,0
2014,Bosnia and Herzegovina,Care of the elderly and of disabled adults,0
2014,Bosnia and Herzegovina,Child care and youth services,0
2014,Bosnia and Herzegovina,Social work and counselling,0
2014,Bosnia and Herzegovina,Services,0
2014,Bosnia and Herzegovina,Domestic services,0
2014,Bosnia and Herzegovina,Hair and beauty services,0
2014,Bosnia and Herzegovina,Hotel restaurants and catering,0
2014,Bosnia and Herzegovina,Sports,0
2014,Bosnia and Herzegovina,Travel tourism and leisure,0
2014,Bosnia and Herzegovina,Transport services,0
2015,Belgium,Total,56483
2015,Belgium,Education,1971
2015,Belgium,Arts and humanities,7430
2015,Belgium,Social sciences journalism and information,6698
2015,Belgium,Business administration and law,6835
2015,Belgium,Natural sciences mathematics and statistics,3331
2015,Belgium,Biology,546
2015,Belgium,Biochemistry,91
2015,Belgium,Environment,390
2015,Belgium,Physical sciences,1088
2015,Belgium,Mathematics and statistics,560
2015,Belgium,Information and Communication Technologies,798
2015,Belgium,Engineering manufacturing and construction,6548
2015,Belgium,Engineering and engineering trades,3011
2015,Belgium,Manufacturing and processing,275
2015,Belgium,Architecture and construction,2585
2015,Belgium,Agriculture forestry fisheries and veterinary,2351
2015,Belgium,Health and welfare,18723
2015,Belgium,Health,16598
2015,Belgium,Dental studies,801
2015,Belgium,Medicine therapy and rehabilitation,0
2015,Belgium,Welfare,2072
2015,Belgium,Care of the elderly and of disabled adults,12
2015,Belgium,Child care and youth services,1102
2015,Belgium,Social work and counselling,958
2015,Belgium,Services,1086
2015,Belgium,Domestic services,0
2015,Belgium,Hair and beauty services,0
2015,Belgium,Hotel restaurants and catering,99
2015,Belgium,Sports,509
2015,Belgium,Travel tourism and leisure,151
2015,Belgium,Transport services,279
2015,Bulgaria,Total,11844
2015,Bulgaria,Education,546
2015,Bulgaria,Arts and humanities,555
2015,Bulgaria,Social sciences journalism and information,790
2015,Bulgaria,Business administration and law,997
2015,Bulgaria,Natural sciences mathematics and statistics,106
2015,Bulgaria,Biology,28
2015,Bulgaria,Biochemistry,6
2015,Bulgaria,Environment,18
2015,Bulgaria,Physical sciences,39
2015,Bulgaria,Mathematics and statistics,15
2015,Bulgaria,Information and Communication Technologies,383
2015,Bulgaria,Engineering manufacturing and construction,1383
2015,Bulgaria,Engineering and engineering trades,894
2015,Bulgaria,Manufacturing and processing,60
2015,Bulgaria,Architecture and construction,428
2015,Bulgaria,Agriculture forestry fisheries and veterinary,292
2015,Bulgaria,Health and welfare,5986
2015,Bulgaria,Health,5957
2015,Bulgaria,Dental studies,938
2015,Bulgaria,Medicine therapy and rehabilitation,0
2015,Bulgaria,Welfare,28
2015,Bulgaria,Care of the elderly and of disabled adults,0
2015,Bulgaria,Child care and youth services,0
2015,Bulgaria,Social work and counselling,28
2015,Bulgaria,Services,457
2015,Bulgaria,Domestic services,0
2015,Bulgaria,Hair and beauty services,0
2015,Bulgaria,Hotel restaurants and catering,7
2015,Bulgaria,Sports,32
2015,Bulgaria,Travel tourism and leisure,116
2015,Bulgaria,Transport services,151
2015,Czechia,Total,41715
2015,Czechia,Education,722
2015,Czechia,Arts and humanities,4086
2015,Czechia,Social sciences journalism and information,4633
2015,Czechia,Business administration and law,9257
2015,Czechia,Natural sciences mathematics and statistics,3071
2015,Czechia,Biology,679
2015,Czechia,Biochemistry,360
2015,Czechia,Environment,122
2015,Czechia,Physical sciences,1252
2015,Czechia,Mathematics and statistics,574
2015,Czechia,Information and Communication Technologies,3765
2015,Czechia,Engineering manufacturing and construction,5944
2015,Czechia,Engineering and engineering trades,3284
2015,Czechia,Manufacturing and processing,307
2015,Czechia,Architecture and construction,1769
2015,Czechia,Agriculture forestry fisheries and veterinary,1049
2015,Czechia,Health and welfare,7331
2015,Czechia,Health,7231
2015,Czechia,Dental studies,710
2015,Czechia,Medicine therapy and rehabilitation,0
2015,Czechia,Welfare,79
2015,Czechia,Care of the elderly and of disabled adults,2
2015,Czechia,Child care and youth services,11
2015,Czechia,Social work and counselling,66
2015,Czechia,Services,1857
2015,Czechia,Domestic services,0
2015,Czechia,Hair and beauty services,0
2015,Czechia,Hotel restaurants and catering,577
2015,Czechia,Sports,166
2015,Czechia,Travel tourism and leisure,381
2015,Czechia,Transport services,386
2015,Denmark,Total,32265
2015,Denmark,Education,627
2015,Denmark,Arts and humanities,3991
2015,Denmark,Social sciences journalism and information,2913
2015,Denmark,Business administration and law,9092
2015,Denmark,Natural sciences mathematics and statistics,1974
2015,Denmark,Biology,120
2015,Denmark,Biochemistry,311
2015,Denmark,Environment,0
2015,Denmark,Physical sciences,288
2015,Denmark,Mathematics and statistics,67
2015,Denmark,Information and Communication Technologies,2076
2015,Denmark,Engineering manufacturing and construction,6056
2015,Denmark,Engineering and engineering trades,3257
2015,Denmark,Manufacturing and processing,96
2015,Denmark,Architecture and construction,2105
2015,Denmark,Agriculture forestry fisheries and veterinary,881
2015,Denmark,Health and welfare,3006
2015,Denmark,Health,2534
2015,Denmark,Dental studies,51
2015,Denmark,Medicine therapy and rehabilitation,0
2015,Denmark,Welfare,356
2015,Denmark,Care of the elderly and of disabled adults,0
2015,Denmark,Child care and youth services,277
2015,Denmark,Social work and counselling,79
2015,Denmark,Services,1578
2015,Denmark,Domestic services,0
2015,Denmark,Hair and beauty services,0
2015,Denmark,Hotel restaurants and catering,0
2015,Denmark,Sports,0
2015,Denmark,Travel tourism and leisure,547
2015,Denmark,Transport services,25
2015,Germany (until 1990 former territory of the FRG),Total,228756
2015,Germany (until 1990 former territory of the FRG),Education,5204
2015,Germany (until 1990 former territory of the FRG),Arts and humanities,40541
2015,Germany (until 1990 former territory of the FRG),Social sciences journalism and information,18142
2015,Germany (until 1990 former territory of the FRG),Business administration and law,42071
2015,Germany (until 1990 former territory of the FRG),Natural sciences mathematics and statistics,18902
2015,Germany (until 1990 former territory of the FRG),Biology,2536
2015,Germany (until 1990 former territory of the FRG),Biochemistry,1257
2015,Germany (until 1990 former territory of the FRG),Environment,0
2015,Germany (until 1990 former territory of the FRG),Physical sciences,6621
2015,Germany (until 1990 former territory of the FRG),Mathematics and statistics,3141
2015,Germany (until 1990 former territory of the FRG),Information and Communication Technologies,17196
2015,Germany (until 1990 former territory of the FRG),Engineering manufacturing and construction,65121
2015,Germany (until 1990 former territory of the FRG),Engineering and engineering trades,25466
2015,Germany (until 1990 former territory of the FRG),Manufacturing and processing,2324
2015,Germany (until 1990 former territory of the FRG),Architecture and construction,11559
2015,Germany (until 1990 former territory of the FRG),Agriculture forestry fisheries and veterinary,3404
2015,Germany (until 1990 former territory of the FRG),Health and welfare,14990
2015,Germany (until 1990 former territory of the FRG),Health,11481
2015,Germany (until 1990 former territory of the FRG),Dental studies,1574
2015,Germany (until 1990 former territory of the FRG),Medicine therapy and rehabilitation,0
2015,Germany (until 1990 former territory of the FRG),Welfare,2109
2015,Germany (until 1990 former territory of the FRG),Care of the elderly and of disabled adults,0
2015,Germany (until 1990 former territory of the FRG),Child care and youth services,130
2015,Germany (until 1990 former territory of the FRG),Social work and counselling,1282
2015,Germany (until 1990 former territory of the FRG),Services,1984
2015,Germany (until 1990 former territory of the FRG),Domestic services,331
2015,Germany (until 1990 former territory of the FRG),Hair and beauty services,0
2015,Germany (until 1990 former territory of the FRG),Hotel restaurants and catering,0
2015,Germany (until 1990 former territory of the FRG),Sports,455
2015,Germany (until 1990 former territory of the FRG),Travel tourism and leisure,779
2015,Germany (until 1990 former territory of the FRG),Transport services,202
2015,Estonia,Total,2887
2015,Estonia,Education,7
2015,Estonia,Arts and humanities,401
2015,Estonia,Social sciences journalism and information,302
2015,Estonia,Business administration and law,1270
2015,Estonia,Natural sciences mathematics and statistics,75
2015,Estonia,Biology,12
2015,Estonia,Biochemistry,4
2015,Estonia,Environment,23
2015,Estonia,Physical sciences,28
2015,Estonia,Mathematics and statistics,8
2015,Estonia,Information and Communication Technologies,249
2015,Estonia,Engineering manufacturing and construction,285
2015,Estonia,Engineering and engineering trades,208
2015,Estonia,Manufacturing and processing,62
2015,Estonia,Architecture and construction,15
2015,Estonia,Agriculture forestry fisheries and veterinary,166
2015,Estonia,Health and welfare,127
2015,Estonia,Health,126
2015,Estonia,Dental studies,0
2015,Estonia,Medicine therapy and rehabilitation,0
2015,Estonia,Welfare,1
2015,Estonia,Care of the elderly and of disabled adults,0
2015,Estonia,Child care and youth services,0
2015,Estonia,Social work and counselling,1
2015,Estonia,Services,5
2015,Estonia,Domestic services,0
2015,Estonia,Hair and beauty services,0
2015,Estonia,Hotel restaurants and catering,2
2015,Estonia,Sports,2
2015,Estonia,Travel tourism and leisure,0
2015,Estonia,Transport services,0
2015,Ireland,Total,15815
2015,Ireland,Education,162
2015,Ireland,Arts and humanities,1772
2015,Ireland,Social sciences journalism and information,1004
2015,Ireland,Business administration and law,3044
2015,Ireland,Natural sciences mathematics and statistics,1483
2015,Ireland,Biology,164
2015,Ireland,Biochemistry,100
2015,Ireland,Environment,150
2015,Ireland,Physical sciences,499
2015,Ireland,Mathematics and statistics,162
2015,Ireland,Information and Communication Technologies,1285
2015,Ireland,Engineering manufacturing and construction,1937
2015,Ireland,Engineering and engineering trades,1439
2015,Ireland,Manufacturing and processing,77
2015,Ireland,Architecture and construction,421
2015,Ireland,Agriculture forestry fisheries and veterinary,209
2015,Ireland,Health and welfare,4629
2015,Ireland,Health,4503
2015,Ireland,Dental studies,166
2015,Ireland,Medicine therapy and rehabilitation,0
2015,Ireland,Welfare,126
2015,Ireland,Care of the elderly and of disabled adults,0
2015,Ireland,Child care and youth services,46
2015,Ireland,Social work and counselling,9
2015,Ireland,Services,290
2015,Ireland,Domestic services,0
2015,Ireland,Hair and beauty services,0
2015,Ireland,Hotel restaurants and catering,132
2015,Ireland,Sports,44
2015,Ireland,Travel tourism and leisure,74
2015,Ireland,Transport services,18
2015,Greece,Total,22140
2015,Greece,Education,831
2015,Greece,Arts and humanities,4308
2015,Greece,Social sciences journalism and information,2472
2015,Greece,Business administration and law,4044
2015,Greece,Natural sciences mathematics and statistics,2576
2015,Greece,Biology,406
2015,Greece,Biochemistry,48
2015,Greece,Environment,13
2015,Greece,Physical sciences,1270
2015,Greece,Mathematics and statistics,839
2015,Greece,Information and Communication Technologies,773
2015,Greece,Engineering manufacturing and construction,3473
2015,Greece,Engineering and engineering trades,1676
2015,Greece,Manufacturing and processing,279
2015,Greece,Architecture and construction,1236
2015,Greece,Agriculture forestry fisheries and veterinary,631
2015,Greece,Health and welfare,2327
2015,Greece,Health,2235
2015,Greece,Dental studies,93
2015,Greece,Medicine therapy and rehabilitation,0
2015,Greece,Welfare,92
2015,Greece,Care of the elderly and of disabled adults,0
2015,Greece,Child care and youth services,0
2015,Greece,Social work and counselling,92
2015,Greece,Services,705
2015,Greece,Domestic services,28
2015,Greece,Hair and beauty services,27
2015,Greece,Hotel restaurants and catering,0
2015,Greece,Sports,580
2015,Greece,Travel tourism and leisure,44
2015,Greece,Transport services,26
2015,Spain,Total,0
2015,Spain,Education,0
2015,Spain,Arts and humanities,0
2015,Spain,Social sciences journalism and information,0
2015,Spain,Business administration and law,0
2015,Spain,Natural sciences mathematics and statistics,0
2015,Spain,Biology,0
2015,Spain,Biochemistry,0
2015,Spain,Environment,0
2015,Spain,Physical sciences,0
2015,Spain,Mathematics and statistics,0
2015,Spain,Information and Communication Technologies,0
2015,Spain,Engineering manufacturing and construction,0
2015,Spain,Engineering and engineering trades,0
2015,Spain,Manufacturing and processing,0
2015,Spain,Architecture and construction,0
2015,Spain,Agriculture forestry fisheries and veterinary,0
2015,Spain,Health and welfare,0
2015,Spain,Health,0
2015,Spain,Dental studies,0
2015,Spain,Medicine therapy and rehabilitation,0
2015,Spain,Welfare,0
2015,Spain,Care of the elderly and of disabled adults,0
2015,Spain,Child care and youth services,0
2015,Spain,Social work and counselling,0
2015,Spain,Services,0
2015,Spain,Domestic services,0
2015,Spain,Hair and beauty services,0
2015,Spain,Hotel restaurants and catering,0
2015,Spain,Sports,0
2015,Spain,Travel tourism and leisure,0
2015,Spain,Transport services,0
2015,France,Total,239409
2015,France,Education,4533
2015,France,Arts and humanities,41837
2015,France,Social sciences journalism and information,25850
2015,France,Business administration and law,69369
2015,France,Natural sciences mathematics and statistics,26150
2015,France,Biology,0
2015,France,Biochemistry,0
2015,France,Environment,777
2015,France,Physical sciences,12189
2015,France,Mathematics and statistics,5610
2015,France,Information and Communication Technologies,13204
2015,France,Engineering manufacturing and construction,35314
2015,France,Engineering and engineering trades,21503
2015,France,Manufacturing and processing,2113
2015,France,Architecture and construction,6629
2015,France,Agriculture forestry fisheries and veterinary,562
2015,France,Health and welfare,15131
2015,France,Health,14258
2015,France,Dental studies,334
2015,France,Medicine therapy and rehabilitation,0
2015,France,Welfare,602
2015,France,Care of the elderly and of disabled adults,0
2015,France,Child care and youth services,0
2015,France,Social work and counselling,429
2015,France,Services,3135
2015,France,Domestic services,0
2015,France,Hair and beauty services,57
2015,France,Hotel restaurants and catering,1100
2015,France,Sports,822
2015,France,Travel tourism and leisure,468
2015,France,Transport services,296
2015,Croatia,Total,822
2015,Croatia,Education,12
2015,Croatia,Arts and humanities,89
2015,Croatia,Social sciences journalism and information,35
2015,Croatia,Business administration and law,121
2015,Croatia,Natural sciences mathematics and statistics,21
2015,Croatia,Biology,8
2015,Croatia,Biochemistry,0
2015,Croatia,Environment,1
2015,Croatia,Physical sciences,4
2015,Croatia,Mathematics and statistics,4
2015,Croatia,Information and Communication Technologies,11
2015,Croatia,Engineering manufacturing and construction,54
2015,Croatia,Engineering and engineering trades,32
2015,Croatia,Manufacturing and processing,3
2015,Croatia,Architecture and construction,12
2015,Croatia,Agriculture forestry fisheries and veterinary,24
2015,Croatia,Health and welfare,422
2015,Croatia,Health,419
2015,Croatia,Dental studies,45
2015,Croatia,Medicine therapy and rehabilitation,0
2015,Croatia,Welfare,1
2015,Croatia,Care of the elderly and of disabled adults,0
2015,Croatia,Child care and youth services,0
2015,Croatia,Social work and counselling,1
2015,Croatia,Services,33
2015,Croatia,Domestic services,0
2015,Croatia,Hair and beauty services,0
2015,Croatia,Hotel restaurants and catering,2
2015,Croatia,Sports,2
2015,Croatia,Travel tourism and leisure,7
2015,Croatia,Transport services,17
2015,Italy,Total,90419
2015,Italy,Education,1449
2015,Italy,Arts and humanities,21158
2015,Italy,Social sciences journalism and information,11934
2015,Italy,Business administration and law,12712
2015,Italy,Natural sciences mathematics and statistics,3420
2015,Italy,Biology,712
2015,Italy,Biochemistry,538
2015,Italy,Environment,172
2015,Italy,Physical sciences,1123
2015,Italy,Mathematics and statistics,749
2015,Italy,Information and Communication Technologies,4815
2015,Italy,Engineering manufacturing and construction,12503
2015,Italy,Engineering and engineering trades,6587
2015,Italy,Manufacturing and processing,0
2015,Italy,Architecture and construction,3683
2015,Italy,Agriculture forestry fisheries and veterinary,1255
2015,Italy,Health and welfare,10293
2015,Italy,Health,9384
2015,Italy,Dental studies,232
2015,Italy,Medicine therapy and rehabilitation,0
2015,Italy,Welfare,543
2015,Italy,Care of the elderly and of disabled adults,0
2015,Italy,Child care and youth services,0
2015,Italy,Social work and counselling,543
2015,Italy,Services,0
2015,Italy,Domestic services,0
2015,Italy,Hair and beauty services,0
2015,Italy,Hotel restaurants and catering,0
2015,Italy,Sports,0
2015,Italy,Travel tourism and leisure,0
2015,Italy,Transport services,0
2015,Cyprus,Total,6526
2015,Cyprus,Education,416
2015,Cyprus,Arts and humanities,307
2015,Cyprus,Social sciences journalism and information,337
2015,Cyprus,Business administration and law,4401
2015,Cyprus,Natural sciences mathematics and statistics,68
2015,Cyprus,Biology,46
2015,Cyprus,Biochemistry,3
2015,Cyprus,Environment,2
2015,Cyprus,Physical sciences,8
2015,Cyprus,Mathematics and statistics,9
2015,Cyprus,Information and Communication Technologies,142
2015,Cyprus,Engineering manufacturing and construction,323
2015,Cyprus,Engineering and engineering trades,123
2015,Cyprus,Manufacturing and processing,0
2015,Cyprus,Architecture and construction,200
2015,Cyprus,Agriculture forestry fisheries and veterinary,5
2015,Cyprus,Health and welfare,436
2015,Cyprus,Health,426
2015,Cyprus,Dental studies,0
2015,Cyprus,Medicine therapy and rehabilitation,0
2015,Cyprus,Welfare,10
2015,Cyprus,Care of the elderly and of disabled adults,0
2015,Cyprus,Child care and youth services,0
2015,Cyprus,Social work and counselling,10
2015,Cyprus,Services,91
2015,Cyprus,Domestic services,0
2015,Cyprus,Hair and beauty services,9
2015,Cyprus,Hotel restaurants and catering,50
2015,Cyprus,Sports,26
2015,Cyprus,Travel tourism and leisure,0
2015,Cyprus,Transport services,0
2015,Latvia,Total,5255
2015,Latvia,Education,84
2015,Latvia,Arts and humanities,328
2015,Latvia,Social sciences journalism and information,555
2015,Latvia,Business administration and law,1892
2015,Latvia,Natural sciences mathematics and statistics,69
2015,Latvia,Biology,6
2015,Latvia,Biochemistry,6
2015,Latvia,Environment,31
2015,Latvia,Physical sciences,20
