TIME,COUNTRY,COFOG99,VALUE
2012,Finland,Total,55.4
2012,Finland,General public services,8.2
2012,Finland,Defence,1.5
2012,Finland,Public order and safety,1.4
2012,Finland,Economic affairs,4.9
2012,Finland,Fuel and energy,0.0
2012,Finland,Transport,2.4
2012,Finland,Environmental protection,0.2
2012,Finland,Housing and community amenities,0.4
2012,Finland,Health,7.7
2012,Finland,Medical products appliances and equipment,0.7
2012,Finland,Outpatient services,3.5
2012,Finland,Hospital services,3.2
2012,Finland,Recreation culture and religion,1.2
2012,Finland,Recreational and sporting services,0.5
2012,Finland,Cultural services,0.5
2012,Finland,Education,6.4
2012,Finland,Tertiary education,2.0
2012,Finland,Social protection,23.6
2012,Finland,Sickness and disability,4.5
2012,Finland,Old age,11.2
2012,Finland,Family and children,3.3
2012,Finland,Unemployment,2.0
2012,Finland,Housing,0.3
2012,Finland,Social exclusion n.e.c.,0.8
2012,Sweden,Total,51.0
2012,Sweden,General public services,7.7
2012,Sweden,Defence,1.4
2012,Sweden,Public order and safety,1.4
2012,Sweden,Economic affairs,4.5
2012,Sweden,Fuel and energy,0.2
2012,Sweden,Transport,2.8
2012,Sweden,Environmental protection,0.5
2012,Sweden,Housing and community amenities,0.5
2012,Sweden,Health,6.8
2012,Sweden,Medical products appliances and equipment,0.7
2012,Sweden,Outpatient services,3.0
2012,Sweden,Hospital services,2.6
2012,Sweden,Recreation culture and religion,1.3
2012,Sweden,Recreational and sporting services,0.5
2012,Sweden,Cultural services,0.6
2012,Sweden,Education,6.4
2012,Sweden,Tertiary education,1.2
2012,Sweden,Social protection,20.4
2012,Sweden,Sickness and disability,4.2
2012,Sweden,Old age,10.6
2012,Sweden,Family and children,2.5
2012,Sweden,Unemployment,1.4
2012,Sweden,Housing,0.3
2012,Sweden,Social exclusion n.e.c.,0.9
2012,Iceland,Total,47.7
2012,Iceland,General public services,12.9
2012,Iceland,Defence,0.0
2012,Iceland,Public order and safety,1.4
2012,Iceland,Economic affairs,4.7
2012,Iceland,Fuel and energy,0.1
2012,Iceland,Transport,2.1
2012,Iceland,Environmental protection,0.6
2012,Iceland,Housing and community amenities,0.8
2012,Iceland,Health,7.1
2012,Iceland,Medical products appliances and equipment,0.7
2012,Iceland,Outpatient services,1.5
2012,Iceland,Hospital services,4.7
2012,Iceland,Recreation culture and religion,3.0
2012,Iceland,Recreational and sporting services,1.3
2012,Iceland,Cultural services,1.1
2012,Iceland,Education,7.0
2012,Iceland,Tertiary education,1.3
2012,Iceland,Social protection,10.3
2012,Iceland,Sickness and disability,2.8
2012,Iceland,Old age,2.4
2012,Iceland,Family and children,2.2
2012,Iceland,Unemployment,1.2
2012,Iceland,Housing,1.0
2012,Iceland,Social exclusion n.e.c.,0.4
2012,Norway,Total,43.3
2012,Norway,General public services,4.3
2012,Norway,Defence,1.4
2012,Norway,Public order and safety,0.9
2012,Norway,Economic affairs,4.6
2012,Norway,Fuel and energy,0.1
2012,Norway,Transport,2.7
2012,Norway,Environmental protection,0.8
2012,Norway,Housing and community amenities,0.6
2012,Norway,Health,7.1
2012,Norway,Medical products appliances and equipment,0.5
2012,Norway,Outpatient services,1.7
2012,Norway,Hospital services,4.3
2012,Norway,Recreation culture and religion,1.5
2012,Norway,Recreational and sporting services,0.3
2012,Norway,Cultural services,0.6
2012,Norway,Education,4.9
2012,Norway,Tertiary education,1.0
2012,Norway,Social protection,17.3
2012,Norway,Sickness and disability,6.2
2012,Norway,Old age,5.8
2012,Norway,Family and children,3.3
2012,Norway,Unemployment,0.4
2012,Norway,Housing,0.2
2012,Norway,Social exclusion n.e.c.,0.7
2012,Switzerland,Total,32.4
2012,Switzerland,General public services,4.5
2012,Switzerland,Defence,0.8
2012,Switzerland,Public order and safety,1.6
2012,Switzerland,Economic affairs,4.0
2012,Switzerland,Fuel and energy,0.2
2012,Switzerland,Transport,2.7
2012,Switzerland,Environmental protection,0.6
2012,Switzerland,Housing and community amenities,0.2
2012,Switzerland,Health,2.0
2012,Switzerland,Medical products appliances and equipment,0.0
2012,Switzerland,Outpatient services,0.2
2012,Switzerland,Hospital services,1.6
2012,Switzerland,Recreation culture and religion,1.0
2012,Switzerland,Recreational and sporting services,0.3
2012,Switzerland,Cultural services,0.4
2012,Switzerland,Education,5.3
2012,Switzerland,Tertiary education,1.2
2012,Switzerland,Social protection,12.5
2012,Switzerland,Sickness and disability,2.9
2012,Switzerland,Old age,6.3
2012,Switzerland,Family and children,0.5
2012,Switzerland,Unemployment,1.0
2012,Switzerland,Housing,0.0
2012,Switzerland,Social exclusion n.e.c.,1.3
2013,Belgium,Total,56.1
2013,Belgium,General public services,8.6
2013,Belgium,Defence,0.9
2013,Belgium,Public order and safety,1.9
2013,Belgium,Economic affairs,7.0
2013,Belgium,Fuel and energy,0.2
2013,Belgium,Transport,2.8
2013,Belgium,Environmental protection,1.5
2013,Belgium,Housing and community amenities,0.4
2013,Belgium,Health,8.0
2013,Belgium,Medical products appliances and equipment,0.8
2013,Belgium,Outpatient services,2.9
2013,Belgium,Hospital services,4.0
2013,Belgium,Recreation culture and religion,1.3
2013,Belgium,Recreational and sporting services,0.4
2013,Belgium,Cultural services,0.5
2013,Belgium,Education,6.4
2013,Belgium,Tertiary education,1.0
2013,Belgium,Social protection,20.1
2013,Belgium,Sickness and disability,3.1
2013,Belgium,Old age,8.9
2013,Belgium,Family and children,2.3
2013,Belgium,Unemployment,2.4
2013,Belgium,Housing,0.2
2013,Belgium,Social exclusion n.e.c.,1.0
2013,Bulgaria,Total,37.8
2013,Bulgaria,General public services,3.7
2013,Bulgaria,Defence,1.2
2013,Bulgaria,Public order and safety,2.6
2013,Bulgaria,Economic affairs,5.6
2013,Bulgaria,Fuel and energy,0.1
2013,Bulgaria,Transport,3.3
2013,Bulgaria,Environmental protection,0.9
2013,Bulgaria,Housing and community amenities,1.3
2013,Bulgaria,Health,4.5
2013,Bulgaria,Medical products appliances and equipment,0.8
2013,Bulgaria,Outpatient services,0.8
2013,Bulgaria,Hospital services,2.6
2013,Bulgaria,Recreation culture and religion,0.8
2013,Bulgaria,Recreational and sporting services,0.1
2013,Bulgaria,Cultural services,0.5
2013,Bulgaria,Education,3.7
2013,Bulgaria,Tertiary education,0.8
2013,Bulgaria,Social protection,13.5
2013,Bulgaria,Sickness and disability,0.3
2013,Bulgaria,Old age,9.7
2013,Bulgaria,Family and children,1.9
2013,Bulgaria,Unemployment,0.5
2013,Bulgaria,Housing,0.2
2013,Bulgaria,Social exclusion n.e.c.,0.1
2013,Czechia,Total,42.7
2013,Czechia,General public services,5.2
2013,Czechia,Defence,0.8
2013,Czechia,Public order and safety,1.7
2013,Czechia,Economic affairs,5.9
2013,Czechia,Fuel and energy,1.1
2013,Czechia,Transport,3.2
2013,Czechia,Environmental protection,1.0
2013,Czechia,Housing and community amenities,0.8
2013,Czechia,Health,7.6
2013,Czechia,Medical products appliances and equipment,1.0
2013,Czechia,Outpatient services,1.7
2013,Czechia,Hospital services,3.3
2013,Czechia,Recreation culture and religion,1.3
2013,Czechia,Recreational and sporting services,0.4
2013,Czechia,Cultural services,0.6
2013,Czechia,Education,4.5
2013,Czechia,Tertiary education,0.9
2013,Czechia,Social protection,13.8
2013,Czechia,Sickness and disability,2.2
2013,Czechia,Old age,8.0
2013,Czechia,Family and children,1.7
2013,Czechia,Unemployment,0.2
2013,Czechia,Housing,0.2
2013,Czechia,Social exclusion n.e.c.,0.5
2013,Denmark,Total,55.8
2013,Denmark,General public services,7.5
2013,Denmark,Defence,1.3
2013,Denmark,Public order and safety,1.0
2013,Denmark,Economic affairs,3.5
2013,Denmark,Fuel and energy,0.3
2013,Denmark,Transport,2.1
2013,Denmark,Environmental protection,0.5
2013,Denmark,Housing and community amenities,0.3
2013,Denmark,Health,8.5
2013,Denmark,Medical products appliances and equipment,0.6
2013,Denmark,Outpatient services,1.2
2013,Denmark,Hospital services,6.1
2013,Denmark,Recreation culture and religion,1.8
2013,Denmark,Recreational and sporting services,0.4
2013,Denmark,Cultural services,0.7
2013,Denmark,Education,6.9
2013,Denmark,Tertiary education,1.6
2013,Denmark,Social protection,24.5
2013,Denmark,Sickness and disability,5.1
2013,Denmark,Old age,8.1
2013,Denmark,Family and children,4.9
2013,Denmark,Unemployment,3.3
2013,Denmark,Housing,0.7
2013,Denmark,Social exclusion n.e.c.,1.8
2013,Germany (until 1990 former territory of the FRG),Total,44.9
2013,Germany (until 1990 former territory of the FRG),General public services,6.5
2013,Germany (until 1990 former territory of the FRG),Defence,1.1
2013,Germany (until 1990 former territory of the FRG),Public order and safety,1.6
2013,Germany (until 1990 former territory of the FRG),Economic affairs,3.3
2013,Germany (until 1990 former territory of the FRG),Fuel and energy,0.1
2013,Germany (until 1990 former territory of the FRG),Transport,1.6
2013,Germany (until 1990 former territory of the FRG),Environmental protection,0.6
2013,Germany (until 1990 former territory of the FRG),Housing and community amenities,0.4
2013,Germany (until 1990 former territory of the FRG),Health,7.1
2013,Germany (until 1990 former territory of the FRG),Medical products appliances and equipment,1.5
2013,Germany (until 1990 former territory of the FRG),Outpatient services,2.1
2013,Germany (until 1990 former territory of the FRG),Hospital services,2.8
2013,Germany (until 1990 former territory of the FRG),Recreation culture and religion,1.0
2013,Germany (until 1990 former territory of the FRG),Recreational and sporting services,0.3
2013,Germany (until 1990 former territory of the FRG),Cultural services,0.4
2013,Germany (until 1990 former territory of the FRG),Education,4.4
2013,Germany (until 1990 former territory of the FRG),Tertiary education,0.9
2013,Germany (until 1990 former territory of the FRG),Social protection,19.0
2013,Germany (until 1990 former territory of the FRG),Sickness and disability,3.0
2013,Germany (until 1990 former territory of the FRG),Old age,9.2
2013,Germany (until 1990 former territory of the FRG),Family and children,1.6
2013,Germany (until 1990 former territory of the FRG),Unemployment,1.8
2013,Germany (until 1990 former territory of the FRG),Housing,0.5
2013,Germany (until 1990 former territory of the FRG),Social exclusion n.e.c.,0.3
2013,Estonia,Total,38.4
2013,Estonia,General public services,4.0
2013,Estonia,Defence,1.8
2013,Estonia,Public order and safety,1.9
2013,Estonia,Economic affairs,4.6
2013,Estonia,Fuel and energy,-0.1
2013,Estonia,Transport,3.0
2013,Estonia,Environmental protection,0.7
2013,Estonia,Housing and community amenities,0.6
2013,Estonia,Health,5.2
2013,Estonia,Medical products appliances and equipment,0.7
2013,Estonia,Outpatient services,0.4
2013,Estonia,Hospital services,3.9
2013,Estonia,Recreation culture and religion,2.1
2013,Estonia,Recreational and sporting services,0.5
2013,Estonia,Cultural services,1.1
2013,Estonia,Education,5.9
2013,Estonia,Tertiary education,1.4
2013,Estonia,Social protection,11.6
2013,Estonia,Sickness and disability,2.0
2013,Estonia,Old age,6.9
2013,Estonia,Family and children,1.8
2013,Estonia,Unemployment,0.6
2013,Estonia,Housing,0.0
2013,Estonia,Social exclusion n.e.c.,0.1
2013,Ireland,Total,40.6
2013,Ireland,General public services,6.5
2013,Ireland,Defence,0.4
2013,Ireland,Public order and safety,1.5
2013,Ireland,Economic affairs,3.1
2013,Ireland,Fuel and energy,0.2
2013,Ireland,Transport,1.7
2013,Ireland,Environmental protection,0.6
2013,Ireland,Housing and community amenities,0.7
2013,Ireland,Health,7.3
2013,Ireland,Medical products appliances and equipment,1.1
2013,Ireland,Outpatient services,2.6
2013,Ireland,Hospital services,2.8
2013,Ireland,Recreation culture and religion,0.8
2013,Ireland,Recreational and sporting services,0.2
2013,Ireland,Cultural services,0.3
2013,Ireland,Education,4.8
2013,Ireland,Tertiary education,0.7
2013,Ireland,Social protection,15.0
2013,Ireland,Sickness and disability,2.6
2013,Ireland,Old age,5.2
2013,Ireland,Family and children,2.5
2013,Ireland,Unemployment,2.7
2013,Ireland,Housing,0.6
2013,Ireland,Social exclusion n.e.c.,0.5
2013,Greece,Total,62.8
2013,Greece,General public services,9.9
2013,Greece,Defence,2.2
2013,Greece,Public order and safety,1.9
2013,Greece,Economic affairs,16.7
2013,Greece,Fuel and energy,0.0
2013,Greece,Transport,3.7
2013,Greece,Environmental protection,1.7
2013,Greece,Housing and community amenities,0.3
2013,Greece,Health,5.4
2013,Greece,Medical products appliances and equipment,1.5
2013,Greece,Outpatient services,0.5
2013,Greece,Hospital services,3.4
2013,Greece,Recreation culture and religion,0.6
2013,Greece,Recreational and sporting services,0.2
2013,Greece,Cultural services,0.1
2013,Greece,Education,4.5
2013,Greece,Tertiary education,0.9
2013,Greece,Social protection,19.7
2013,Greece,Sickness and disability,1.5
2013,Greece,Old age,14.8
2013,Greece,Family and children,0.7
2013,Greece,Unemployment,0.8
2013,Greece,Housing,0.1
2013,Greece,Social exclusion n.e.c.,0.0
2013,Spain,Total,45.8
2013,Spain,General public services,7.3
2013,Spain,Defence,1.0
2013,Spain,Public order and safety,2.0
2013,Spain,Economic affairs,4.6
2013,Spain,Fuel and energy,0.4
2013,Spain,Transport,1.6
2013,Spain,Environmental protection,0.9
2013,Spain,Housing and community amenities,0.5
2013,Spain,Health,6.2
2013,Spain,Medical products appliances and equipment,1.1
2013,Spain,Outpatient services,2.3
2013,Spain,Hospital services,2.4
2013,Spain,Recreation culture and religion,1.1
2013,Spain,Recreational and sporting services,0.4
2013,Spain,Cultural services,0.4
2013,Spain,Education,4.1
2013,Spain,Tertiary education,0.6
2013,Spain,Social protection,18.2
2013,Spain,Sickness and disability,2.4
2013,Spain,Old age,9.0
2013,Spain,Family and children,0.7
2013,Spain,Unemployment,3.2
2013,Spain,Housing,0.1
2013,Spain,Social exclusion n.e.c.,0.3
2013,France,Total,57.2
2013,France,General public services,6.9
2013,France,Defence,1.8
2013,France,Public order and safety,1.6
2013,France,Economic affairs,5.1
2013,France,Fuel and energy,0.4
2013,France,Transport,2.1
2013,France,Environmental protection,1.0
2013,France,Housing and community amenities,1.3
2013,France,Health,8.1
2013,France,Medical products appliances and equipment,1.4
2013,France,Outpatient services,2.8
2013,France,Hospital services,3.5
2013,France,Recreation culture and religion,1.6
2013,France,Recreational and sporting services,0.6
2013,France,Cultural services,0.8
2013,France,Education,5.5
2013,France,Tertiary education,0.6
2013,France,Social protection,24.5
2013,France,Sickness and disability,2.8
2013,France,Old age,13.5
2013,France,Family and children,2.5
2013,France,Unemployment,2.0
2013,France,Housing,0.9
2013,France,Social exclusion n.e.c.,1.0
2013,Croatia,Total,48.3
2013,Croatia,General public services,6.0
2013,Croatia,Defence,1.3
2013,Croatia,Public order and safety,2.3
2013,Croatia,Economic affairs,8.2
2013,Croatia,Fuel and energy,0.4
2013,Croatia,Transport,4.8
2013,Croatia,Environmental protection,0.7
2013,Croatia,Housing and community amenities,2.2
2013,Croatia,Health,6.3
2013,Croatia,Medical products appliances and equipment,1.9
2013,Croatia,Outpatient services,0.8
2013,Croatia,Hospital services,2.9
2013,Croatia,Recreation culture and religion,1.7
2013,Croatia,Recreational and sporting services,0.5
2013,Croatia,Cultural services,0.7
2013,Croatia,Education,4.8
2013,Croatia,Tertiary education,0.9
2013,Croatia,Social protection,14.9
2013,Croatia,Sickness and disability,2.0
2013,Croatia,Old age,8.9
2013,Croatia,Family and children,1.9
2013,Croatia,Unemployment,0.5
2013,Croatia,Housing,0.1
2013,Croatia,Social exclusion n.e.c.,0.3
2013,Italy,Total,51.0
2013,Italy,General public services,9.6
2013,Italy,Defence,1.2
2013,Italy,Public order and safety,1.9
2013,Italy,Economic affairs,4.0
2013,Italy,Fuel and energy,0.7
2013,Italy,Transport,1.8
2013,Italy,Environmental protection,0.9
2013,Italy,Housing and community amenities,0.6
2013,Italy,Health,7.1
2013,Italy,Medical products appliances and equipment,0.9
2013,Italy,Outpatient services,2.5
2013,Italy,Hospital services,3.1
2013,Italy,Recreation culture and religion,0.7
2013,Italy,Recreational and sporting services,0.3
2013,Italy,Cultural services,0.3
2013,Italy,Education,4.1
2013,Italy,Tertiary education,0.4
2013,Italy,Social protection,20.9
2013,Italy,Sickness and disability,1.8
2013,Italy,Old age,13.9
2013,Italy,Family and children,1.0
2013,Italy,Unemployment,1.2
2013,Italy,Housing,0.0
2013,Italy,Social exclusion n.e.c.,0.2
2013,Cyprus,Total,43.0
2013,Cyprus,General public services,8.9
2013,Cyprus,Defence,1.7
2013,Cyprus,Public order and safety,2.2
2013,Cyprus,Economic affairs,4.1
2013,Cyprus,Fuel and energy,0.2
2013,Cyprus,Transport,1.0
2013,Cyprus,Environmental protection,0.2
2013,Cyprus,Housing and community amenities,1.9
2013,Cyprus,Health,3.1
2013,Cyprus,Medical products appliances and equipment,0.7
2013,Cyprus,Outpatient services,0.1
2013,Cyprus,Hospital services,2.2
2013,Cyprus,Recreation culture and religion,0.9
2013,Cyprus,Recreational and sporting services,0.3
2013,Cyprus,Cultural services,0.3
2013,Cyprus,Education,6.4
2013,Cyprus,Tertiary education,0.8
2013,Cyprus,Social protection,13.5
2013,Cyprus,Sickness and disability,0.6
2013,Cyprus,Old age,5.7
2013,Cyprus,Family and children,1.9
2013,Cyprus,Unemployment,1.4
2013,Cyprus,Housing,0.0
2013,Cyprus,Social exclusion n.e.c.,2.4
2013,Latvia,Total,38.5
2013,Latvia,General public services,4.9
2013,Latvia,Defence,0.9
2013,Latvia,Public order and safety,1.9
2013,Latvia,Economic affairs,6.4
2013,Latvia,Fuel and energy,1.1
2013,Latvia,Transport,3.6
2013,Latvia,Environmental protection,0.7
2013,Latvia,Housing and community amenities,1.2
2013,Latvia,Health,3.7
2013,Latvia,Medical products appliances and equipment,0.5
2013,Latvia,Outpatient services,1.0
2013,Latvia,Hospital services,2.0
2013,Latvia,Recreation culture and religion,1.6
2013,Latvia,Recreational and sporting services,0.2
2013,Latvia,Cultural services,1.2
2013,Latvia,Education,5.7
2013,Latvia,Tertiary education,1.1
2013,Latvia,Social protection,11.6
2013,Latvia,Sickness and disability,1.9
2013,Latvia,Old age,7.5
2013,Latvia,Family and children,0.8
2013,Latvia,Unemployment,0.4
2013,Latvia,Housing,0.1
2013,Latvia,Social exclusion n.e.c.,0.4
2013,Lithuania,Total,35.6
2013,Lithuania,General public services,4.8
2013,Lithuania,Defence,0.9
2013,Lithuania,Public order and safety,1.6
2013,Lithuania,Economic affairs,4.4
2013,Lithuania,Fuel and energy,0.5
2013,Lithuania,Transport,1.4
2013,Lithuania,Environmental protection,0.5
2013,Lithuania,Housing and community amenities,0.3
2013,Lithuania,Health,4.5
2013,Lithuania,Medical products appliances and equipment,0.8
2013,Lithuania,Outpatient services,1.4
2013,Lithuania,Hospital services,2.1
2013,Lithuania,Recreation culture and religion,0.8
2013,Lithuania,Recreational and sporting services,0.1
2013,Lithuania,Cultural services,0.6
2013,Lithuania,Education,5.2
2013,Lithuania,Tertiary education,1.2
2013,Lithuania,Social protection,12.5
2013,Lithuania,Sickness and disability,3.9
2013,Lithuania,Old age,5.9
2013,Lithuania,Family and children,1.0
2013,Lithuania,Unemployment,0.5
2013,Lithuania,Housing,0.1
2013,Lithuania,Social exclusion n.e.c.,0.6
2013,Luxembourg,Total,41.2
2013,Luxembourg,General public services,5.0
2013,Luxembourg,Defence,0.3
2013,Luxembourg,Public order and safety,1.0
2013,Luxembourg,Economic affairs,4.9
2013,Luxembourg,Fuel and energy,0.1
2013,Luxembourg,Transport,3.1
2013,Luxembourg,Environmental protection,0.8
2013,Luxembourg,Housing and community amenities,0.5
2013,Luxembourg,Health,5.2
2013,Luxembourg,Medical products appliances and equipment,1.9
2013,Luxembourg,Outpatient services,1.0
2013,Luxembourg,Hospital services,2.0
2013,Luxembourg,Recreation culture and religion,1.2
2013,Luxembourg,Recreational and sporting services,0.5
2013,Luxembourg,Cultural services,0.5
2013,Luxembourg,Education,4.7
2013,Luxembourg,Tertiary education,0.6
2013,Luxembourg,Social protection,17.7
2013,Luxembourg,Sickness and disability,3.0
2013,Luxembourg,Old age,9.1
2013,Luxembourg,Family and children,3.4
2013,Luxembourg,Unemployment,1.2
2013,Luxembourg,Housing,0.1
2013,Luxembourg,Social exclusion n.e.c.,0.7
2013,Hungary,Total,50.0
2013,Hungary,General public services,10.2
2013,Hungary,Defence,0.7
2013,Hungary,Public order and safety,2.0
2013,Hungary,Economic affairs,7.6
2013,Hungary,Fuel and energy,0.2
2013,Hungary,Transport,3.7
2013,Hungary,Environmental protection,0.9
2013,Hungary,Housing and community amenities,0.8
2013,Hungary,Health,5.0
2013,Hungary,Medical products appliances and equipment,1.1
2013,Hungary,Outpatient services,1.6
2013,Hungary,Hospital services,1.9
2013,Hungary,Recreation culture and religion,1.8
2013,Hungary,Recreational and sporting services,0.4
2013,Hungary,Cultural services,0.8
2013,Hungary,Education,4.7
2013,Hungary,Tertiary education,0.9
2013,Hungary,Social protection,16.4
2013,Hungary,Sickness and disability,3.3
2013,Hungary,Old age,7.9
2013,Hungary,Family and children,2.1
2013,Hungary,Unemployment,0.4
2013,Hungary,Housing,0.5
2013,Hungary,Social exclusion n.e.c.,0.7
2013,Malta,Total,40.8
2013,Malta,General public services,6.8
2013,Malta,Defence,0.6
2013,Malta,Public order and safety,1.3
2013,Malta,Economic affairs,5.2
2013,Malta,Fuel and energy,0.4
2013,Malta,Transport,1.2
2013,Malta,Environmental protection,1.4
2013,Malta,Housing and community amenities,0.3
2013,Malta,Health,5.5
2013,Malta,Medical products appliances and equipment,0.6
2013,Malta,Outpatient services,0.9
2013,Malta,Hospital services,3.6
2013,Malta,Recreation culture and religion,0.9
2013,Malta,Recreational and sporting services,0.1
2013,Malta,Cultural services,0.6
2013,Malta,Education,5.6
2013,Malta,Tertiary education,1.1
2013,Malta,Social protection,13.3
2013,Malta,Sickness and disability,1.4
2013,Malta,Old age,7.9
2013,Malta,Family and children,1.0
2013,Malta,Unemployment,0.6
2013,Malta,Housing,0.1
2013,Malta,Social exclusion n.e.c.,0.3
2013,Netherlands,Total,46.6
2013,Netherlands,General public services,5.1
2013,Netherlands,Defence,1.1
2013,Netherlands,Public order and safety,2.0
2013,Netherlands,Economic affairs,4.3
2013,Netherlands,Fuel and energy,0.1
2013,Netherlands,Transport,2.5
2013,Netherlands,Environmental protection,1.5
2013,Netherlands,Housing and community amenities,0.6
2013,Netherlands,Health,8.0
2013,Netherlands,Medical products appliances and equipment,0.9
2013,Netherlands,Outpatient services,2.5
2013,Netherlands,Hospital services,3.9
2013,Netherlands,Recreation culture and religion,1.4
2013,Netherlands,Recreational and sporting services,0.5
2013,Netherlands,Cultural services,0.5
2013,Netherlands,Education,5.4
2013,Netherlands,Tertiary education,1.3
2013,Netherlands,Social protection,17.2
2013,Netherlands,Sickness and disability,4.8
2013,Netherlands,Old age,6.7
2013,Netherlands,Family and children,1.4
2013,Netherlands,Unemployment,1.4
2013,Netherlands,Housing,0.4
2013,Netherlands,Social exclusion n.e.c.,2.3
2013,Austria,Total,51.6
2013,Austria,General public services,7.2
2013,Austria,Defence,0.6
2013,Austria,Public order and safety,1.3
2013,Austria,Economic affairs,6.3
2013,Austria,Fuel and energy,0.0
2013,Austria,Transport,3.0
2013,Austria,Environmental protection,0.4
2013,Austria,Housing and community amenities,0.3
2013,Austria,Health,7.8
2013,Austria,Medical products appliances and equipment,1.1
2013,Austria,Outpatient services,1.5
2013,Austria,Hospital services,4.3
2013,Austria,Recreation culture and religion,1.3
2013,Austria,Recreational and sporting services,0.3
2013,Austria,Cultural services,0.6
2013,Austria,Education,5.0
2013,Austria,Tertiary education,0.8
2013,Austria,Social protection,21.3
2013,Austria,Sickness and disability,2.0
2013,Austria,Old age,12.9
2013,Austria,Family and children,2.3
2013,Austria,Unemployment,1.4
2013,Austria,Housing,0.1
2013,Austria,Social exclusion n.e.c.,0.9
2013,Poland,Total,43.0
2013,Poland,General public services,5.8
2013,Poland,Defence,1.7
2013,Poland,Public order and safety,2.2
2013,Poland,Economic affairs,4.7
2013,Poland,Fuel and energy,0.2
2013,Poland,Transport,3.0
2013,Poland,Environmental protection,0.6
2013,Poland,Housing and community amenities,0.7
2013,Poland,Health,4.7
2013,Poland,Medical products appliances and equipment,0.1
2013,Poland,Outpatient services,1.5
2013,Poland,Hospital services,2.8
2013,Poland,Recreation culture and religion,1.1
2013,Poland,Recreational and sporting services,0.4
2013,Poland,Cultural services,0.6
2013,Poland,Education,5.3
2013,Poland,Tertiary education,1.4
2013,Poland,Social protection,16.1
2013,Poland,Sickness and disability,2.5
2013,Poland,Old age,9.4
2013,Poland,Family and children,1.3
2013,Poland,Unemployment,0.5
2013,Poland,Housing,0.1
2013,Poland,Social exclusion n.e.c.,0.3
2013,Portugal,Total,49.9
2013,Portugal,General public services,9.4
2013,Portugal,Defence,1.1
2013,Portugal,Public order and safety,2.0
2013,Portugal,Economic affairs,3.8
2013,Portugal,Fuel and energy,0.1
2013,Portugal,Transport,1.7
2013,Portugal,Environmental protection,0.7
2013,Portugal,Housing and community amenities,0.5
2013,Portugal,Health,6.5
2013,Portugal,Medical products appliances and equipment,0.4
2013,Portugal,Outpatient services,1.9
2013,Portugal,Hospital services,3.7
2013,Portugal,Recreation culture and religion,1.0
2013,Portugal,Recreational and sporting services,0.4
2013,Portugal,Cultural services,0.3
2013,Portugal,Education,5.5
2013,Portugal,Tertiary education,0.7
2013,Portugal,Social protection,19.4
2013,Portugal,Sickness and disability,1.5
2013,Portugal,Old age,12.6
2013,Portugal,Family and children,1.1
2013,Portugal,Unemployment,1.6
2013,Portugal,Housing,0.2
2013,Portugal,Social exclusion n.e.c.,0.3
2013,Romania,Total,35.4
2013,Romania,General public services,4.9
2013,Romania,Defence,0.7
2013,Romania,Public order and safety,2.2
2013,Romania,Economic affairs,6.3
2013,Romania,Fuel and energy,0.4
2013,Romania,Transport,3.7
2013,Romania,Environmental protection,0.8
2013,Romania,Housing and community amenities,1.2
2013,Romania,Health,4.0
2013,Romania,Medical products appliances and equipment,1.2
2013,Romania,Outpatient services,0.1
2013,Romania,Hospital services,2.1
2013,Romania,Recreation culture and religion,1.0
2013,Romania,Recreational and sporting services,0.2
2013,Romania,Cultural services,0.4
2013,Romania,Education,2.8
2013,Romania,Tertiary education,0.7
2013,Romania,Social protection,11.5
2013,Romania,Sickness and disability,0.8
2013,Romania,Old age,9.0
2013,Romania,Family and children,0.8
2013,Romania,Unemployment,0.2
2013,Romania,Housing,0.0
2013,Romania,Social exclusion n.e.c.,0.2
2013,Slovenia,Total,60.3
2013,Slovenia,General public services,6.4
2013,Slovenia,Defence,0.9
2013,Slovenia,Public order and safety,1.8
2013,Slovenia,Economic affairs,15.1
2013,Slovenia,Fuel and energy,0.3
2013,Slovenia,Transport,2.4
2013,Slovenia,Environmental protection,0.7
2013,Slovenia,Housing and community amenities,0.7
2013,Slovenia,Health,6.8
2013,Slovenia,Medical products appliances and equipment,1.0
2013,Slovenia,Outpatient services,1.9
2013,Slovenia,Hospital services,3.2
2013,Slovenia,Recreation culture and religion,1.7
2013,Slovenia,Recreational and sporting services,0.3
2013,Slovenia,Cultural services,0.8
2013,Slovenia,Education,6.4
2013,Slovenia,Tertiary education,1.3
2013,Slovenia,Social protection,19.5
2013,Slovenia,Sickness and disability,2.4
2013,Slovenia,Old age,11.2
2013,Slovenia,Family and children,2.1
2013,Slovenia,Unemployment,0.9
2013,Slovenia,Housing,0.0
2013,Slovenia,Social exclusion n.e.c.,0.8
2013,Slovakia,Total,42.6
2013,Slovakia,General public services,5.7
2013,Slovakia,Defence,0.9
2013,Slovakia,Public order and safety,2.6
2013,Slovakia,Economic affairs,4.7
2013,Slovakia,Fuel and energy,0.9
2013,Slovakia,Transport,2.9
2013,Slovakia,Environmental protection,0.9
2013,Slovakia,Housing and community amenities,0.6
2013,Slovakia,Health,7.0
2013,Slovakia,Medical products appliances and equipment,1.7
2013,Slovakia,Outpatient services,2.0
2013,Slovakia,Hospital services,3.0
2013,Slovakia,Recreation culture and religion,1.0
2013,Slovakia,Recreational and sporting services,0.1
2013,Slovakia,Cultural services,0.6
