DATAFLOW,LAST UPDATE,freq,sectperf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Spain,2012,0.25,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Spain,2013,0.24,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Spain,2014,0.23,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Spain,2015,0.23,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Spain,2016,0.22,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Spain,2017,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Spain,2018,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Spain,2019,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Spain,2020,0.25,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2000,0.34,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2001,0.33,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2002,0.34,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2003,0.32,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2004,0.31,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2005,0.32,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2006,0.31,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2007,0.28,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2008,0.28,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2009,0.34,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2010,0.34,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2011,0.32,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2012,0.31,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2013,0.29,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2014,0.27,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2015,0.23,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2016,0.22,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2017,0.23,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2018,0.23,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2019,0.23,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Finland,2020,0.22,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2000,0.36,b
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2001,0.35,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2002,0.36,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2003,0.35,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2004,0.36,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2005,0.36,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2006,0.34,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2007,0.33,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2008,0.33,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2009,0.36,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2010,0.31,b
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2011,0.3,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2012,0.29,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2013,0.29,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2014,0.29,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2015,0.29,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2016,0.28,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2017,0.27,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2018,0.27,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2019,0.27,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),France,2020,0.28,ep
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2002,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2003,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2004,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2005,0.2,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2006,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2007,0.2,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2008,0.22,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2009,0.23,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2010,0.2,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2011,0.2,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2012,0.2,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2013,0.2,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2014,0.2,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2015,0.2,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2016,0.18,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2017,0.19,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2018,0.19,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2019,0.2,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Croatia,2020,0.25,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2000,0.21,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2001,0.24,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2002,0.32,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2003,0.29,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2004,0.25,bd
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2005,0.26,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2006,0.25,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2007,0.23,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2008,0.23,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2009,0.23,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2010,0.21,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2011,0.19,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2012,0.18,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2013,0.21,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2014,0.18,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2015,0.18,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2016,0.16,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2017,0.17,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2018,0.16,bd
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2019,0.15,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Hungary,2020,0.16,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2000,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2001,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2002,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2003,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2004,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2005,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2006,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2007,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2008,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2009,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2010,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2011,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2012,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2013,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2014,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2015,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2016,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2017,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2018,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2019,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Ireland,2020,0.04,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2000,0.66,e
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2001,0.57,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2002,0.69,e
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2003,0.67,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2005,0.63,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2006,0.58,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2007,0.45,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2008,0.44,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2009,0.57,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2011,0.43,be
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2013,0.12,b
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2014,0.12,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2015,0.1,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2016,0.1,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2017,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2018,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2019,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Iceland,2020,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2000,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2001,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2002,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2003,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2004,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2005,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2006,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2007,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2008,0.15,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2009,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2010,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2011,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2012,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2013,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2014,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2015,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2016,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2017,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2018,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2019,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Italy,2020,0.2,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2000,0.25,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2001,0.26,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2002,0.22,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2003,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2004,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2005,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2006,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2007,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2008,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2009,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2010,0.14,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2011,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2012,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2013,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2014,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2015,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2016,0.22,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2017,0.25,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2018,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2019,0.2,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Lithuania,2020,0.18,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2000,0.11,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2001,0.14,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2002,0.15,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2003,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2004,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2005,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2006,0.19,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2007,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2008,0.25,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2009,0.26,b
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2010,0.3,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2011,0.33,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2012,0.34,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2013,0.36,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2014,0.36,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2015,0.36,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2016,0.32,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2017,0.3,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2018,0.3,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2019,0.28,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Luxembourg,2020,0.27,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2000,0.1,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2001,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2002,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2003,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2004,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2005,0.1,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2006,0.1,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2007,0.13,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2008,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2009,0.11,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2010,0.14,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Latvia,2011,0.17,
