TIME,COUNTRY,CITIZEN,SEX,VALUE
2014,Malta,EU27 countries (from 2020) except reporting country,Total,84.3
2014,Malta,EU27 countries (from 2020) except reporting country,Males,89.0
2014,Malta,EU27 countries (from 2020) except reporting country,Females,79.0
2014,Malta,Reporting country,Total,62.7
2014,Malta,Reporting country,Males,74.8
2014,Malta,Reporting country,Females,49.9
2014,Netherlands,EU27 countries (from 2020) except reporting country,Total,73.2
2014,Netherlands,EU27 countries (from 2020) except reporting country,Males,81.0
2014,Netherlands,EU27 countries (from 2020) except reporting country,Females,67.3
2014,Netherlands,Reporting country,Total,73.9
2014,Netherlands,Reporting country,Males,78.6
2014,Netherlands,Reporting country,Females,69.0
2014,Austria,EU27 countries (from 2020) except reporting country,Total,72.9
2014,Austria,EU27 countries (from 2020) except reporting country,Males,77.3
2014,Austria,EU27 countries (from 2020) except reporting country,Females,69.0
2014,Austria,Reporting country,Total,72.3
2014,Austria,Reporting country,Males,76.2
2014,Austria,Reporting country,Females,68.5
2014,Poland,EU27 countries (from 2020) except reporting country,Total,74.3
2014,Poland,EU27 countries (from 2020) except reporting country,Males,83.8
2014,Poland,EU27 countries (from 2020) except reporting country,Females,0
2014,Poland,Reporting country,Total,61.7
2014,Poland,Reporting country,Males,68.2
2014,Poland,Reporting country,Females,55.2
2014,Portugal,EU27 countries (from 2020) except reporting country,Total,61.5
2014,Portugal,EU27 countries (from 2020) except reporting country,Males,67.9
2014,Portugal,EU27 countries (from 2020) except reporting country,Females,55.5
2014,Portugal,Reporting country,Total,62.7
2014,Portugal,Reporting country,Males,65.9
2014,Portugal,Reporting country,Females,59.7
2014,Romania,EU27 countries (from 2020) except reporting country,Total,0
2014,Romania,EU27 countries (from 2020) except reporting country,Males,0
2014,Romania,EU27 countries (from 2020) except reporting country,Females,0
2014,Romania,Reporting country,Total,61.0
2014,Romania,Reporting country,Males,68.7
2014,Romania,Reporting country,Females,53.3
2014,Slovenia,EU27 countries (from 2020) except reporting country,Total,61.9
2014,Slovenia,EU27 countries (from 2020) except reporting country,Males,73.8
2014,Slovenia,EU27 countries (from 2020) except reporting country,Females,48.4
2014,Slovenia,Reporting country,Total,64.2
2014,Slovenia,Reporting country,Males,67.3
2014,Slovenia,Reporting country,Females,60.9
2014,Slovakia,EU27 countries (from 2020) except reporting country,Total,80.3
2014,Slovakia,EU27 countries (from 2020) except reporting country,Males,100.0
2014,Slovakia,EU27 countries (from 2020) except reporting country,Females,0
2014,Slovakia,Reporting country,Total,60.9
2014,Slovakia,Reporting country,Males,67.6
2014,Slovakia,Reporting country,Females,54.3
2014,Finland,EU27 countries (from 2020) except reporting country,Total,70.3
2014,Finland,EU27 countries (from 2020) except reporting country,Males,73.1
2014,Finland,EU27 countries (from 2020) except reporting country,Females,67.3
2014,Finland,Reporting country,Total,69.2
2014,Finland,Reporting country,Males,69.6
2014,Finland,Reporting country,Females,68.7
2014,Sweden,EU27 countries (from 2020) except reporting country,Total,72.8
2014,Sweden,EU27 countries (from 2020) except reporting country,Males,77.1
2014,Sweden,EU27 countries (from 2020) except reporting country,Females,69.0
2014,Sweden,Reporting country,Total,76.2
2014,Sweden,Reporting country,Males,77.5
2014,Sweden,Reporting country,Females,74.9
2014,Iceland,EU27 countries (from 2020) except reporting country,Total,86.2
2014,Iceland,EU27 countries (from 2020) except reporting country,Males,88.4
2014,Iceland,EU27 countries (from 2020) except reporting country,Females,84.2
2014,Iceland,Reporting country,Total,82.9
2014,Iceland,Reporting country,Males,85.2
2014,Iceland,Reporting country,Females,80.5
2014,Norway,EU27 countries (from 2020) except reporting country,Total,80.7
2014,Norway,EU27 countries (from 2020) except reporting country,Males,83.2
2014,Norway,EU27 countries (from 2020) except reporting country,Females,76.9
2014,Norway,Reporting country,Total,75.5
2014,Norway,Reporting country,Males,76.9
2014,Norway,Reporting country,Females,74.0
2014,Switzerland,EU27 countries (from 2020) except reporting country,Total,80.9
2014,Switzerland,EU27 countries (from 2020) except reporting country,Males,85.3
2014,Switzerland,EU27 countries (from 2020) except reporting country,Females,75.1
2014,Switzerland,Reporting country,Total,80.2
2014,Switzerland,Reporting country,Males,84.0
2014,Switzerland,Reporting country,Females,76.6
2014,United Kingdom,EU27 countries (from 2020) except reporting country,Total,77.9
2014,United Kingdom,EU27 countries (from 2020) except reporting country,Males,85.5
2014,United Kingdom,EU27 countries (from 2020) except reporting country,Females,71.3
2014,United Kingdom,Reporting country,Total,72.2
2014,United Kingdom,Reporting country,Males,76.6
2014,United Kingdom,Reporting country,Females,67.8
2014,Montenegro,EU27 countries (from 2020) except reporting country,Total,0
2014,Montenegro,EU27 countries (from 2020) except reporting country,Males,0
2014,Montenegro,EU27 countries (from 2020) except reporting country,Females,0
2014,Montenegro,Reporting country,Total,50.5
2014,Montenegro,Reporting country,Males,55.3
2014,Montenegro,Reporting country,Females,45.7
2014,North Macedonia,EU27 countries (from 2020) except reporting country,Total,0
2014,North Macedonia,EU27 countries (from 2020) except reporting country,Males,0
2014,North Macedonia,EU27 countries (from 2020) except reporting country,Females,0
2014,North Macedonia,Reporting country,Total,46.9
2014,North Macedonia,Reporting country,Males,56.1
2014,North Macedonia,Reporting country,Females,37.4
2014,Serbia,EU27 countries (from 2020) except reporting country,Total,39.7
2014,Serbia,EU27 countries (from 2020) except reporting country,Males,61.9
2014,Serbia,EU27 countries (from 2020) except reporting country,Females,28.2
2014,Serbia,Reporting country,Total,50.9
2014,Serbia,Reporting country,Males,57.9
2014,Serbia,Reporting country,Females,43.9
2015,Belgium,EU27 countries (from 2020) except reporting country,Total,63.0
2015,Belgium,EU27 countries (from 2020) except reporting country,Males,68.9
2015,Belgium,EU27 countries (from 2020) except reporting country,Females,57.1
2015,Belgium,Reporting country,Total,62.8
2015,Belgium,Reporting country,Males,66.0
2015,Belgium,Reporting country,Females,59.5
2015,Bulgaria,EU27 countries (from 2020) except reporting country,Total,0
2015,Bulgaria,EU27 countries (from 2020) except reporting country,Males,0
2015,Bulgaria,EU27 countries (from 2020) except reporting country,Females,0
2015,Bulgaria,Reporting country,Total,62.9
2015,Bulgaria,Reporting country,Males,65.9
2015,Bulgaria,Reporting country,Females,59.9
2015,Czechia,EU27 countries (from 2020) except reporting country,Total,75.7
2015,Czechia,EU27 countries (from 2020) except reporting country,Males,86.2
2015,Czechia,EU27 countries (from 2020) except reporting country,Females,64.6
2015,Czechia,Reporting country,Total,70.1
2015,Czechia,Reporting country,Males,77.7
2015,Czechia,Reporting country,Females,62.4
2015,Denmark,EU27 countries (from 2020) except reporting country,Total,72.7
2015,Denmark,EU27 countries (from 2020) except reporting country,Males,80.3
2015,Denmark,EU27 countries (from 2020) except reporting country,Females,64.9
2015,Denmark,Reporting country,Total,73.2
2015,Denmark,Reporting country,Males,75.9
2015,Denmark,Reporting country,Females,70.5
2015,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Total,73.8
2015,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Males,81.4
2015,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Females,65.4
2015,Germany (until 1990 former territory of the FRG),Reporting country,Total,75.4
2015,Germany (until 1990 former territory of the FRG),Reporting country,Males,78.7
2015,Germany (until 1990 former territory of the FRG),Reporting country,Females,72.1
2015,Estonia,EU27 countries (from 2020) except reporting country,Total,59.0
2015,Estonia,EU27 countries (from 2020) except reporting country,Males,75.0
2015,Estonia,EU27 countries (from 2020) except reporting country,Females,0
2015,Estonia,Reporting country,Total,71.9
2015,Estonia,Reporting country,Males,74.7
2015,Estonia,Reporting country,Females,69.4
2015,Ireland,EU27 countries (from 2020) except reporting country,Total,71.1
2015,Ireland,EU27 countries (from 2020) except reporting country,Males,78.8
2015,Ireland,EU27 countries (from 2020) except reporting country,Females,63.8
2015,Ireland,Reporting country,Total,64.7
2015,Ireland,Reporting country,Males,69.7
2015,Ireland,Reporting country,Females,59.8
2015,Greece,EU27 countries (from 2020) except reporting country,Total,55.2
2015,Greece,EU27 countries (from 2020) except reporting country,Males,65.3
2015,Greece,EU27 countries (from 2020) except reporting country,Females,49.1
2015,Greece,Reporting country,Total,50.8
2015,Greece,Reporting country,Males,59.2
2015,Greece,Reporting country,Females,42.5
2015,Spain,EU27 countries (from 2020) except reporting country,Total,60.7
2015,Spain,EU27 countries (from 2020) except reporting country,Males,65.6
2015,Spain,EU27 countries (from 2020) except reporting country,Females,56.3
2015,Spain,Reporting country,Total,58.3
2015,Spain,Reporting country,Males,63.4
2015,Spain,Reporting country,Females,53.1
2015,France,EU27 countries (from 2020) except reporting country,Total,65.5
2015,France,EU27 countries (from 2020) except reporting country,Males,69.8
2015,France,EU27 countries (from 2020) except reporting country,Females,61.4
2015,France,Reporting country,Total,64.8
2015,France,Reporting country,Males,67.7
2015,France,Reporting country,Females,62.0
2015,Croatia,EU27 countries (from 2020) except reporting country,Total,0
2015,Croatia,EU27 countries (from 2020) except reporting country,Males,0
2015,Croatia,EU27 countries (from 2020) except reporting country,Females,0
2015,Croatia,Reporting country,Total,56.0
2015,Croatia,Reporting country,Males,60.4
2015,Croatia,Reporting country,Females,51.7
2015,Italy,EU27 countries (from 2020) except reporting country,Total,63.2
2015,Italy,EU27 countries (from 2020) except reporting country,Males,71.0
2015,Italy,EU27 countries (from 2020) except reporting country,Females,57.7
2015,Italy,Reporting country,Total,56.0
2015,Italy,Reporting country,Males,65.1
2015,Italy,Reporting country,Females,46.9
2015,Cyprus,EU27 countries (from 2020) except reporting country,Total,67.8
2015,Cyprus,EU27 countries (from 2020) except reporting country,Males,73.4
2015,Cyprus,EU27 countries (from 2020) except reporting country,Females,62.4
2015,Cyprus,Reporting country,Total,61.6
2015,Cyprus,Reporting country,Males,65.9
2015,Cyprus,Reporting country,Females,57.3
2015,Latvia,EU27 countries (from 2020) except reporting country,Total,77.7
2015,Latvia,EU27 countries (from 2020) except reporting country,Males,0
2015,Latvia,EU27 countries (from 2020) except reporting country,Females,0
2015,Latvia,Reporting country,Total,68.8
2015,Latvia,Reporting country,Males,70.3
2015,Latvia,Reporting country,Females,67.4
2015,Lithuania,EU27 countries (from 2020) except reporting country,Total,0
2015,Lithuania,EU27 countries (from 2020) except reporting country,Males,0
2015,Lithuania,EU27 countries (from 2020) except reporting country,Females,0
2015,Lithuania,Reporting country,Total,67.2
2015,Lithuania,Reporting country,Males,68.0
2015,Lithuania,Reporting country,Females,66.5
2015,Luxembourg,EU27 countries (from 2020) except reporting country,Total,70.2
2015,Luxembourg,EU27 countries (from 2020) except reporting country,Males,75.4
2015,Luxembourg,EU27 countries (from 2020) except reporting country,Females,64.7
2015,Luxembourg,Reporting country,Total,63.9
2015,Luxembourg,Reporting country,Males,67.8
2015,Luxembourg,Reporting country,Females,60.0
2015,Hungary,EU27 countries (from 2020) except reporting country,Total,66.9
2015,Hungary,EU27 countries (from 2020) except reporting country,Males,75.8
2015,Hungary,EU27 countries (from 2020) except reporting country,Females,55.6
2015,Hungary,Reporting country,Total,63.9
2015,Hungary,Reporting country,Males,70.2
2015,Hungary,Reporting country,Females,57.8
2015,Malta,EU27 countries (from 2020) except reporting country,Total,82.9
2015,Malta,EU27 countries (from 2020) except reporting country,Males,91.8
2015,Malta,EU27 countries (from 2020) except reporting country,Females,71.4
2015,Malta,Reporting country,Total,64.2
2015,Malta,Reporting country,Males,76.1
2015,Malta,Reporting country,Females,51.6
2015,Netherlands,EU27 countries (from 2020) except reporting country,Total,71.3
2015,Netherlands,EU27 countries (from 2020) except reporting country,Males,79.4
2015,Netherlands,EU27 countries (from 2020) except reporting country,Females,65.2
2015,Netherlands,Reporting country,Total,74.9
2015,Netherlands,Reporting country,Males,79.5
2015,Netherlands,Reporting country,Females,70.3
2015,Austria,EU27 countries (from 2020) except reporting country,Total,72.5
2015,Austria,EU27 countries (from 2020) except reporting country,Males,78.4
2015,Austria,EU27 countries (from 2020) except reporting country,Females,67.1
2015,Austria,Reporting country,Total,72.5
2015,Austria,Reporting country,Males,76.0
2015,Austria,Reporting country,Females,69.0
2015,Poland,EU27 countries (from 2020) except reporting country,Total,79.7
2015,Poland,EU27 countries (from 2020) except reporting country,Males,86.0
2015,Poland,EU27 countries (from 2020) except reporting country,Females,0
2015,Poland,Reporting country,Total,62.9
2015,Poland,Reporting country,Males,69.2
2015,Poland,Reporting country,Females,56.6
2015,Portugal,EU27 countries (from 2020) except reporting country,Total,73.0
2015,Portugal,EU27 countries (from 2020) except reporting country,Males,74.5
2015,Portugal,EU27 countries (from 2020) except reporting country,Females,71.9
2015,Portugal,Reporting country,Total,64.0
2015,Portugal,Reporting country,Males,66.8
2015,Portugal,Reporting country,Females,61.3
2015,Romania,EU27 countries (from 2020) except reporting country,Total,0
2015,Romania,EU27 countries (from 2020) except reporting country,Males,0
2015,Romania,EU27 countries (from 2020) except reporting country,Females,0
2015,Romania,Reporting country,Total,61.4
2015,Romania,Reporting country,Males,69.5
2015,Romania,Reporting country,Females,53.2
2015,Slovenia,EU27 countries (from 2020) except reporting country,Total,60.1
2015,Slovenia,EU27 countries (from 2020) except reporting country,Males,71.9
2015,Slovenia,EU27 countries (from 2020) except reporting country,Females,50.1
2015,Slovenia,Reporting country,Total,65.2
2015,Slovenia,Reporting country,Males,68.6
2015,Slovenia,Reporting country,Females,61.6
2015,Slovakia,EU27 countries (from 2020) except reporting country,Total,75.6
2015,Slovakia,EU27 countries (from 2020) except reporting country,Males,87.9
2015,Slovakia,EU27 countries (from 2020) except reporting country,Females,0
2015,Slovakia,Reporting country,Total,62.7
2015,Slovakia,Reporting country,Males,69.4
2015,Slovakia,Reporting country,Females,55.9
2015,Finland,EU27 countries (from 2020) except reporting country,Total,69.8
2015,Finland,EU27 countries (from 2020) except reporting country,Males,73.4
2015,Finland,EU27 countries (from 2020) except reporting country,Females,66.3
2015,Finland,Reporting country,Total,69.0
2015,Finland,Reporting country,Males,69.5
2015,Finland,Reporting country,Females,68.6
2015,Sweden,EU27 countries (from 2020) except reporting country,Total,74.7
2015,Sweden,EU27 countries (from 2020) except reporting country,Males,81.1
2015,Sweden,EU27 countries (from 2020) except reporting country,Females,68.9
2015,Sweden,Reporting country,Total,77.0
2015,Sweden,Reporting country,Males,78.1
2015,Sweden,Reporting country,Females,75.9
2015,Iceland,EU27 countries (from 2020) except reporting country,Total,84.0
2015,Iceland,EU27 countries (from 2020) except reporting country,Males,85.8
2015,Iceland,EU27 countries (from 2020) except reporting country,Females,82.0
2015,Iceland,Reporting country,Total,84.8
2015,Iceland,Reporting country,Males,87.2
2015,Iceland,Reporting country,Females,82.5
2015,Norway,EU27 countries (from 2020) except reporting country,Total,80.1
2015,Norway,EU27 countries (from 2020) except reporting country,Males,82.6
2015,Norway,EU27 countries (from 2020) except reporting country,Females,76.8
2015,Norway,Reporting country,Total,75.2
2015,Norway,Reporting country,Males,76.6
2015,Norway,Reporting country,Females,73.7
2015,Switzerland,EU27 countries (from 2020) except reporting country,Total,81.0
2015,Switzerland,EU27 countries (from 2020) except reporting country,Males,85.0
2015,Switzerland,EU27 countries (from 2020) except reporting country,Females,75.9
2015,Switzerland,Reporting country,Total,80.8
2015,Switzerland,Reporting country,Males,84.3
2015,Switzerland,Reporting country,Females,77.4
2015,United Kingdom,EU27 countries (from 2020) except reporting country,Total,78.8
2015,United Kingdom,EU27 countries (from 2020) except reporting country,Males,84.5
2015,United Kingdom,EU27 countries (from 2020) except reporting country,Females,73.5
2015,United Kingdom,Reporting country,Total,72.9
2015,United Kingdom,Reporting country,Males,77.4
2015,United Kingdom,Reporting country,Females,68.5
2015,Montenegro,EU27 countries (from 2020) except reporting country,Total,0
2015,Montenegro,EU27 countries (from 2020) except reporting country,Males,0
2015,Montenegro,EU27 countries (from 2020) except reporting country,Females,0
2015,Montenegro,Reporting country,Total,51.4
2015,Montenegro,Reporting country,Males,55.6
2015,Montenegro,Reporting country,Females,47.2
2015,North Macedonia,EU27 countries (from 2020) except reporting country,Total,0
2015,North Macedonia,EU27 countries (from 2020) except reporting country,Males,0
2015,North Macedonia,EU27 countries (from 2020) except reporting country,Females,0
2015,North Macedonia,Reporting country,Total,47.9
2015,North Macedonia,Reporting country,Males,56.6
2015,North Macedonia,Reporting country,Females,38.9
2015,Serbia,EU27 countries (from 2020) except reporting country,Total,36.5
2015,Serbia,EU27 countries (from 2020) except reporting country,Males,49.2
2015,Serbia,EU27 countries (from 2020) except reporting country,Females,0
2015,Serbia,Reporting country,Total,52.2
2015,Serbia,Reporting country,Males,59.3
2015,Serbia,Reporting country,Females,45.1
2016,Belgium,EU27 countries (from 2020) except reporting country,Total,64.3
2016,Belgium,EU27 countries (from 2020) except reporting country,Males,68.4
2016,Belgium,EU27 countries (from 2020) except reporting country,Females,59.9
2016,Belgium,Reporting country,Total,63.3
2016,Belgium,Reporting country,Males,67.1
2016,Belgium,Reporting country,Females,59.4
2016,Bulgaria,EU27 countries (from 2020) except reporting country,Total,0
2016,Bulgaria,EU27 countries (from 2020) except reporting country,Males,0
2016,Bulgaria,EU27 countries (from 2020) except reporting country,Females,0
2016,Bulgaria,Reporting country,Total,63.4
2016,Bulgaria,Reporting country,Males,66.7
2016,Bulgaria,Reporting country,Females,60.1
2016,Czechia,EU27 countries (from 2020) except reporting country,Total,82.7
2016,Czechia,EU27 countries (from 2020) except reporting country,Males,92.2
2016,Czechia,EU27 countries (from 2020) except reporting country,Females,70.4
2016,Czechia,Reporting country,Total,71.8
2016,Czechia,Reporting country,Males,79.1
2016,Czechia,Reporting country,Females,64.4
2016,Denmark,EU27 countries (from 2020) except reporting country,Total,73.7
2016,Denmark,EU27 countries (from 2020) except reporting country,Males,79.7
2016,Denmark,EU27 countries (from 2020) except reporting country,Females,67.7
2016,Denmark,Reporting country,Total,73.5
2016,Denmark,Reporting country,Males,76.1
2016,Denmark,Reporting country,Females,70.9
2016,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Total,75.7
2016,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Males,82.9
2016,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Females,67.2
2016,Germany (until 1990 former territory of the FRG),Reporting country,Total,76.5
2016,Germany (until 1990 former territory of the FRG),Reporting country,Males,79.7
2016,Germany (until 1990 former territory of the FRG),Reporting country,Females,73.3
2016,Estonia,EU27 countries (from 2020) except reporting country,Total,70.7
2016,Estonia,EU27 countries (from 2020) except reporting country,Males,90.4
2016,Estonia,EU27 countries (from 2020) except reporting country,Females,0
2016,Estonia,Reporting country,Total,72.5
2016,Estonia,Reporting country,Males,75.2
2016,Estonia,Reporting country,Females,70.0
2016,Ireland,EU27 countries (from 2020) except reporting country,Total,74.1
2016,Ireland,EU27 countries (from 2020) except reporting country,Males,82.2
2016,Ireland,EU27 countries (from 2020) except reporting country,Females,66.3
2016,Ireland,Reporting country,Total,66.1
2016,Ireland,Reporting country,Males,70.9
2016,Ireland,Reporting country,Females,61.3
2016,Greece,EU27 countries (from 2020) except reporting country,Total,51.2
2016,Greece,EU27 countries (from 2020) except reporting country,Males,63.1
2016,Greece,EU27 countries (from 2020) except reporting country,Females,44.0
2016,Greece,Reporting country,Total,52.0
2016,Greece,Reporting country,Males,60.8
2016,Greece,Reporting country,Females,43.5
2016,Spain,EU27 countries (from 2020) except reporting country,Total,62.2
2016,Spain,EU27 countries (from 2020) except reporting country,Males,68.3
2016,Spain,EU27 countries (from 2020) except reporting country,Females,56.7
2016,Spain,Reporting country,Total,59.9
2016,Spain,Reporting country,Males,64.9
2016,Spain,Reporting country,Females,54.8
2016,France,EU27 countries (from 2020) except reporting country,Total,67.4
2016,France,EU27 countries (from 2020) except reporting country,Males,69.8
2016,France,EU27 countries (from 2020) except reporting country,Females,65.1
2016,France,Reporting country,Total,65.1
2016,France,Reporting country,Males,68.0
2016,France,Reporting country,Females,62.4
2016,Croatia,EU27 countries (from 2020) except reporting country,Total,43.1
2016,Croatia,EU27 countries (from 2020) except reporting country,Males,0
2016,Croatia,EU27 countries (from 2020) except reporting country,Females,0
2016,Croatia,Reporting country,Total,57.0
2016,Croatia,Reporting country,Males,61.4
2016,Croatia,Reporting country,Females,52.5
2016,Italy,EU27 countries (from 2020) except reporting country,Total,63.1
2016,Italy,EU27 countries (from 2020) except reporting country,Males,70.9
2016,Italy,EU27 countries (from 2020) except reporting country,Females,57.9
2016,Italy,Reporting country,Total,57.0
2016,Italy,Reporting country,Males,66.0
2016,Italy,Reporting country,Females,47.9
2016,Cyprus,EU27 countries (from 2020) except reporting country,Total,69.3
2016,Cyprus,EU27 countries (from 2020) except reporting country,Males,75.9
2016,Cyprus,EU27 countries (from 2020) except reporting country,Females,62.8
2016,Cyprus,Reporting country,Total,63.2
2016,Cyprus,Reporting country,Males,68.4
2016,Cyprus,Reporting country,Females,58.3
2016,Latvia,EU27 countries (from 2020) except reporting country,Total,79.0
2016,Latvia,EU27 countries (from 2020) except reporting country,Males,0
2016,Latvia,EU27 countries (from 2020) except reporting country,Females,0
2016,Latvia,Reporting country,Total,69.6
2016,Latvia,Reporting country,Males,70.2
2016,Latvia,Reporting country,Females,68.9
2016,Lithuania,EU27 countries (from 2020) except reporting country,Total,0
2016,Lithuania,EU27 countries (from 2020) except reporting country,Males,0
2016,Lithuania,EU27 countries (from 2020) except reporting country,Females,0
2016,Lithuania,Reporting country,Total,69.4
2016,Lithuania,Reporting country,Males,69.9
2016,Lithuania,Reporting country,Females,68.9
2016,Luxembourg,EU27 countries (from 2020) except reporting country,Total,69.6
2016,Luxembourg,EU27 countries (from 2020) except reporting country,Males,74.8
2016,Luxembourg,EU27 countries (from 2020) except reporting country,Females,64.1
2016,Luxembourg,Reporting country,Total,63.3
2016,Luxembourg,Reporting country,Males,67.5
2016,Luxembourg,Reporting country,Females,59.1
2016,Hungary,EU27 countries (from 2020) except reporting country,Total,68.3
2016,Hungary,EU27 countries (from 2020) except reporting country,Males,75.3
2016,Hungary,EU27 countries (from 2020) except reporting country,Females,59.8
2016,Hungary,Reporting country,Total,66.5
2016,Hungary,Reporting country,Males,73.0
2016,Hungary,Reporting country,Females,60.2
2016,Malta,EU27 countries (from 2020) except reporting country,Total,85.2
2016,Malta,EU27 countries (from 2020) except reporting country,Males,92.2
2016,Malta,EU27 countries (from 2020) except reporting country,Females,70.1
2016,Malta,Reporting country,Total,66.0
2016,Malta,Reporting country,Males,77.6
2016,Malta,Reporting country,Females,54.0
2016,Netherlands,EU27 countries (from 2020) except reporting country,Total,75.0
2016,Netherlands,EU27 countries (from 2020) except reporting country,Males,81.1
2016,Netherlands,EU27 countries (from 2020) except reporting country,Females,70.3
2016,Netherlands,Reporting country,Total,75.6
2016,Netherlands,Reporting country,Males,80.2
2016,Netherlands,Reporting country,Females,71.0
2016,Austria,EU27 countries (from 2020) except reporting country,Total,72.8
2016,Austria,EU27 countries (from 2020) except reporting country,Males,77.1
2016,Austria,EU27 countries (from 2020) except reporting country,Females,69.0
2016,Austria,Reporting country,Total,73.3
2016,Austria,Reporting country,Males,76.7
2016,Austria,Reporting country,Females,69.9
2016,Poland,EU27 countries (from 2020) except reporting country,Total,62.3
2016,Poland,EU27 countries (from 2020) except reporting country,Males,68.8
2016,Poland,EU27 countries (from 2020) except reporting country,Females,0
2016,Poland,Reporting country,Total,64.5
2016,Poland,Reporting country,Males,71.0
2016,Poland,Reporting country,Females,58.1
2016,Portugal,EU27 countries (from 2020) except reporting country,Total,71.0
2016,Portugal,EU27 countries (from 2020) except reporting country,Males,74.7
2016,Portugal,EU27 countries (from 2020) except reporting country,Females,68.4
2016,Portugal,Reporting country,Total,65.3
2016,Portugal,Reporting country,Males,68.2
2016,Portugal,Reporting country,Females,62.5
2016,Romania,EU27 countries (from 2020) except reporting country,Total,0
2016,Romania,EU27 countries (from 2020) except reporting country,Males,0
2016,Romania,EU27 countries (from 2020) except reporting country,Females,0
2016,Romania,Reporting country,Total,61.6
2016,Romania,Reporting country,Males,69.7
2016,Romania,Reporting country,Females,53.3
2016,Slovenia,EU27 countries (from 2020) except reporting country,Total,64.9
2016,Slovenia,EU27 countries (from 2020) except reporting country,Males,83.0
2016,Slovenia,EU27 countries (from 2020) except reporting country,Females,53.4
2016,Slovenia,Reporting country,Total,65.8
2016,Slovenia,Reporting country,Males,68.2
2016,Slovenia,Reporting country,Females,63.3
2016,Slovakia,EU27 countries (from 2020) except reporting country,Total,76.8
2016,Slovakia,EU27 countries (from 2020) except reporting country,Males,87.2
2016,Slovakia,EU27 countries (from 2020) except reporting country,Females,0
2016,Slovakia,Reporting country,Total,64.9
2016,Slovakia,Reporting country,Males,71.3
2016,Slovakia,Reporting country,Females,58.3
2016,Finland,EU27 countries (from 2020) except reporting country,Total,71.7
2016,Finland,EU27 countries (from 2020) except reporting country,Males,79.1
2016,Finland,EU27 countries (from 2020) except reporting country,Females,64.2
2016,Finland,Reporting country,Total,69.7
2016,Finland,Reporting country,Males,70.7
2016,Finland,Reporting country,Females,68.6
2016,Sweden,EU27 countries (from 2020) except reporting country,Total,74.5
2016,Sweden,EU27 countries (from 2020) except reporting country,Males,78.1
2016,Sweden,EU27 countries (from 2020) except reporting country,Females,71.0
2016,Sweden,Reporting country,Total,78.0
2016,Sweden,Reporting country,Males,78.9
2016,Sweden,Reporting country,Females,77.0
2016,Iceland,EU27 countries (from 2020) except reporting country,Total,89.1
2016,Iceland,EU27 countries (from 2020) except reporting country,Males,90.4
2016,Iceland,EU27 countries (from 2020) except reporting country,Females,87.6
2016,Iceland,Reporting country,Total,86.5
2016,Iceland,Reporting country,Males,89.3
2016,Iceland,Reporting country,Females,83.7
2016,Norway,EU27 countries (from 2020) except reporting country,Total,81.8
2016,Norway,EU27 countries (from 2020) except reporting country,Males,85.2
2016,Norway,EU27 countries (from 2020) except reporting country,Females,77.5
2016,Norway,Reporting country,Total,74.6
2016,Norway,Reporting country,Males,75.6
2016,Norway,Reporting country,Females,73.5
2016,Switzerland,EU27 countries (from 2020) except reporting country,Total,81.3
2016,Switzerland,EU27 countries (from 2020) except reporting country,Males,84.7
2016,Switzerland,EU27 countries (from 2020) except reporting country,Females,77.0
2016,Switzerland,Reporting country,Total,81.2
2016,Switzerland,Reporting country,Males,84.6
2016,Switzerland,Reporting country,Females,77.9
2016,United Kingdom,EU27 countries (from 2020) except reporting country,Total,78.6
2016,United Kingdom,EU27 countries (from 2020) except reporting country,Males,86.1
2016,United Kingdom,EU27 countries (from 2020) except reporting country,Females,71.6
2016,United Kingdom,Reporting country,Total,73.7
2016,United Kingdom,Reporting country,Males,77.9
2016,United Kingdom,Reporting country,Females,69.5
2016,Montenegro,EU27 countries (from 2020) except reporting country,Total,0
2016,Montenegro,EU27 countries (from 2020) except reporting country,Males,0
2016,Montenegro,EU27 countries (from 2020) except reporting country,Females,0
2016,Montenegro,Reporting country,Total,52.2
2016,Montenegro,Reporting country,Males,57.0
2016,Montenegro,Reporting country,Females,47.4
2016,North Macedonia,EU27 countries (from 2020) except reporting country,Total,0
2016,North Macedonia,EU27 countries (from 2020) except reporting country,Males,0
2016,North Macedonia,EU27 countries (from 2020) except reporting country,Females,0
2016,North Macedonia,Reporting country,Total,49.1
2016,North Macedonia,Reporting country,Males,58.6
2016,North Macedonia,Reporting country,Females,39.2
2016,Serbia,EU27 countries (from 2020) except reporting country,Total,46.1
2016,Serbia,EU27 countries (from 2020) except reporting country,Males,75.0
2016,Serbia,EU27 countries (from 2020) except reporting country,Females,0
2016,Serbia,Reporting country,Total,55.2
2016,Serbia,Reporting country,Males,62.0
2016,Serbia,Reporting country,Females,48.5
2017,Belgium,EU27 countries (from 2020) except reporting country,Total,65.0
2017,Belgium,EU27 countries (from 2020) except reporting country,Males,69.9
2017,Belgium,EU27 countries (from 2020) except reporting country,Females,60.0
