TIME,COUNTRY,VALUE
2017M06,Luxembourg,0
2017M06,Hungary,114.6
2017M06,Malta,109.7
2017M06,Netherlands,106.3
2017M06,Austria,107.2
2017M06,Poland,106.3
2017M06,Portugal,110.4
2017M06,Romania,107.8
2017M06,Slovenia,115.8
2017M06,Slovakia,112.5
2017M06,Finland,100.4
2017M06,Sweden,110.2
2017M06,United Kingdom,104.0
2017M06,Montenegro,105.8
2017M06,North Macedonia,109.9
2017M06,Albania,112.7
2017M06,Serbia,111.3
2017M06,Turkey,107.5
2017M07,Belgium,104.9
2017M07,Bulgaria,112.3
2017M07,Czechia,114.5
2017M07,Denmark,101.4
2017M07,Germany (until 1990 former territory of the FRG),113.4
2017M07,Estonia,104.9
2017M07,Ireland,105.3
2017M07,Greece,106.5
2017M07,Spain,112.2
2017M07,France,104.3
2017M07,Croatia,110.7
2017M07,Italy,109.0
2017M07,Cyprus,101.5
2017M07,Latvia,101.2
2017M07,Lithuania,102.1
2017M07,Luxembourg,0
2017M07,Hungary,114.6
2017M07,Malta,108.4
2017M07,Netherlands,108.8
2017M07,Austria,112.4
2017M07,Poland,107.1
2017M07,Portugal,113.2
2017M07,Romania,109.0
2017M07,Slovenia,113.9
2017M07,Slovakia,114.1
2017M07,Finland,101.2
2017M07,Sweden,112.3
2017M07,United Kingdom,109.1
2017M07,Montenegro,112.2
2017M07,North Macedonia,108.3
2017M07,Albania,110.2
2017M07,Serbia,109.5
2017M07,Turkey,108.8
2017M08,Belgium,105.0
2017M08,Bulgaria,114.9
2017M08,Czechia,115.9
2017M08,Denmark,99.7
2017M08,Germany (until 1990 former territory of the FRG),111.7
2017M08,Estonia,102.7
2017M08,Ireland,100.1
2017M08,Greece,105.6
2017M08,Spain,109.3
2017M08,France,104.1
2017M08,Croatia,115.5
2017M08,Italy,109.6
2017M08,Cyprus,103.8
2017M08,Latvia,102.4
2017M08,Lithuania,103.5
2017M08,Luxembourg,0
2017M08,Hungary,113.0
2017M08,Malta,111.8
2017M08,Netherlands,107.5
2017M08,Austria,115.4
2017M08,Poland,105.2
2017M08,Portugal,111.9
2017M08,Romania,107.9
2017M08,Slovenia,112.6
2017M08,Slovakia,115.1
2017M08,Finland,105.1
2017M08,Sweden,110.6
2017M08,United Kingdom,108.8
2017M08,Montenegro,120.2
2017M08,North Macedonia,103.7
2017M08,Albania,111.0
2017M08,Serbia,107.4
2017M08,Turkey,109.8
2017M09,Belgium,101.1
2017M09,Bulgaria,114.3
2017M09,Czechia,114.2
2017M09,Denmark,104.9
2017M09,Germany (until 1990 former territory of the FRG),112.6
2017M09,Estonia,107.4
2017M09,Ireland,101.7
2017M09,Greece,103.4
2017M09,Spain,110.3
2017M09,France,106.0
2017M09,Croatia,111.9
2017M09,Italy,108.1
2017M09,Cyprus,107.6
2017M09,Latvia,103.3
2017M09,Lithuania,104.3
2017M09,Luxembourg,0
2017M09,Hungary,116.3
2017M09,Malta,110.1
2017M09,Netherlands,107.2
2017M09,Austria,114.5
2017M09,Poland,107.1
2017M09,Portugal,113.9
2017M09,Romania,110.2
2017M09,Slovenia,118.5
2017M09,Slovakia,116.9
2017M09,Finland,109.0
2017M09,Sweden,110.6
2017M09,United Kingdom,103.0
2017M09,Montenegro,113.1
2017M09,North Macedonia,110.2
2017M09,Albania,115.8
2017M09,Serbia,105.3
2017M09,Turkey,109.5
2017M10,Belgium,105.7
2017M10,Bulgaria,113.6
2017M10,Czechia,109.2
2017M10,Denmark,104.6
2017M10,Germany (until 1990 former territory of the FRG),113.1
2017M10,Estonia,105.9
2017M10,Ireland,105.8
2017M10,Greece,101.2
2017M10,Spain,112.7
2017M10,France,105.1
2017M10,Croatia,111.7
2017M10,Italy,110.2
2017M10,Cyprus,109.3
2017M10,Latvia,102.5
2017M10,Lithuania,105.1
2017M10,Luxembourg,0
2017M10,Hungary,114.1
2017M10,Malta,111.9
2017M10,Netherlands,109.2
2017M10,Austria,117.7
2017M10,Poland,105.9
2017M10,Portugal,115.7
2017M10,Romania,110.5
2017M10,Slovenia,117.5
2017M10,Slovakia,115.4
2017M10,Finland,108.8
2017M10,Sweden,112.2
2017M10,United Kingdom,106.3
2017M10,Montenegro,116.4
2017M10,North Macedonia,104.3
2017M10,Albania,114.4
2017M10,Serbia,107.6
2017M10,Turkey,106.8
2017M11,Belgium,105.4
2017M11,Bulgaria,114.8
2017M11,Czechia,108.7
2017M11,Denmark,109.7
2017M11,Germany (until 1990 former territory of the FRG),112.9
2017M11,Estonia,103.6
2017M11,Ireland,107.7
2017M11,Greece,101.1
2017M11,Spain,109.0
2017M11,France,105.9
2017M11,Croatia,111.0
2017M11,Italy,108.7
2017M11,Cyprus,105.3
2017M11,Latvia,102.4
2017M11,Lithuania,105.1
2017M11,Luxembourg,0
2017M11,Hungary,113.7
2017M11,Malta,112.8
2017M11,Netherlands,109.2
2017M11,Austria,112.3
2017M11,Poland,108.2
2017M11,Portugal,114.5
2017M11,Romania,110.3
2017M11,Slovenia,118.8
2017M11,Slovakia,121.0
2017M11,Finland,110.1
2017M11,Sweden,111.1
2017M11,United Kingdom,104.5
2017M11,Montenegro,109.1
2017M11,North Macedonia,109.5
2017M11,Albania,108.6
2017M11,Serbia,106.8
2017M11,Turkey,105.6
2017M12,Belgium,103.7
2017M12,Bulgaria,112.7
2017M12,Czechia,110.1
2017M12,Denmark,107.2
2017M12,Germany (until 1990 former territory of the FRG),114.8
2017M12,Estonia,106.2
2017M12,Ireland,103.5
2017M12,Greece,102.6
2017M12,Spain,111.1
2017M12,France,109.2
2017M12,Croatia,112.4
2017M12,Italy,110.2
2017M12,Cyprus,107.4
2017M12,Latvia,103.6
2017M12,Lithuania,105.9
2017M12,Luxembourg,0
2017M12,Hungary,115.4
2017M12,Malta,112.9
2017M12,Netherlands,110.9
2017M12,Austria,116.8
2017M12,Poland,109.6
2017M12,Portugal,114.4
2017M12,Romania,109.7
2017M12,Slovenia,117.4
2017M12,Slovakia,117.0
2017M12,Finland,114.5
2017M12,Sweden,110.1
2017M12,United Kingdom,103.0
2017M12,Montenegro,111.9
2017M12,North Macedonia,110.3
2017M12,Albania,112.8
2017M12,Serbia,106.9
2017M12,Turkey,106.6
2018M01,Belgium,107.9
2018M01,Bulgaria,114.4
2018M01,Czechia,117.0
2018M01,Denmark,107.0
2018M01,Germany (until 1990 former territory of the FRG),116.7
2018M01,Estonia,104.2
2018M01,Ireland,101.6
2018M01,Greece,106.2
2018M01,Spain,110.5
2018M01,France,107.4
2018M01,Croatia,117.2
2018M01,Italy,113.3
2018M01,Cyprus,110.6
2018M01,Latvia,103.5
2018M01,Lithuania,106.0
2018M01,Luxembourg,0
2018M01,Hungary,118.7
2018M01,Malta,117.6
2018M01,Netherlands,111.7
2018M01,Austria,114.2
2018M01,Poland,113.4
2018M01,Portugal,112.9
2018M01,Romania,109.9
2018M01,Slovenia,120.1
2018M01,Slovakia,111.8
2018M01,Finland,112.2
2018M01,Sweden,109.9
2018M01,United Kingdom,100.0
2018M01,Montenegro,109.0
2018M01,North Macedonia,106.7
2018M01,Albania,117.2
2018M01,Serbia,107.9
2018M01,Turkey,105.5
2018M02,Belgium,105.0
2018M02,Bulgaria,115.5
2018M02,Czechia,117.9
2018M02,Denmark,110.2
2018M02,Germany (until 1990 former territory of the FRG),116.3
2018M02,Estonia,104.9
2018M02,Ireland,108.3
2018M02,Greece,107.4
2018M02,Spain,109.5
2018M02,France,108.7
2018M02,Croatia,114.4
2018M02,Italy,107.7
2018M02,Cyprus,103.7
2018M02,Latvia,103.8
2018M02,Lithuania,105.0
2018M02,Luxembourg,0
2018M02,Hungary,116.1
2018M02,Malta,113.5
2018M02,Netherlands,110.6
2018M02,Austria,114.0
2018M02,Poland,114.2
2018M02,Portugal,114.6
2018M02,Romania,106.8
2018M02,Slovenia,118.3
2018M02,Slovakia,113.7
2018M02,Finland,115.0
2018M02,Sweden,107.3
2018M02,United Kingdom,106.3
2018M02,Montenegro,111.8
2018M02,North Macedonia,108.7
2018M02,Albania,106.8
2018M02,Serbia,107.9
2018M02,Turkey,107.0
2018M03,Belgium,102.4
2018M03,Bulgaria,116.9
2018M03,Czechia,117.6
2018M03,Denmark,105.5
2018M03,Germany (until 1990 former territory of the FRG),114.8
2018M03,Estonia,103.4
2018M03,Ireland,111.7
2018M03,Greece,105.4
2018M03,Spain,112.7
2018M03,France,111.2
2018M03,Croatia,113.4
2018M03,Italy,104.7
2018M03,Cyprus,109.1
2018M03,Latvia,101.7
2018M03,Lithuania,107.0
2018M03,Luxembourg,0
2018M03,Hungary,113.6
2018M03,Malta,113.0
2018M03,Netherlands,111.0
2018M03,Austria,114.9
2018M03,Poland,113.9
2018M03,Portugal,112.9
2018M03,Romania,106.0
2018M03,Slovenia,116.7
2018M03,Slovakia,112.6
2018M03,Finland,113.9
2018M03,Sweden,106.8
2018M03,United Kingdom,109.1
2018M03,Montenegro,116.1
2018M03,North Macedonia,101.4
2018M03,Albania,114.3
2018M03,Serbia,107.1
2018M03,Turkey,101.3
2018M04,Belgium,104.5
2018M04,Bulgaria,116.0
2018M04,Czechia,115.0
2018M04,Denmark,105.1
2018M04,Germany (until 1990 former territory of the FRG),113.3
2018M04,Estonia,102.1
2018M04,Ireland,105.4
2018M04,Greece,110.6
2018M04,Spain,112.0
2018M04,France,109.9
2018M04,Croatia,115.1
2018M04,Italy,108.7
2018M04,Cyprus,106.8
2018M04,Latvia,101.6
2018M04,Lithuania,108.0
2018M04,Luxembourg,0
2018M04,Hungary,117.0
2018M04,Malta,106.6
2018M04,Netherlands,111.5
2018M04,Austria,112.0
2018M04,Poland,112.6
2018M04,Portugal,114.5
2018M04,Romania,106.5
2018M04,Slovenia,116.7
2018M04,Slovakia,112.8
2018M04,Finland,113.4
2018M04,Sweden,107.5
2018M04,United Kingdom,107.6
2018M04,Montenegro,114.7
2018M04,North Macedonia,108.7
2018M04,Albania,117.0
2018M04,Serbia,112.3
2018M04,Turkey,102.0
2018M05,Belgium,101.0
2018M05,Bulgaria,111.4
2018M05,Czechia,117.5
2018M05,Denmark,110.0
2018M05,Germany (until 1990 former territory of the FRG),115.2
2018M05,Estonia,100.5
2018M05,Ireland,108.8
2018M05,Greece,106.1
2018M05,Spain,113.4
2018M05,France,109.7
2018M05,Croatia,116.7
2018M05,Italy,103.6
2018M05,Cyprus,107.5
2018M05,Latvia,102.7
2018M05,Lithuania,107.6
2018M05,Luxembourg,0
2018M05,Hungary,114.3
2018M05,Malta,112.2
2018M05,Netherlands,111.0
2018M05,Austria,110.5
2018M05,Poland,112.1
2018M05,Portugal,114.1
2018M05,Romania,105.1
2018M05,Slovenia,117.1
2018M05,Slovakia,117.5
2018M05,Finland,113.1
2018M05,Sweden,106.8
2018M05,United Kingdom,103.0
2018M05,Montenegro,108.3
2018M05,North Macedonia,109.0
2018M05,Albania,110.6
2018M05,Serbia,113.7
2018M05,Turkey,98.0
2018M06,Belgium,100.7
2018M06,Bulgaria,111.9
2018M06,Czechia,115.5
2018M06,Denmark,108.7
2018M06,Germany (until 1990 former territory of the FRG),115.1
2018M06,Estonia,102.7
2018M06,Ireland,110.8
2018M06,Greece,102.1
2018M06,Spain,116.4
2018M06,France,109.4
2018M06,Croatia,112.3
2018M06,Italy,102.5
2018M06,Cyprus,103.9
2018M06,Latvia,103.0
2018M06,Lithuania,108.9
2018M06,Luxembourg,0
2018M06,Hungary,116.0
2018M06,Malta,112.5
2018M06,Netherlands,109.6
2018M06,Austria,108.6
2018M06,Poland,112.2
2018M06,Portugal,113.7
2018M06,Romania,107.6
2018M06,Slovenia,113.4
2018M06,Slovakia,117.0
2018M06,Finland,111.5
2018M06,Sweden,106.2
2018M06,United Kingdom,107.6
2018M06,Montenegro,106.5
2018M06,North Macedonia,107.6
2018M06,Albania,107.4
2018M06,Serbia,106.8
2018M06,Turkey,99.3
2018M07,Belgium,101.0
2018M07,Bulgaria,107.6
2018M07,Czechia,114.7
2018M07,Denmark,105.3
2018M07,Germany (until 1990 former territory of the FRG),115.1
2018M07,Estonia,101.9
2018M07,Ireland,106.5
2018M07,Greece,104.6
2018M07,Spain,110.7
2018M07,France,108.0
2018M07,Croatia,110.9
2018M07,Italy,104.2
2018M07,Cyprus,105.6
2018M07,Latvia,102.5
2018M07,Lithuania,108.4
2018M07,Luxembourg,0
2018M07,Hungary,116.1
2018M07,Malta,119.7
2018M07,Netherlands,111.8
2018M07,Austria,111.1
2018M07,Poland,112.2
2018M07,Portugal,114.5
2018M07,Romania,109.5
2018M07,Slovenia,112.7
2018M07,Slovakia,115.2
2018M07,Finland,109.6
2018M07,Sweden,107.3
2018M07,United Kingdom,104.3
2018M07,Montenegro,108.1
2018M07,North Macedonia,103.3
2018M07,Albania,106.7
2018M07,Serbia,114.2
2018M07,Turkey,100.1
2018M08,Belgium,99.8
2018M08,Bulgaria,112.7
2018M08,Czechia,115.8
2018M08,Denmark,104.3
2018M08,Germany (until 1990 former territory of the FRG),116.5
2018M08,Estonia,102.7
2018M08,Ireland,102.4
2018M08,Greece,105.4
2018M08,Spain,111.1
2018M08,France,106.0
2018M08,Croatia,116.3
2018M08,Italy,106.6
2018M08,Cyprus,109.2
2018M08,Latvia,104.1
2018M08,Lithuania,108.1
2018M08,Luxembourg,0
2018M08,Hungary,112.9
2018M08,Malta,118.9
2018M08,Netherlands,109.8
2018M08,Austria,107.5
2018M08,Poland,111.7
2018M08,Portugal,112.4
2018M08,Romania,106.6
2018M08,Slovenia,113.4
2018M08,Slovakia,115.1
2018M08,Finland,111.6
2018M08,Sweden,107.1
2018M08,United Kingdom,107.1
2018M08,Montenegro,110.2
2018M08,North Macedonia,104.1
2018M08,Albania,106.2
2018M08,Serbia,113.2
2018M08,Turkey,92.3
2018M09,Belgium,96.5
2018M09,Bulgaria,114.8
2018M09,Czechia,110.4
2018M09,Denmark,101.3
2018M09,Germany (until 1990 former territory of the FRG),115.8
2018M09,Estonia,103.5
2018M09,Ireland,107.5
2018M09,Greece,106.3
2018M09,Spain,110.3
2018M09,France,107.1
2018M09,Croatia,113.4
2018M09,Italy,105.2
2018M09,Cyprus,107.9
2018M09,Latvia,103.5
2018M09,Lithuania,108.0
2018M09,Luxembourg,0
2018M09,Hungary,113.7
2018M09,Malta,116.1
2018M09,Netherlands,110.4
2018M09,Austria,112.1
2018M09,Poland,111.5
2018M09,Portugal,112.4
2018M09,Romania,107.9
2018M09,Slovenia,115.1
2018M09,Slovakia,115.8
2018M09,Finland,112.7
2018M09,Sweden,108.4
2018M09,United Kingdom,103.5
2018M09,Montenegro,103.1
2018M09,North Macedonia,109.7
2018M09,Albania,101.8
2018M09,Serbia,113.3
2018M09,Turkey,83.0
2018M10,Belgium,99.8
2018M10,Bulgaria,111.0
2018M10,Czechia,107.8
2018M10,Denmark,106.4
2018M10,Germany (until 1990 former territory of the FRG),115.4
2018M10,Estonia,105.2
2018M10,Ireland,108.4
2018M10,Greece,105.7
2018M10,Spain,110.5
2018M10,France,104.0
2018M10,Croatia,109.8
2018M10,Italy,102.8
2018M10,Cyprus,106.0
2018M10,Latvia,103.6
2018M10,Lithuania,107.7
2018M10,Luxembourg,0
2018M10,Hungary,113.5
2018M10,Malta,106.5
2018M10,Netherlands,112.5
2018M10,Austria,112.6
2018M10,Poland,112.1
2018M10,Portugal,113.6
2018M10,Romania,108.0
2018M10,Slovenia,116.7
2018M10,Slovakia,110.4
2018M10,Finland,111.7
2018M10,Sweden,106.4
2018M10,United Kingdom,102.3
2018M10,Montenegro,107.8
2018M10,North Macedonia,105.9
2018M10,Albania,110.8
2018M10,Serbia,109.0
2018M10,Turkey,80.5
2018M11,Belgium,102.7
2018M11,Bulgaria,110.3
2018M11,Czechia,108.2
2018M11,Denmark,104.9
2018M11,Germany (until 1990 former territory of the FRG),113.4
2018M11,Estonia,104.7
2018M11,Ireland,112.6
2018M11,Greece,106.5
2018M11,Spain,113.1
2018M11,France,106.2
2018M11,Croatia,111.7
2018M11,Italy,102.5
2018M11,Cyprus,115.9
2018M11,Latvia,103.7
2018M11,Lithuania,108.5
2018M11,Luxembourg,0
2018M11,Hungary,116.2
2018M11,Malta,112.1
2018M11,Netherlands,111.1
2018M11,Austria,111.5
2018M11,Poland,114.1
2018M11,Portugal,115.4
2018M11,Romania,107.4
2018M11,Slovenia,117.3
2018M11,Slovakia,106.7
2018M11,Finland,110.2
2018M11,Sweden,106.0
2018M11,United Kingdom,104.0
2018M11,Montenegro,110.6
2018M11,North Macedonia,104.5
2018M11,Albania,107.7
2018M11,Serbia,112.4
2018M11,Turkey,83.5
2018M12,Belgium,102.0
2018M12,Bulgaria,108.6
2018M12,Czechia,106.2
2018M12,Denmark,108.6
2018M12,Germany (until 1990 former territory of the FRG),113.7
2018M12,Estonia,102.4
2018M12,Ireland,105.1
2018M12,Greece,106.8
2018M12,Spain,105.7
2018M12,France,101.0
2018M12,Croatia,113.8
2018M12,Italy,104.9
2018M12,Cyprus,117.5
2018M12,Latvia,105.0
2018M12,Lithuania,108.8
2018M12,Luxembourg,0
2018M12,Hungary,118.1
2018M12,Malta,107.4
2018M12,Netherlands,109.3
2018M12,Austria,108.6
2018M12,Poland,113.5
2018M12,Portugal,115.3
2018M12,Romania,110.3
2018M12,Slovenia,117.0
2018M12,Slovakia,110.2
2018M12,Finland,108.9
2018M12,Sweden,103.8
2018M12,United Kingdom,104.3
2018M12,Montenegro,107.2
2018M12,North Macedonia,108.4
2018M12,Albania,105.4
2018M12,Serbia,108.8
2018M12,Turkey,83.4
2019M01,Belgium,100.9
2019M01,Bulgaria,109.2
2019M01,Czechia,104.1
2019M01,Denmark,104.1
2019M01,Germany (until 1990 former territory of the FRG),111.5
2019M01,Estonia,100.0
2019M01,Ireland,104.9
2019M01,Greece,104.5
2019M01,Spain,110.5
2019M01,France,102.0
2019M01,Croatia,117.2
2019M01,Italy,103.5
2019M01,Cyprus,113.8
2019M01,Latvia,103.9
2019M01,Lithuania,107.3
2019M01,Luxembourg,0
2019M01,Hungary,116.3
2019M01,Malta,110.3
2019M01,Netherlands,108.6
2019M01,Austria,106.3
2019M01,Poland,108.2
2019M01,Portugal,112.3
2019M01,Romania,110.1
2019M01,Slovenia,113.8
2019M01,Slovakia,106.6
2019M01,Finland,108.8
2019M01,Sweden,105.6
2019M01,United Kingdom,98.2
2019M01,Montenegro,111.8
2019M01,North Macedonia,110.8
2019M01,Albania,100.6
2019M01,Serbia,112.1
2019M01,Turkey,81.5
2019M02,Belgium,100.8
2019M02,Bulgaria,108.5
2019M02,Czechia,104.1
2019M02,Denmark,104.5
2019M02,Germany (until 1990 former territory of the FRG),112.0
2019M02,Estonia,98.0
2019M02,Ireland,104.1
2019M02,Greece,107.2
2019M02,Spain,109.0
2019M02,France,102.5
2019M02,Croatia,117.3
2019M02,Italy,101.4
2019M02,Cyprus,104.8
2019M02,Latvia,102.7
2019M02,Lithuania,107.7
2019M02,Luxembourg,0
2019M02,Hungary,114.6
2019M02,Malta,114.6
2019M02,Netherlands,109.5
2019M02,Austria,104.8
2019M02,Poland,107.8
2019M02,Portugal,111.7
2019M02,Romania,109.9
2019M02,Slovenia,116.0
2019M02,Slovakia,103.9
2019M02,Finland,109.2
2019M02,Sweden,104.9
2019M02,United Kingdom,96.2
2019M02,Montenegro,107.0
2019M02,North Macedonia,110.5
2019M02,Albania,105.2
2019M02,Serbia,112.3
2019M02,Turkey,83.1
2019M03,Belgium,102.5
2019M03,Bulgaria,107.4
2019M03,Czechia,103.0
2019M03,Denmark,105.7
2019M03,Germany (until 1990 former territory of the FRG),110.3
2019M03,Estonia,101.8
2019M03,Ireland,106.8
2019M03,Greece,108.0
2019M03,Spain,110.1
2019M03,France,102.9
2019M03,Croatia,111.8
2019M03,Italy,98.6
2019M03,Cyprus,103.0
2019M03,Latvia,103.9
2019M03,Lithuania,105.5
2019M03,Luxembourg,0
2019M03,Hungary,111.8
2019M03,Malta,101.6
2019M03,Netherlands,109.6
2019M03,Austria,107.7
2019M03,Poland,107.9
2019M03,Portugal,111.4
2019M03,Romania,108.6
2019M03,Slovenia,113.8
2019M03,Slovakia,105.5
2019M03,Finland,109.1
2019M03,Sweden,104.6
2019M03,United Kingdom,92.9
2019M03,Montenegro,117.3
2019M03,North Macedonia,109.3
2019M03,Albania,100.2
2019M03,Serbia,112.3
2019M03,Turkey,84.2
2019M04,Belgium,100.8
2019M04,Bulgaria,107.5
2019M04,Czechia,102.3
2019M04,Denmark,104.0
2019M04,Germany (until 1990 former territory of the FRG),109.7
2019M04,Estonia,99.6
2019M04,Ireland,108.0
2019M04,Greece,108.0
2019M04,Spain,108.3
2019M04,France,104.9
2019M04,Croatia,113.5
2019M04,Italy,99.4
2019M04,Cyprus,109.3
2019M04,Latvia,104.6
2019M04,Lithuania,104.5
2019M04,Luxembourg,0
2019M04,Hungary,109.3
2019M04,Malta,99.6
2019M04,Netherlands,109.8
2019M04,Austria,105.2
2019M04,Poland,107.4
2019M04,Portugal,112.9
2019M04,Romania,108.0
2019M04,Slovenia,110.7
2019M04,Slovakia,104.1
2019M04,Finland,106.9
2019M04,Sweden,101.8
2019M04,United Kingdom,104.4
2019M04,Montenegro,115.3
2019M04,North Macedonia,112.2
2019M04,Albania,109.9
2019M04,Serbia,112.8
2019M04,Turkey,83.9
2019M05,Belgium,98.1
2019M05,Bulgaria,110.3
2019M05,Czechia,104.9
2019M05,Denmark,99.5
2019M05,Germany (until 1990 former territory of the FRG),107.6
2019M05,Estonia,99.9
2019M05,Ireland,104.6
2019M05,Greece,110.6
2019M05,Spain,106.1
2019M05,France,102.6
2019M05,Croatia,111.9
2019M05,Italy,105.4
2019M05,Cyprus,99.0
2019M05,Latvia,102.8
2019M05,Lithuania,105.1
2019M05,Luxembourg,0
2019M05,Hungary,112.9
2019M05,Malta,98.0
2019M05,Netherlands,107.3
2019M05,Austria,102.6
2019M05,Poland,106.3
2019M05,Portugal,111.2
2019M05,Romania,109.9
2019M05,Slovenia,110.7
2019M05,Slovakia,102.0
2019M05,Finland,106.7
2019M05,Sweden,103.0
2019M05,United Kingdom,98.8
2019M05,Montenegro,107.6
2019M05,North Macedonia,111.7
2019M05,Albania,104.3
2019M05,Serbia,116.0
2019M05,Turkey,81.1
2019M06,Belgium,99.2
2019M06,Bulgaria,113.2
2019M06,Czechia,105.7
2019M06,Denmark,101.2
2019M06,Germany (until 1990 former territory of the FRG),107.1
2019M06,Estonia,99.9
2019M06,Ireland,101.8
2019M06,Greece,109.0
2019M06,Spain,108.7
2019M06,France,101.7
2019M06,Croatia,113.4
2019M06,Italy,105.2
2019M06,Cyprus,111.2
2019M06,Latvia,102.2
2019M06,Lithuania,104.9
2019M06,Luxembourg,0
2019M06,Hungary,107.9
2019M06,Malta,102.5
2019M06,Netherlands,106.4
2019M06,Austria,102.9
2019M06,Poland,105.9
2019M06,Portugal,111.2
2019M06,Romania,108.7
2019M06,Slovenia,109.2
2019M06,Slovakia,97.8
2019M06,Finland,109.0
2019M06,Sweden,101.6
2019M06,United Kingdom,96.2
2019M06,Montenegro,106.9
2019M06,North Macedonia,104.6
2019M06,Albania,104.0
2019M06,Serbia,109.9
2019M06,Turkey,85.7
2019M07,Belgium,97.0
2019M07,Bulgaria,113.9
2019M07,Czechia,103.4
2019M07,Denmark,101.2
2019M07,Germany (until 1990 former territory of the FRG),106.1
2019M07,Estonia,101.6
2019M07,Ireland,102.6
2019M07,Greece,110.5
2019M07,Spain,107.3
2019M07,France,102.2
2019M07,Croatia,113.3
2019M07,Italy,104.0
2019M07,Cyprus,103.3
2019M07,Latvia,102.1
2019M07,Lithuania,104.8
2019M07,Luxembourg,0
2019M07,Hungary,110.2
2019M07,Malta,96.4
2019M07,Netherlands,106.7
2019M07,Austria,99.2
2019M07,Poland,105.6
2019M07,Portugal,109.3
2019M07,Romania,109.6
2019M07,Slovenia,111.0
2019M07,Slovakia,98.3
2019M07,Finland,109.9
2019M07,Sweden,101.7
2019M07,United Kingdom,104.2
2019M07,Montenegro,108.8
2019M07,North Macedonia,105.5
2019M07,Albania,99.5
2019M07,Serbia,112.0
2019M07,Turkey,83.7
2019M08,Belgium,98.6
2019M08,Bulgaria,113.8
2019M08,Czechia,103.4
2019M08,Denmark,101.6
2019M08,Germany (until 1990 former territory of the FRG),102.2
2019M08,Estonia,99.5
2019M08,Ireland,95.2
2019M08,Greece,112.7
2019M08,Spain,109.3
2019M08,France,101.6
2019M08,Croatia,109.2
2019M08,Italy,103.4
2019M08,Cyprus,106.8
2019M08,Latvia,102.6
2019M08,Lithuania,105.8
2019M08,Luxembourg,0
2019M08,Hungary,110.9
2019M08,Malta,96.4
2019M08,Netherlands,105.6
2019M08,Austria,101.1
2019M08,Poland,105.2
2019M08,Portugal,112.7
2019M08,Romania,106.5
2019M08,Slovenia,109.4
2019M08,Slovakia,102.2
2019M08,Finland,105.9
2019M08,Sweden,99.3
2019M08,United Kingdom,96.7
2019M08,Montenegro,114.1
2019M08,North Macedonia,108.9
2019M08,Albania,104.1
2019M08,Serbia,116.3
2019M08,Turkey,90.8
2019M09,Belgium,101.1
2019M09,Bulgaria,113.1
2019M09,Czechia,106.1
2019M09,Denmark,100.4
2019M09,Germany (until 1990 former territory of the FRG),102.6
2019M09,Estonia,98.1
2019M09,Ireland,98.5
2019M09,Greece,107.9
2019M09,Spain,107.1
2019M09,France,103.8
2019M09,Croatia,115.6
2019M09,Italy,102.4
2019M09,Cyprus,112.2
2019M09,Latvia,101.7
2019M09,Lithuania,106.4
2019M09,Luxembourg,0
2019M09,Hungary,106.8
2019M09,Malta,103.3
2019M09,Netherlands,104.3
2019M09,Austria,104.2
2019M09,Poland,104.1
2019M09,Portugal,111.7
2019M09,Romania,104.6
2019M09,Slovenia,110.4
2019M09,Slovakia,99.6
2019M09,Finland,103.4
2019M09,Sweden,97.8
2019M09,United Kingdom,104.0
2019M09,Montenegro,112.6
2019M09,North Macedonia,105.5
2019M09,Albania,102.0
2019M09,Serbia,116.1
2019M09,Turkey,92.7
2019M10,Belgium,100.3
2019M10,Bulgaria,112.6
2019M10,Czechia,101.0
2019M10,Denmark,100.2
2019M10,Germany (until 1990 former territory of the FRG),102.9
2019M10,Estonia,96.5
2019M10,Ireland,93.3
2019M10,Greece,106.4
2019M10,Spain,106.3
2019M10,France,103.5
2019M10,Croatia,115.8
2019M10,Italy,104.5
2019M10,Cyprus,104.2
2019M10,Latvia,101.5
2019M10,Lithuania,105.9
2019M10,Luxembourg,0
2019M10,Hungary,107.9
2019M10,Malta,100.3
2019M10,Netherlands,104.8
2019M10,Austria,105.5
2019M10,Poland,102.2
2019M10,Portugal,110.6
2019M10,Romania,106.1
2019M10,Slovenia,111.6
2019M10,Slovakia,102.2
2019M10,Finland,102.6
2019M10,Sweden,95.3
2019M10,United Kingdom,91.0
2019M10,Montenegro,110.3
2019M10,North Macedonia,101.0
2019M10,Albania,95.4
2019M10,Serbia,117.4
2019M10,Turkey,96.3
2019M11,Belgium,99.9
2019M11,Bulgaria,112.2
2019M11,Czechia,101.8
2019M11,Denmark,98.6
2019M11,Germany (until 1990 former territory of the FRG),104.5
2019M11,Estonia,95.9
2019M11,Ireland,101.2
2019M11,Greece,110.7
2019M11,Spain,104.0
2019M11,France,103.4
2019M11,Croatia,110.1
2019M11,Italy,99.9
2019M11,Cyprus,100.1
2019M11,Latvia,102.1
2019M11,Lithuania,107.2
2019M11,Luxembourg,0
2019M11,Hungary,111.0
2019M11,Malta,101.5
2019M11,Netherlands,105.0
2019M11,Austria,103.2
2019M11,Poland,103.2
2019M11,Portugal,110.9
2019M11,Romania,107.6
2019M11,Slovenia,110.0
2019M11,Slovakia,106.4
2019M11,Finland,102.9
2019M11,Sweden,99.2
2019M11,United Kingdom,0
2019M11,Montenegro,109.4
