"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.1"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","2.6"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.5"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.5"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.5"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.5"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.3"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.8"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","4.9"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","6.3"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.6"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.1"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.4"
"2011","Netherlands","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","2.2"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","50.9"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","7.4"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.6"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.3"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","6.1"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.0"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","3.1"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.5"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.4"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.7"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.1"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.4"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","4.3"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.3"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.6"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.0"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.8"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.7"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.0"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","12.4"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","2.4"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.3"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.1"
"2011","Austria","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.8"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","44.1"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","5.6"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.6"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","2.3"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","6.2"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.2"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","4.4"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.7"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.8"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.7"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.0"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.5"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","2.8"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.3"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.6"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.4"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.5"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.5"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.5"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","9.2"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.2"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.6"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.1"
"2011","Poland","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.3"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","50.0"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","8.9"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.2"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","2.0"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","4.5"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.0"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.4"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.7"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.4"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.5"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","2.0"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","4.0"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.2"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.4"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","6.1"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.7"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.0"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","1.5"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","11.5"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.1"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.2"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.2"
"2011","Portugal","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.4"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","39.6"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","4.8"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.8"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","2.2"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","7.2"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.6"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","3.7"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.9"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","1.2"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.3"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","0.1"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","2.0"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.1"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.5"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","4.1"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.9"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.0"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","1.0"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","10.0"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.0"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.2"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.0"
"2011","Romania","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.2"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","50.9"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","5.8"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.2"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.8"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","5.8"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.2"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.6"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.8"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.6"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.1"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.9"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.2"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.9"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.8"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","6.4"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.2"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.6"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.6"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","10.7"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","2.4"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.0"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.0"
"2011","Slovenia","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.8"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","41.5"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","4.9"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.9"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","2.3"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","5.0"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.6"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","3.3"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.8"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.8"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.7"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.9"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.0"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.0"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.6"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","4.3"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.8"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.6"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.8"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","7.3"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.4"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.2"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.0"
"2011","Slovakia","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.5"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","53.7"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","8.0"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.4"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.3"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","4.8"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.0"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.2"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.2"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.5"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.4"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.6"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","3.3"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.0"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.2"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.5"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","6.4"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","2.0"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","22.5"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","4.3"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","10.5"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","3.2"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","2.0"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.3"
"2011","Finland","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.8"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","49.8"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","7.7"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.4"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.3"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","4.4"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.2"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.7"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.4"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.5"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.8"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","2.9"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","2.5"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.3"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.5"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","6.3"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.2"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.6"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","4.3"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","10.0"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","2.4"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.3"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.3"
"2011","Sweden","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.9"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","50.5"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","12.5"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.0"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.6"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","5.5"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.1"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.0"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.6"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.7"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.7"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.5"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","4.7"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","4.6"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","1.4"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","2.6"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","7.1"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.3"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.8"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.8"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","2.4"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","2.2"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.4"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","1.3"
"2011","Iceland","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.4"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","44.2"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","4.7"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.5"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","0.9"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","4.6"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.1"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.7"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.8"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.6"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.1"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.5"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.6"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","4.3"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.5"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.6"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.0"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.0"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.4"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","6.4"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","5.6"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","3.3"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.5"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.2"
"2011","Norway","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.8"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","32.1"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","4.4"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.8"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.5"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","4.1"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.2"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.7"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.6"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.2"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","1.9"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.0"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","0.1"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","1.5"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.0"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3"
"2011","Switzerland","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.4"
