"TIME","GEO","INDIC","S_ADJ","UNIT","Value"
"2016M07","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.8"
"2016M07","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.3"
"2016M07","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.9"
"2016M07","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.0"
"2016M07","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.0"
"2016M07","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2016M07","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.8"
"2016M07","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.0"
"2016M07","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.9"
"2016M07","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.5"
"2016M07","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.9"
"2016M07","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.4"
"2016M07","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.5"
"2016M07","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.9"
"2016M07","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","111.7"
"2016M07","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.7"
"2016M07","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.9"
"2016M07","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.3"
"2016M07","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.3"
"2016M07","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.1"
"2016M07","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.5"
"2016M07","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.0"
"2016M07","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.8"
"2016M08","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.0"
"2016M08","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.3"
"2016M08","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.6"
"2016M08","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.0"
"2016M08","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.7"
"2016M08","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.6"
"2016M08","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.6"
"2016M08","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.4"
"2016M08","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.3"
"2016M08","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.5"
"2016M08","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.4"
"2016M08","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.4"
"2016M08","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.7"
"2016M08","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.9"
"2016M08","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.9"
"2016M08","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2016M08","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.6"
"2016M08","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.2"
"2016M08","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.5"
"2016M08","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.3"
"2016M08","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.9"
"2016M08","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.9"
"2016M08","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.2"
"2016M08","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.0"
"2016M08","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.9"
"2016M08","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.9"
"2016M08","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.2"
"2016M08","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.0"
"2016M08","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.6"
"2016M08","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.6"
"2016M08","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.8"
"2016M08","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.1"
"2016M08","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.1"
"2016M09","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.7"
"2016M09","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.0"
"2016M09","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.6"
"2016M09","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.2"
"2016M09","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.3"
"2016M09","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.7"
"2016M09","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.2"
"2016M09","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.7"
"2016M09","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.3"
"2016M09","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.4"
"2016M09","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.2"
"2016M09","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.2"
"2016M09","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.9"
"2016M09","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.7"
"2016M09","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.9"
"2016M09","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2016M09","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.8"
"2016M09","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.7"
"2016M09","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.5"
"2016M09","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.6"
"2016M09","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.4"
"2016M09","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.9"
"2016M09","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.4"
"2016M09","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.8"
"2016M09","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","113.4"
"2016M09","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.5"
"2016M09","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.1"
"2016M09","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.7"
"2016M09","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.5"
"2016M09","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.4"
"2016M09","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.5"
"2016M09","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.0"
"2016M09","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.3"
"2016M10","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.0"
"2016M10","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.7"
"2016M10","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.4"
"2016M10","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.4"
"2016M10","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.3"
"2016M10","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.5"
"2016M10","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","111.9"
"2016M10","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.2"
"2016M10","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.6"
"2016M10","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.8"
"2016M10","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.0"
"2016M10","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.8"
"2016M10","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.5"
"2016M10","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.7"
"2016M10","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.8"
"2016M10","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2016M10","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.0"
"2016M10","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.7"
"2016M10","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.5"
"2016M10","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.4"
"2016M10","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.1"
"2016M10","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.5"
"2016M10","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.5"
"2016M10","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.8"
"2016M10","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","113.7"
"2016M10","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.1"
"2016M10","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.3"
"2016M10","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.5"
"2016M10","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.4"
"2016M10","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.3"
"2016M10","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.8"
"2016M10","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.0"
"2016M10","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.4"
"2016M11","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.8"
"2016M11","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","111.4"
"2016M11","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","111.6"
"2016M11","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.4"
"2016M11","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.7"
"2016M11","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.0"
"2016M11","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.0"
"2016M11","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.0"
"2016M11","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.3"
"2016M11","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.6"
"2016M11","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.5"
"2016M11","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.0"
"2016M11","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.2"
"2016M11","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.7"
"2016M11","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.8"
"2016M11","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2016M11","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.7"
"2016M11","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.7"
"2016M11","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.3"
"2016M11","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.2"
"2016M11","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.6"
"2016M11","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.2"
"2016M11","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.1"
"2016M11","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.5"
"2016M11","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","111.2"
"2016M11","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.9"
"2016M11","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.9"
"2016M11","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.8"
"2016M11","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.1"
"2016M11","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.3"
"2016M11","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.5"
"2016M11","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.2"
"2016M11","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.8"
"2016M12","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.9"
"2016M12","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","111.9"
"2016M12","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","112.1"
"2016M12","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.1"
"2016M12","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.5"
"2016M12","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.0"
"2016M12","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.9"
"2016M12","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.2"
"2016M12","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.8"
"2016M12","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.7"
"2016M12","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.0"
"2016M12","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.2"
"2016M12","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.8"
"2016M12","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.3"
"2016M12","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.3"
"2016M12","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2016M12","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.8"
"2016M12","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.5"
"2016M12","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.1"
"2016M12","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.5"
"2016M12","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.3"
"2016M12","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.3"
"2016M12","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.1"
"2016M12","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.2"
"2016M12","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","113.0"
"2016M12","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.9"
"2016M12","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.5"
"2016M12","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.0"
"2016M12","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","111.9"
"2016M12","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.8"
"2016M12","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.2"
"2016M12","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.6"
"2016M12","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.3"
"2017M01","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.4"
"2017M01","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.8"
"2017M01","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","112.8"
"2017M01","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.8"
"2017M01","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.9"
"2017M01","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.0"
"2017M01","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.2"
"2017M01","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.3"
"2017M01","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.2"
"2017M01","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.4"
"2017M01","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.7"
"2017M01","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.8"
"2017M01","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.6"
"2017M01","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.6"
"2017M01","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.0"
"2017M01","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2017M01","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.0"
"2017M01","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.2"
"2017M01","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.5"
"2017M01","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.0"
"2017M01","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.8"
"2017M01","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.2"
"2017M01","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.6"
"2017M01","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.6"
"2017M01","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","111.4"
"2017M01","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.4"
"2017M01","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.1"
"2017M01","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.6"
"2017M01","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","113.7"
"2017M01","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.3"
"2017M01","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.3"
"2017M01","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.6"
"2017M01","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.2"
"2017M02","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.4"
"2017M02","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","113.4"
"2017M02","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","113.5"
"2017M02","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.3"
"2017M02","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","110.0"
"2017M02","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.2"
"2017M02","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.2"
"2017M02","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.3"
"2017M02","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.5"
"2017M02","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.2"
"2017M02","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","111.5"
"2017M02","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.6"
"2017M02","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.8"
"2017M02","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.3"
"2017M02","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.2"
"2017M02","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2017M02","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","108.0"
"2017M02","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","106.2"
"2017M02","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.5"
"2017M02","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.4"
"2017M02","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.4"
"2017M02","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.3"
