"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value"
"2010","Hungary","65 years or over","Total","Median equivalised net income","Euro","4,281"
"2010","Hungary","Less than 75 years","Total","Median equivalised net income","Euro","4,240"
"2010","Hungary","75 years or over","Total","Median equivalised net income","Euro","4,247"
"2010","Malta","Total","Total","Median equivalised net income","Euro","10,435"
"2010","Malta","Less than 6 years","Total","Median equivalised net income","Euro","9,130"
"2010","Malta","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Malta","From 6 to 11 years","Total","Median equivalised net income","Euro","9,436"
"2010","Malta","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Malta","From 12 to 17 years","Total","Median equivalised net income","Euro","8,868"
"2010","Malta","Less than 16 years","Total","Median equivalised net income","Euro","9,093"
"2010","Malta","From 16 to 24 years","Total","Median equivalised net income","Euro","10,649"
"2010","Malta","From 16 to 64 years","Total","Median equivalised net income","Euro","11,182"
"2010","Malta","16 years or over","Total","Median equivalised net income","Euro","10,655"
"2010","Malta","Less than 18 years","Total","Median equivalised net income","Euro","9,089"
"2010","Malta","From 18 to 24 years","Total","Median equivalised net income","Euro","11,180"
"2010","Malta","From 18 to 64 years","Total","Median equivalised net income","Euro","11,278"
"2010","Malta","18 years or over","Total","Median equivalised net income","Euro","10,716"
"2010","Malta","From 25 to 49 years","Total","Median equivalised net income","Euro","11,472"
"2010","Malta","From 25 to 54 years","Total","Median equivalised net income","Euro","11,575"
"2010","Malta","From 50 to 64 years","Total","Median equivalised net income","Euro","11,182"
"2010","Malta","From 55 to 64 years","Total","Median equivalised net income","Euro","10,777"
"2010","Malta","Less than 60 years","Total","Median equivalised net income","Euro","10,755"
"2010","Malta","60 years or over","Total","Median equivalised net income","Euro","8,968"
"2010","Malta","Less than 65 years","Total","Median equivalised net income","Euro","10,676"
"2010","Malta","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Malta","65 years or over","Total","Median equivalised net income","Euro","8,669"
"2010","Malta","Less than 75 years","Total","Median equivalised net income","Euro","10,545"
"2010","Malta","75 years or over","Total","Median equivalised net income","Euro","8,459"
"2010","Netherlands","Total","Total","Median equivalised net income","Euro","20,292"
"2010","Netherlands","Less than 6 years","Total","Median equivalised net income","Euro","19,940"
"2010","Netherlands","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Netherlands","From 6 to 11 years","Total","Median equivalised net income","Euro","18,584"
"2010","Netherlands","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Netherlands","From 12 to 17 years","Total","Median equivalised net income","Euro","18,260"
"2010","Netherlands","Less than 16 years","Total","Median equivalised net income","Euro","18,940"
"2010","Netherlands","From 16 to 24 years","Total","Median equivalised net income","Euro","19,147"
"2010","Netherlands","From 16 to 64 years","Total","Median equivalised net income","Euro","21,309"
"2010","Netherlands","16 years or over","Total","Median equivalised net income","Euro","20,710"
"2010","Netherlands","Less than 18 years","Total","Median equivalised net income","Euro","18,920"
"2010","Netherlands","From 18 to 24 years","Total","Median equivalised net income","Euro","19,299"
"2010","Netherlands","From 18 to 64 years","Total","Median equivalised net income","Euro","21,478"
"2010","Netherlands","18 years or over","Total","Median equivalised net income","Euro","20,777"
"2010","Netherlands","From 25 to 49 years","Total","Median equivalised net income","Euro","21,537"
"2010","Netherlands","From 25 to 54 years","Total","Median equivalised net income","Euro","21,855"
"2010","Netherlands","From 50 to 64 years","Total","Median equivalised net income","Euro","22,484"
"2010","Netherlands","From 55 to 64 years","Total","Median equivalised net income","Euro","21,927"
"2010","Netherlands","Less than 60 years","Total","Median equivalised net income","Euro","20,736"
"2010","Netherlands","60 years or over","Total","Median equivalised net income","Euro","18,618"
"2010","Netherlands","Less than 65 years","Total","Median equivalised net income","Euro","20,719"
"2010","Netherlands","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Netherlands","65 years or over","Total","Median equivalised net income","Euro","18,041"
"2010","Netherlands","Less than 75 years","Total","Median equivalised net income","Euro","20,627"
"2010","Netherlands","75 years or over","Total","Median equivalised net income","Euro","16,850"
"2010","Austria","Total","Total","Median equivalised net income","Euro","21,058"
"2010","Austria","Less than 6 years","Total","Median equivalised net income","Euro","17,420"
"2010","Austria","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Austria","From 6 to 11 years","Total","Median equivalised net income","Euro","18,353"
"2010","Austria","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Austria","From 12 to 17 years","Total","Median equivalised net income","Euro","19,404"
"2010","Austria","Less than 16 years","Total","Median equivalised net income","Euro","18,003"
"2010","Austria","From 16 to 24 years","Total","Median equivalised net income","Euro","21,455"
"2010","Austria","From 16 to 64 years","Total","Median equivalised net income","Euro","22,318"
"2010","Austria","16 years or over","Total","Median equivalised net income","Euro","21,719"
"2010","Austria","Less than 18 years","Total","Median equivalised net income","Euro","18,266"
"2010","Austria","From 18 to 24 years","Total","Median equivalised net income","Euro","21,557"
"2010","Austria","From 18 to 64 years","Total","Median equivalised net income","Euro","22,386"
"2010","Austria","18 years or over","Total","Median equivalised net income","Euro","21,738"
"2010","Austria","From 25 to 49 years","Total","Median equivalised net income","Euro","21,894"
"2010","Austria","From 25 to 54 years","Total","Median equivalised net income","Euro","22,362"
"2010","Austria","From 50 to 64 years","Total","Median equivalised net income","Euro","23,956"
"2010","Austria","From 55 to 64 years","Total","Median equivalised net income","Euro","23,328"
"2010","Austria","Less than 60 years","Total","Median equivalised net income","Euro","21,348"
"2010","Austria","60 years or over","Total","Median equivalised net income","Euro","19,928"
"2010","Austria","Less than 65 years","Total","Median equivalised net income","Euro","21,447"
"2010","Austria","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Austria","65 years or over","Total","Median equivalised net income","Euro","19,269"
"2010","Austria","Less than 75 years","Total","Median equivalised net income","Euro","21,295"
"2010","Austria","75 years or over","Total","Median equivalised net income","Euro","17,910"
"2010","Poland","Total","Total","Median equivalised net income","Euro","4,405"
"2010","Poland","Less than 6 years","Total","Median equivalised net income","Euro","4,297"
"2010","Poland","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Poland","From 6 to 11 years","Total","Median equivalised net income","Euro","4,133"
"2010","Poland","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Poland","From 12 to 17 years","Total","Median equivalised net income","Euro","3,761"
"2010","Poland","Less than 16 years","Total","Median equivalised net income","Euro","4,087"
"2010","Poland","From 16 to 24 years","Total","Median equivalised net income","Euro","4,059"
"2010","Poland","From 16 to 64 years","Total","Median equivalised net income","Euro","4,550"
"2010","Poland","16 years or over","Total","Median equivalised net income","Euro","4,465"
"2010","Poland","Less than 18 years","Total","Median equivalised net income","Euro","4,048"
"2010","Poland","From 18 to 24 years","Total","Median equivalised net income","Euro","4,144"
"2010","Poland","From 18 to 64 years","Total","Median equivalised net income","Euro","4,584"
"2010","Poland","18 years or over","Total","Median equivalised net income","Euro","4,493"
"2010","Poland","From 25 to 49 years","Total","Median equivalised net income","Euro","4,739"
"2010","Poland","From 25 to 54 years","Total","Median equivalised net income","Euro","4,716"
"2010","Poland","From 50 to 64 years","Total","Median equivalised net income","Euro","4,570"
"2010","Poland","From 55 to 64 years","Total","Median equivalised net income","Euro","4,516"
"2010","Poland","Less than 60 years","Total","Median equivalised net income","Euro","4,457"
"2010","Poland","60 years or over","Total","Median equivalised net income","Euro","4,246"
"2010","Poland","Less than 65 years","Total","Median equivalised net income","Euro","4,461"
"2010","Poland","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Poland","65 years or over","Total","Median equivalised net income","Euro","4,146"
"2010","Poland","Less than 75 years","Total","Median equivalised net income","Euro","4,424"
"2010","Poland","75 years or over","Total","Median equivalised net income","Euro","4,159"
"2010","Portugal","Total","Total","Median equivalised net income","Euro","8,678"
"2010","Portugal","Less than 6 years","Total","Median equivalised net income","Euro","9,070"
"2010","Portugal","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Portugal","From 6 to 11 years","Total","Median equivalised net income","Euro","7,979"
"2010","Portugal","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Portugal","From 12 to 17 years","Total","Median equivalised net income","Euro","6,935"
"2010","Portugal","Less than 16 years","Total","Median equivalised net income","Euro","8,085"
"2010","Portugal","From 16 to 24 years","Total","Median equivalised net income","Euro","7,934"
"2010","Portugal","From 16 to 64 years","Total","Median equivalised net income","Euro","9,200"
"2010","Portugal","16 years or over","Total","Median equivalised net income","Euro","8,799"
"2010","Portugal","Less than 18 years","Total","Median equivalised net income","Euro","7,933"
"2010","Portugal","From 18 to 24 years","Total","Median equivalised net income","Euro","8,181"
"2010","Portugal","From 18 to 64 years","Total","Median equivalised net income","Euro","9,284"
"2010","Portugal","18 years or over","Total","Median equivalised net income","Euro","8,881"
"2010","Portugal","From 25 to 49 years","Total","Median equivalised net income","Euro","9,337"
"2010","Portugal","From 25 to 54 years","Total","Median equivalised net income","Euro","9,430"
"2010","Portugal","From 50 to 64 years","Total","Median equivalised net income","Euro","9,579"
"2010","Portugal","From 55 to 64 years","Total","Median equivalised net income","Euro","9,180"
"2010","Portugal","Less than 60 years","Total","Median equivalised net income","Euro","8,988"
"2010","Portugal","60 years or over","Total","Median equivalised net income","Euro","7,733"
"2010","Portugal","Less than 65 years","Total","Median equivalised net income","Euro","8,998"
"2010","Portugal","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Portugal","65 years or over","Total","Median equivalised net income","Euro","7,386"
"2010","Portugal","Less than 75 years","Total","Median equivalised net income","Euro","8,925"
"2010","Portugal","75 years or over","Total","Median equivalised net income","Euro","6,636"
"2010","Romania","Total","Total","Median equivalised net income","Euro","2,036"
"2010","Romania","Less than 6 years","Total","Median equivalised net income","Euro","1,812"
"2010","Romania","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Romania","From 6 to 11 years","Total","Median equivalised net income","Euro","1,683"
"2010","Romania","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Romania","From 12 to 17 years","Total","Median equivalised net income","Euro","1,669"
"2010","Romania","Less than 16 years","Total","Median equivalised net income","Euro","1,697"
"2010","Romania","From 16 to 24 years","Total","Median equivalised net income","Euro","1,857"
"2010","Romania","From 16 to 64 years","Total","Median equivalised net income","Euro","2,131"
"2010","Romania","16 years or over","Total","Median equivalised net income","Euro","2,097"
"2010","Romania","Less than 18 years","Total","Median equivalised net income","Euro","1,696"
"2010","Romania","From 18 to 24 years","Total","Median equivalised net income","Euro","1,896"
"2010","Romania","From 18 to 64 years","Total","Median equivalised net income","Euro","2,156"
"2010","Romania","18 years or over","Total","Median equivalised net income","Euro","2,112"
"2010","Romania","From 25 to 49 years","Total","Median equivalised net income","Euro","2,138"
"2010","Romania","From 25 to 54 years","Total","Median equivalised net income","Euro","2,158"
"2010","Romania","From 50 to 64 years","Total","Median equivalised net income","Euro","2,347"
"2010","Romania","From 55 to 64 years","Total","Median equivalised net income","Euro","2,382"
"2010","Romania","Less than 60 years","Total","Median equivalised net income","Euro","2,027"
"2010","Romania","60 years or over","Total","Median equivalised net income","Euro","2,073"
"2010","Romania","Less than 65 years","Total","Median equivalised net income","Euro","2,051"
"2010","Romania","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Romania","65 years or over","Total","Median equivalised net income","Euro","1,981"
"2010","Romania","Less than 75 years","Total","Median equivalised net income","Euro","2,054"
"2010","Romania","75 years or over","Total","Median equivalised net income","Euro","1,824"
"2010","Slovenia","Total","Total","Median equivalised net income","Euro","11,736"
"2010","Slovenia","Less than 6 years","Total","Median equivalised net income","Euro","12,012"
"2010","Slovenia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Slovenia","From 6 to 11 years","Total","Median equivalised net income","Euro","11,346"
"2010","Slovenia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Slovenia","From 12 to 17 years","Total","Median equivalised net income","Euro","11,050"
"2010","Slovenia","Less than 16 years","Total","Median equivalised net income","Euro","11,534"
"2010","Slovenia","From 16 to 24 years","Total","Median equivalised net income","Euro","11,596"
"2010","Slovenia","From 16 to 64 years","Total","Median equivalised net income","Euro","12,058"
"2010","Slovenia","16 years or over","Total","Median equivalised net income","Euro","11,766"
"2010","Slovenia","Less than 18 years","Total","Median equivalised net income","Euro","11,458"
"2010","Slovenia","From 18 to 24 years","Total","Median equivalised net income","Euro","11,735"
"2010","Slovenia","From 18 to 64 years","Total","Median equivalised net income","Euro","12,096"
"2010","Slovenia","18 years or over","Total","Median equivalised net income","Euro","11,792"
"2010","Slovenia","From 25 to 49 years","Total","Median equivalised net income","Euro","12,255"
"2010","Slovenia","From 25 to 54 years","Total","Median equivalised net income","Euro","12,330"
"2010","Slovenia","From 50 to 64 years","Total","Median equivalised net income","Euro","11,985"
"2010","Slovenia","From 55 to 64 years","Total","Median equivalised net income","Euro","11,542"
"2010","Slovenia","Less than 60 years","Total","Median equivalised net income","Euro","12,011"
"2010","Slovenia","60 years or over","Total","Median equivalised net income","Euro","10,662"
"2010","Slovenia","Less than 65 years","Total","Median equivalised net income","Euro","11,981"
"2010","Slovenia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Slovenia","65 years or over","Total","Median equivalised net income","Euro","10,419"
"2010","Slovenia","Less than 75 years","Total","Median equivalised net income","Euro","11,864"
"2010","Slovenia","75 years or over","Total","Median equivalised net income","Euro","9,891"
"2010","Slovakia","Total","Total","Median equivalised net income","Euro","6,117"
"2010","Slovakia","Less than 6 years","Total","Median equivalised net income","Euro","5,731"
"2010","Slovakia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Slovakia","From 6 to 11 years","Total","Median equivalised net income","Euro","5,834"
"2010","Slovakia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Slovakia","From 12 to 17 years","Total","Median equivalised net income","Euro","5,466"
"2010","Slovakia","Less than 16 years","Total","Median equivalised net income","Euro","5,708"
"2010","Slovakia","From 16 to 24 years","Total","Median equivalised net income","Euro","5,750"
"2010","Slovakia","From 16 to 64 years","Total","Median equivalised net income","Euro","6,455"
"2010","Slovakia","16 years or over","Total","Median equivalised net income","Euro","6,193"
"2010","Slovakia","Less than 18 years","Total","Median equivalised net income","Euro","5,624"
"2010","Slovakia","From 18 to 24 years","Total","Median equivalised net income","Euro","5,859"
"2010","Slovakia","From 18 to 64 years","Total","Median equivalised net income","Euro","6,520"
"2010","Slovakia","18 years or over","Total","Median equivalised net income","Euro","6,224"
"2010","Slovakia","From 25 to 49 years","Total","Median equivalised net income","Euro","6,617"
"2010","Slovakia","From 25 to 54 years","Total","Median equivalised net income","Euro","6,686"
"2010","Slovakia","From 50 to 64 years","Total","Median equivalised net income","Euro","6,740"
"2010","Slovakia","From 55 to 64 years","Total","Median equivalised net income","Euro","6,588"
"2010","Slovakia","Less than 60 years","Total","Median equivalised net income","Euro","6,355"
"2010","Slovakia","60 years or over","Total","Median equivalised net income","Euro","5,506"
"2010","Slovakia","Less than 65 years","Total","Median equivalised net income","Euro","6,349"
"2010","Slovakia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Slovakia","65 years or over","Total","Median equivalised net income","Euro","5,283"
"2010","Slovakia","Less than 75 years","Total","Median equivalised net income","Euro","6,200"
"2010","Slovakia","75 years or over","Total","Median equivalised net income","Euro","5,196"
"2010","Finland","Total","Total","Median equivalised net income","Euro","21,349"
"2010","Finland","Less than 6 years","Total","Median equivalised net income","Euro","20,263"
"2010","Finland","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Finland","From 6 to 11 years","Total","Median equivalised net income","Euro","21,597"
"2010","Finland","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Finland","From 12 to 17 years","Total","Median equivalised net income","Euro","20,496"
"2010","Finland","Less than 16 years","Total","Median equivalised net income","Euro","20,759"
"2010","Finland","From 16 to 24 years","Total","Median equivalised net income","Euro","18,759"
"2010","Finland","From 16 to 64 years","Total","Median equivalised net income","Euro","22,745"
"2010","Finland","16 years or over","Total","Median equivalised net income","Euro","21,480"
"2010","Finland","Less than 18 years","Total","Median equivalised net income","Euro","20,733"
"2010","Finland","From 18 to 24 years","Total","Median equivalised net income","Euro","17,995"
"2010","Finland","From 18 to 64 years","Total","Median equivalised net income","Euro","22,899"
"2010","Finland","18 years or over","Total","Median equivalised net income","Euro","21,523"
"2010","Finland","From 25 to 49 years","Total","Median equivalised net income","Euro","23,058"
"2010","Finland","From 25 to 54 years","Total","Median equivalised net income","Euro","23,350"
"2010","Finland","From 50 to 64 years","Total","Median equivalised net income","Euro","24,467"
"2010","Finland","From 55 to 64 years","Total","Median equivalised net income","Euro","24,278"
"2010","Finland","Less than 60 years","Total","Median equivalised net income","Euro","22,173"
"2010","Finland","60 years or over","Total","Median equivalised net income","Euro","18,892"
"2010","Finland","Less than 65 years","Total","Median equivalised net income","Euro","22,253"
"2010","Finland","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Finland","65 years or over","Total","Median equivalised net income","Euro","17,400"
"2010","Finland","Less than 75 years","Total","Median equivalised net income","Euro","21,886"
"2010","Finland","75 years or over","Total","Median equivalised net income","Euro","15,546"
"2010","Sweden","Total","Total","Median equivalised net income","Euro","18,897"
"2010","Sweden","Less than 6 years","Total","Median equivalised net income","Euro","18,179"
"2010","Sweden","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Sweden","From 6 to 11 years","Total","Median equivalised net income","Euro","18,248"
"2010","Sweden","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Sweden","From 12 to 17 years","Total","Median equivalised net income","Euro","17,783"
"2010","Sweden","Less than 16 years","Total","Median equivalised net income","Euro","18,180"
"2010","Sweden","From 16 to 24 years","Total","Median equivalised net income","Euro","15,984"
"2010","Sweden","From 16 to 64 years","Total","Median equivalised net income","Euro","20,127"
"2010","Sweden","16 years or over","Total","Median equivalised net income","Euro","19,080"
"2010","Sweden","Less than 18 years","Total","Median equivalised net income","Euro","18,062"
"2010","Sweden","From 18 to 24 years","Total","Median equivalised net income","Euro","15,209"
"2010","Sweden","From 18 to 64 years","Total","Median equivalised net income","Euro","20,282"
"2010","Sweden","18 years or over","Total","Median equivalised net income","Euro","19,170"
"2010","Sweden","From 25 to 49 years","Total","Median equivalised net income","Euro","19,897"
"2010","Sweden","From 25 to 54 years","Total","Median equivalised net income","Euro","20,293"
"2010","Sweden","From 50 to 64 years","Total","Median equivalised net income","Euro","23,604"
"2010","Sweden","From 55 to 64 years","Total","Median equivalised net income","Euro","23,723"
"2010","Sweden","Less than 60 years","Total","Median equivalised net income","Euro","19,448"
"2010","Sweden","60 years or over","Total","Median equivalised net income","Euro","16,977"
"2010","Sweden","Less than 65 years","Total","Median equivalised net income","Euro","19,707"
"2010","Sweden","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Sweden","65 years or over","Total","Median equivalised net income","Euro","15,497"
"2010","Sweden","Less than 75 years","Total","Median equivalised net income","Euro","19,508"
"2010","Sweden","75 years or over","Total","Median equivalised net income","Euro","13,405"
"2010","Iceland","Total","Total","Median equivalised net income","Euro","18,320"
"2010","Iceland","Less than 6 years","Total","Median equivalised net income","Euro","16,608"
"2010","Iceland","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Iceland","From 6 to 11 years","Total","Median equivalised net income","Euro","17,072"
"2010","Iceland","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Iceland","From 12 to 17 years","Total","Median equivalised net income","Euro","17,054"
"2010","Iceland","Less than 16 years","Total","Median equivalised net income","Euro","16,820"
"2010","Iceland","From 16 to 24 years","Total","Median equivalised net income","Euro","17,441"
"2010","Iceland","From 16 to 64 years","Total","Median equivalised net income","Euro","19,054"
"2010","Iceland","16 years or over","Total","Median equivalised net income","Euro","18,807"
"2010","Iceland","Less than 18 years","Total","Median equivalised net income","Euro","16,886"
"2010","Iceland","From 18 to 24 years","Total","Median equivalised net income","Euro","17,374"
"2010","Iceland","From 18 to 64 years","Total","Median equivalised net income","Euro","19,106"
"2010","Iceland","18 years or over","Total","Median equivalised net income","Euro","18,837"
"2010","Iceland","From 25 to 49 years","Total","Median equivalised net income","Euro","18,295"
"2010","Iceland","From 25 to 54 years","Total","Median equivalised net income","Euro","18,691"
"2010","Iceland","From 50 to 64 years","Total","Median equivalised net income","Euro","21,832"
"2010","Iceland","From 55 to 64 years","Total","Median equivalised net income","Euro","22,767"
"2010","Iceland","Less than 60 years","Total","Median equivalised net income","Euro","18,225"
"2010","Iceland","60 years or over","Total","Median equivalised net income","Euro","18,978"
"2010","Iceland","Less than 65 years","Total","Median equivalised net income","Euro","18,406"
"2010","Iceland","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Iceland","65 years or over","Total","Median equivalised net income","Euro","17,754"
"2010","Iceland","Less than 75 years","Total","Median equivalised net income","Euro","18,488"
"2010","Iceland","75 years or over","Total","Median equivalised net income","Euro","15,418"
"2010","Norway","Total","Total","Median equivalised net income","Euro","32,399"
"2010","Norway","Less than 6 years","Total","Median equivalised net income","Euro","31,623"
"2010","Norway","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Norway","From 6 to 11 years","Total","Median equivalised net income","Euro","30,867"
"2010","Norway","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Norway","From 12 to 17 years","Total","Median equivalised net income","Euro","30,164"
"2010","Norway","Less than 16 years","Total","Median equivalised net income","Euro","30,897"
"2010","Norway","From 16 to 24 years","Total","Median equivalised net income","Euro","26,807"
"2010","Norway","From 16 to 64 years","Total","Median equivalised net income","Euro","34,202"
"2010","Norway","16 years or over","Total","Median equivalised net income","Euro","32,959"
"2010","Norway","Less than 18 years","Total","Median equivalised net income","Euro","30,824"
"2010","Norway","From 18 to 24 years","Total","Median equivalised net income","Euro","25,238"
"2010","Norway","From 18 to 64 years","Total","Median equivalised net income","Euro","34,480"
"2010","Norway","18 years or over","Total","Median equivalised net income","Euro","33,150"
"2010","Norway","From 25 to 49 years","Total","Median equivalised net income","Euro","33,973"
"2010","Norway","From 25 to 54 years","Total","Median equivalised net income","Euro","34,632"
"2010","Norway","From 50 to 64 years","Total","Median equivalised net income","Euro","38,398"
"2010","Norway","From 55 to 64 years","Total","Median equivalised net income","Euro","38,661"
"2010","Norway","Less than 60 years","Total","Median equivalised net income","Euro","32,919"
"2010","Norway","60 years or over","Total","Median equivalised net income","Euro","30,468"
"2010","Norway","Less than 65 years","Total","Median equivalised net income","Euro","33,249"
"2010","Norway","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Norway","65 years or over","Total","Median equivalised net income","Euro","28,173"
"2010","Norway","Less than 75 years","Total","Median equivalised net income","Euro","33,087"
"2010","Norway","75 years or over","Total","Median equivalised net income","Euro","24,679"
"2010","Switzerland","Total","Total","Median equivalised net income","Euro","30,666"
"2010","Switzerland","Less than 6 years","Total","Median equivalised net income","Euro","26,101"
"2010","Switzerland","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","Switzerland","From 6 to 11 years","Total","Median equivalised net income","Euro","27,057"
"2010","Switzerland","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","Switzerland","From 12 to 17 years","Total","Median equivalised net income","Euro","26,135"
"2010","Switzerland","Less than 16 years","Total","Median equivalised net income","Euro","26,355"
"2010","Switzerland","From 16 to 24 years","Total","Median equivalised net income","Euro","29,576"
"2010","Switzerland","From 16 to 64 years","Total","Median equivalised net income","Euro","33,057"
"2010","Switzerland","16 years or over","Total","Median equivalised net income","Euro","31,515"
"2010","Switzerland","Less than 18 years","Total","Median equivalised net income","Euro","26,485"
"2010","Switzerland","From 18 to 24 years","Total","Median equivalised net income","Euro","30,565"
"2010","Switzerland","From 18 to 64 years","Total","Median equivalised net income","Euro","33,384"
"2010","Switzerland","18 years or over","Total","Median equivalised net income","Euro","31,680"
"2010","Switzerland","From 25 to 49 years","Total","Median equivalised net income","Euro","32,711"
"2010","Switzerland","From 25 to 54 years","Total","Median equivalised net income","Euro","33,449"
"2010","Switzerland","From 50 to 64 years","Total","Median equivalised net income","Euro","35,965"
"2010","Switzerland","From 55 to 64 years","Total","Median equivalised net income","Euro","35,744"
"2010","Switzerland","Less than 60 years","Total","Median equivalised net income","Euro","31,259"
"2010","Switzerland","60 years or over","Total","Median equivalised net income","Euro","27,333"
"2010","Switzerland","Less than 65 years","Total","Median equivalised net income","Euro","31,442"
"2010","Switzerland","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","Switzerland","65 years or over","Total","Median equivalised net income","Euro","25,032"
"2010","Switzerland","Less than 75 years","Total","Median equivalised net income","Euro","31,063"
"2010","Switzerland","75 years or over","Total","Median equivalised net income","Euro","22,839"
"2010","United Kingdom","Total","Total","Median equivalised net income","Euro","17,106"
"2010","United Kingdom","Less than 6 years","Total","Median equivalised net income","Euro","15,204"
"2010","United Kingdom","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","United Kingdom","From 6 to 11 years","Total","Median equivalised net income","Euro","15,342"
"2010","United Kingdom","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","United Kingdom","From 12 to 17 years","Total","Median equivalised net income","Euro","15,140"
"2010","United Kingdom","Less than 16 years","Total","Median equivalised net income","Euro","15,247"
"2010","United Kingdom","From 16 to 24 years","Total","Median equivalised net income","Euro","15,573"
"2010","United Kingdom","From 16 to 64 years","Total","Median equivalised net income","Euro","18,710"
"2010","United Kingdom","16 years or over","Total","Median equivalised net income","Euro","17,640"
"2010","United Kingdom","Less than 18 years","Total","Median equivalised net income","Euro","15,203"
"2010","United Kingdom","From 18 to 24 years","Total","Median equivalised net income","Euro","15,869"
"2010","United Kingdom","From 18 to 64 years","Total","Median equivalised net income","Euro","18,871"
"2010","United Kingdom","18 years or over","Total","Median equivalised net income","Euro","17,793"
"2010","United Kingdom","From 25 to 49 years","Total","Median equivalised net income","Euro","19,132"
"2010","United Kingdom","From 25 to 54 years","Total","Median equivalised net income","Euro","19,241"
"2010","United Kingdom","From 50 to 64 years","Total","Median equivalised net income","Euro","19,422"
"2010","United Kingdom","From 55 to 64 years","Total","Median equivalised net income","Euro","19,026"
"2010","United Kingdom","Less than 60 years","Total","Median equivalised net income","Euro","17,868"
"2010","United Kingdom","60 years or over","Total","Median equivalised net income","Euro","15,329"
"2010","United Kingdom","Less than 65 years","Total","Median equivalised net income","Euro","17,875"
"2010","United Kingdom","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2010","United Kingdom","65 years or over","Total","Median equivalised net income","Euro","14,535"
"2010","United Kingdom","Less than 75 years","Total","Median equivalised net income","Euro","17,644"
"2010","United Kingdom","75 years or over","Total","Median equivalised net income","Euro","13,555"
"2010","North Macedonia","Total","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","Less than 6 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 6 to 11 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 12 to 17 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","Less than 16 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 16 to 24 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 16 to 64 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","16 years or over","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","Less than 18 years","Total","Median equivalised net income","Euro",":"
"2010","North Macedonia","From 18 to 24 years","Total","Median equivalised net income","Euro",":"
