"ACL00","GEO","FREQUENC","TIME","ISCED11","AGE","SEX","UNIT","Value"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","31.3"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","40.4"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","39.9"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","36.0"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","43.1"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","42.3"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","41.7"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","42.7"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","43.8"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","43.9"
"Live performances (theatre, concerts, ballet)","Czechia","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","43.7"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","61.4"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","52.2"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","71.5"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","59.5"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","51.4"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","67.9"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","54.9"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","48.3"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","62.0"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","60.7"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","51.6"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","72.0"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","55.9"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","48.9"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","64.7"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","47.8"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","42.6"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","54.6"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","74.8"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","65.6"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","82.5"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","75.3"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","69.0"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","79.3"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","75.3"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","71.3"
"Live performances (theatre, concerts, ballet)","Czechia","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","77.9"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","22.5"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","16.2"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","29.2"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","20.9"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","15.7"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","26.4"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","18.3"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","14.9"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","21.8"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","22.3"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","16.1"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","30.0"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","18.0"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","14.1"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","22.9"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","12.6"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","11.4"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","14.1"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","34.9"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","29.5"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","39.4"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","33.0"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","27.4"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","36.6"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","31.5"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","27.4"
"Live performances (theatre, concerts, ballet)","Czechia","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","34.2"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","38.7"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","46.5"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","30.1"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","35.5"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","40.4"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","29.8"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","32.4"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","34.3"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","30.5"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","30.5"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","36.0"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","26.0"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","30.3"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","32.8"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","27.9"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","36.2"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","36.1"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","36.2"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","35.3"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","52.8"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","21.7"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","24.6"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","27.8"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","21.8"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","25.9"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","28.0"
"Live performances (theatre, concerts, ballet)","Denmark","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","24.3"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","45.0"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","39.8"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","50.9"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","48.9"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","44.6"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","53.7"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","53.1"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","49.9"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","56.3"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","49.0"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","45.9"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","51.5"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","51.0"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","48.7"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","53.2"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","50.6"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","49.7"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","51.8"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","55.5"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","36.1"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","70.5"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","62.2"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","57.5"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","66.4"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","58.1"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","54.6"
"Live performances (theatre, concerts, ballet)","Denmark","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","60.7"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","61.3"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","53.5"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","69.9"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","64.5"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","59.6"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","70.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","67.6"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","65.7"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","69.5"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","69.5"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","64.0"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","74.0"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","69.7"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","67.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","72.1"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","63.8"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","63.9"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","63.8"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","64.7"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","47.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","78.3"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","75.4"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","72.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","78.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","74.1"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","72.0"
"Live performances (theatre, concerts, ballet)","Denmark","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","75.7"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","16.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","13.7"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","19.0"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","15.6"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","14.9"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","16.4"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","14.5"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","15.8"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","13.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","20.5"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","18.1"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","22.5"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","18.7"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","18.4"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","18.9"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","13.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","14.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","12.0"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","9.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","11.1"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","7.8"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","13.2"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","14.8"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","11.8"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","16.0"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","17.3"
"Live performances (theatre, concerts, ballet)","Denmark","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","15.0"
"Live performances (theatre, concerts, ballet)","Germany (until 1990 former territory of the FRG)","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","45.3"
"Live performances (theatre, concerts, ballet)","Germany (until 1990 former territory of the FRG)","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","49.7"
"Live performances (theatre, concerts, ballet)","Germany (until 1990 former territory of the FRG)","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","39.7"
"Live performances (theatre, concerts, ballet)","Germany (until 1990 former territory of the FRG)","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","45.6"
"Live performances (theatre, concerts, ballet)","Germany (until 1990 former territory of the FRG)","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","49.1"
"Live performances (theatre, concerts, ballet)","Germany (until 1990 former territory of the FRG)","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","41.8"
"Live performances (theatre, concerts, ballet)","Germany (until 1990 former territory of the FRG)","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","48.6"
"Live performances (theatre, concerts, ballet)","Germany (until 1990 former territory of the FRG)","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","50.1"
