"TIME","GEO","DEG_URB","CITIZEN","ISCED11","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2014","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","80.3",""
"2014","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","100.0",""
"2014","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2014","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","60.9",""
"2014","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","67.6",""
"2014","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","54.3",""
"2014","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.3",""
"2014","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","73.1",""
"2014","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.3",""
"2014","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","69.2",""
"2014","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.6",""
"2014","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","68.7",""
"2014","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","72.8",""
"2014","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.1",""
"2014","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.0",""
"2014","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","76.2",""
"2014","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.5",""
"2014","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","74.9",""
"2014","Iceland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","86.2",""
"2014","Iceland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","88.4",""
"2014","Iceland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","84.2",""
"2014","Iceland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","82.9",""
"2014","Iceland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","85.2",""
"2014","Iceland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","80.5",""
"2014","Norway","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","80.7",""
"2014","Norway","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","83.2",""
"2014","Norway","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","76.9",""
"2014","Norway","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.5",""
"2014","Norway","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","76.9",""
"2014","Norway","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","74.0",""
"2014","Switzerland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","80.9",""
"2014","Switzerland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","85.3",""
"2014","Switzerland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","75.1",""
"2014","Switzerland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","80.2",""
"2014","Switzerland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","84.0",""
"2014","Switzerland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","76.6",""
"2014","United Kingdom","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","77.9",""
"2014","United Kingdom","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","85.5",""
"2014","United Kingdom","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.3",""
"2014","United Kingdom","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","72.2",""
"2014","United Kingdom","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","76.6",""
"2014","United Kingdom","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.8",""
"2014","Montenegro","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2014","Montenegro","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2014","Montenegro","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2014","Montenegro","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","50.5",""
"2014","Montenegro","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","55.3",""
"2014","Montenegro","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","45.7",""
"2014","North Macedonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2014","North Macedonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","c"
"2014","North Macedonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","c"
"2014","North Macedonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","46.9",""
"2014","North Macedonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","56.1",""
"2014","North Macedonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","37.4",""
"2014","Serbia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","39.7","bu"
"2014","Serbia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","61.9","bu"
"2014","Serbia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","28.2","bu"
"2014","Serbia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","50.9","b"
"2014","Serbia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","57.9","b"
"2014","Serbia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","43.9","b"
"2014","Turkey","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":",""
"2014","Turkey","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":",""
"2014","Turkey","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":",""
"2014","Turkey","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":",""
"2014","Turkey","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":",""
"2014","Turkey","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":",""
"2015","Belgium","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.0",""
"2015","Belgium","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.9",""
"2015","Belgium","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.1",""
"2015","Belgium","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","62.8",""
"2015","Belgium","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.0",""
"2015","Belgium","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","59.5",""
"2015","Bulgaria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2015","Bulgaria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2015","Bulgaria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2015","Bulgaria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","62.9",""
"2015","Bulgaria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","65.9",""
"2015","Bulgaria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","59.9",""
"2015","Czechia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.7",""
"2015","Czechia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","86.2",""
"2015","Czechia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.6",""
"2015","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.1",""
"2015","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.7",""
"2015","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.4",""
"2015","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","72.7",""
"2015","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","80.3",""
"2015","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.9",""
"2015","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.2",""
"2015","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.9",""
"2015","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","70.5",""
"2015","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.8",""
"2015","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","81.4",""
"2015","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","65.4",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.4",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.7",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.1",""
"2015","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","59.0",""
"2015","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.0","u"
"2015","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2015","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.9",""
"2015","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","74.7",""
"2015","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.4",""
"2015","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.1",""
"2015","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.8",""
"2015","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","63.8",""
"2015","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","64.7",""
"2015","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.7",""
"2015","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","59.8",""
"2015","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","55.2",""
"2015","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","65.3",""
"2015","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","49.1",""
"2015","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","50.8",""
"2015","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","59.2",""
"2015","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","42.5",""
"2015","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","60.7",""
"2015","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","65.6",""
"2015","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","56.3",""
"2015","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","58.3",""
"2015","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","63.4",""
"2015","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","53.1",""
"2015","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.5",""
"2015","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.8",""
"2015","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","61.4",""
"2015","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","64.8",""
"2015","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","67.7",""
"2015","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.0",""
"2015","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2015","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","c"
"2015","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2015","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","56.0",""
"2015","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","60.4",""
"2015","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","51.7",""
"2015","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.2",""
"2015","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.0",""
"2015","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.7",""
"2015","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","56.0",""
"2015","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","65.1",""
"2015","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","46.9",""
"2015","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","67.8",""
"2015","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","73.4",""
"2015","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.4",""
"2015","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","61.6",""
"2015","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","65.9",""
"2015","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.3",""
"2015","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","77.7",""
"2015","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2015","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2015","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","68.8",""
"2015","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","70.3",""
"2015","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.4",""
"2015","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2015","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2015","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2015","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","67.2",""
"2015","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.0",""
"2015","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","66.5",""
"2015","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.2","b"
"2015","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.4","b"
"2015","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.7","b"
"2015","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.9","b"
"2015","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","67.8","b"
"2015","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","60.0","b"
"2015","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","66.9",""
"2015","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.8",""
"2015","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","55.6",""
"2015","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.9",""
"2015","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","70.2",""
"2015","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.8",""
"2015","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","82.9",""
"2015","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","91.8",""
"2015","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.4",""
"2015","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","64.2",""
"2015","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","76.1",""
"2015","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","51.6",""
"2015","Netherlands","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.3",""
"2015","Netherlands","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","79.4",""
"2015","Netherlands","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","65.2",""
"2015","Netherlands","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.9",""
"2015","Netherlands","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","79.5",""
"2015","Netherlands","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","70.3",""
"2015","Austria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","72.5",""
"2015","Austria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.4",""
"2015","Austria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.1",""
"2015","Austria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","72.5",""
"2015","Austria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","76.0",""
"2015","Austria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.0",""
"2015","Poland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","79.7","u"
"2015","Poland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","86.0","u"
"2015","Poland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2015","Poland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","62.9",""
"2015","Poland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.2",""
"2015","Poland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","56.6",""
"2015","Portugal","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.0",""
"2015","Portugal","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","74.5",""
"2015","Portugal","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.9",""
"2015","Portugal","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","64.0",""
"2015","Portugal","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.8",""
"2015","Portugal","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","61.3",""
"2015","Romania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2015","Romania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2015","Romania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2015","Romania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","61.4",""
"2015","Romania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.5",""
"2015","Romania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","53.2",""
"2015","Slovenia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","60.1",""
"2015","Slovenia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.9","u"
"2015","Slovenia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","50.1","u"
"2015","Slovenia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.2",""
"2015","Slovenia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.6",""
"2015","Slovenia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","61.6",""
"2015","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.6",""
"2015","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","87.9","u"
"2015","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2015","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","62.7",""
"2015","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.4",""
"2015","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","55.9",""
"2015","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","69.8",""
"2015","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","73.4",""
"2015","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","66.3",""
"2015","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","69.0",""
"2015","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.5",""
"2015","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","68.6",""
"2015","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.7",""
"2015","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","81.1",""
"2015","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","68.9",""
"2015","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","77.0",""
"2015","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.1",""
